Antall målepunkter;Volum (MWh);Prisomraade;Gruppe;Bruksdogn
2260;1151;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;02.11.2020
11923;1815;NO1;Bygge- og anleggsvirksomhet;02.11.2020
100084;1694;NO1;Fritidsbolig;02.11.2020
1049633;40706;NO1;Husholdning;02.11.2020
91779;27655;NO1;Tjenesteyting;02.11.2020
6704;1472;NO2;Jordbruk, skogbruk og fiske;02.11.2020
8293;705;NO2;Uklassifisert;02.11.2020
489;3770;NO2;Bergverksdrift og utvinning;02.11.2020
4095;41774;NO2;Industri;02.11.2020
2211;3696;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;02.11.2020
1668;567;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;02.11.2020
10195;1020;NO2;Bygge- og anleggsvirksomhet;02.11.2020
101990;1492;NO2;Fritidsbolig;02.11.2020
590111;24952;NO2;Husholdning;02.11.2020
61627;16982;NO2;Tjenesteyting;02.11.2020
12477;1705;NO3;Jordbruk, skogbruk og fiske;02.11.2020
3782;264;NO3;Uklassifisert;02.11.2020
236;5383;NO3;Bergverksdrift og utvinning;02.11.2020
3374;33035;NO3;Industri;02.11.2020
1759;2702;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;02.11.2020
1355;192;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;02.11.2020
5294;640;NO3;Bygge- og anleggsvirksomhet;02.11.2020
58164;807;NO3;Fritidsbolig;02.11.2020
382666;15349;NO3;Husholdning;02.11.2020
48644;10313;NO3;Tjenesteyting;02.11.2020
3555;1190;NO4;Jordbruk, skogbruk og fiske;02.11.2020
4341;234;NO4;Uklassifisert;02.11.2020
201;743;NO4;Bergverksdrift og utvinning;02.11.2020
1795;16447;NO4;Industri;02.11.2020
996;3392;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;02.11.2020
815;119;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;02.11.2020
3566;501;NO4;Bygge- og anleggsvirksomhet;02.11.2020
42623;815;NO4;Fritidsbolig;02.11.2020
237790;13596;NO4;Husholdning;02.11.2020
34034;8619;NO4;Tjenesteyting;02.11.2020
1805;295;NO5;Jordbruk, skogbruk og fiske;02.11.2020
1999;213;NO5;Uklassifisert;02.11.2020
141;13245;NO5;Bergverksdrift og utvinning;02.11.2020
1215;11027;NO5;Industri;02.11.2020
982;2793;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;02.11.2020
796;185;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;02.11.2020
2680;478;NO5;Bygge- og anleggsvirksomhet;02.11.2020
43789;886;NO5;Fritidsbolig;02.11.2020
243282;10745;NO5;Husholdning;02.11.2020
22004;6881;NO5;Tjenesteyting;02.11.2020
8944;1360;NO1;Jordbruk, skogbruk og fiske;01.11.2020
6948;649;NO1;Uklassifisert;01.11.2020
299;105;NO1;Bergverksdrift og utvinning;01.11.2020
4864;11286;NO1;Industri;01.11.2020
1476;1414;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.11.2020
2258;950;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;01.11.2020
11884;1554;NO1;Bygge- og anleggsvirksomhet;01.11.2020
99867;2081;NO1;Fritidsbolig;01.11.2020
1048847;44173;NO1;Husholdning;01.11.2020
91697;22482;NO1;Tjenesteyting;01.11.2020
6704;1468;NO2;Jordbruk, skogbruk og fiske;01.11.2020
8292;727;NO2;Uklassifisert;01.11.2020
488;3632;NO2;Bergverksdrift og utvinning;01.11.2020
4095;39344;NO2;Industri;01.11.2020
2211;3472;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.11.2020
1668;424;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;01.11.2020
10167;859;NO2;Bygge- og anleggsvirksomhet;01.11.2020
101984;1745;NO2;Fritidsbolig;01.11.2020
590099;26385;NO2;Husholdning;01.11.2020
61616;13783;NO2;Tjenesteyting;01.11.2020
12479;1684;NO3;Jordbruk, skogbruk og fiske;01.11.2020
3784;265;NO3;Uklassifisert;01.11.2020
235;5602;NO3;Bergverksdrift og utvinning;01.11.2020
3373;31397;NO3;Industri;01.11.2020
1758;2765;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.11.2020
1354;164;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;01.11.2020
5292;526;NO3;Bygge- og anleggsvirksomhet;01.11.2020
58164;975;NO3;Fritidsbolig;01.11.2020
382741;16178;NO3;Husholdning;01.11.2020
48640;8148;NO3;Tjenesteyting;01.11.2020
3554;1096;NO4;Jordbruk, skogbruk og fiske;01.11.2020
4340;246;NO4;Uklassifisert;01.11.2020
201;685;NO4;Bergverksdrift og utvinning;01.11.2020
1793;15105;NO4;Industri;01.11.2020
997;3426;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.11.2020
815;127;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;01.11.2020
3564;474;NO4;Bygge- og anleggsvirksomhet;01.11.2020
42622;1010;NO4;Fritidsbolig;01.11.2020
237777;14967;NO4;Husholdning;01.11.2020
34021;7861;NO4;Tjenesteyting;01.11.2020
1805;294;NO5;Jordbruk, skogbruk og fiske;01.11.2020
1999;207;NO5;Uklassifisert;01.11.2020
141;13439;NO5;Bergverksdrift og utvinning;01.11.2020
1215;10502;NO5;Industri;01.11.2020
980;2859;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.11.2020
796;163;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;01.11.2020
2683;406;NO5;Bygge- og anleggsvirksomhet;01.11.2020
43793;1024;NO5;Fritidsbolig;01.11.2020
243291;10951;NO5;Husholdning;01.11.2020
22000;5532;NO5;Tjenesteyting;01.11.2020
9009;1404;NO1;Jordbruk, skogbruk og fiske;31.10.2020
6967;686;NO1;Uklassifisert;31.10.2020
300;110;NO1;Bergverksdrift og utvinning;31.10.2020
4877;12040;NO1;Industri;31.10.2020
1484;3053;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.10.2020
2265;886;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;31.10.2020
12109;1708;NO1;Bygge- og anleggsvirksomhet;31.10.2020
99914;2487;NO1;Fritidsbolig;31.10.2020
1048315;46126;NO1;Husholdning;31.10.2020
91911;24930;NO1;Tjenesteyting;31.10.2020
6726;1489;NO2;Jordbruk, skogbruk og fiske;31.10.2020
8263;698;NO2;Uklassifisert;31.10.2020
487;3652;NO2;Bergverksdrift og utvinning;31.10.2020
4109;40014;NO2;Industri;31.10.2020
2191;3457;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.10.2020
1509;416;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;31.10.2020
10303;947;NO2;Bygge- og anleggsvirksomhet;31.10.2020
101973;2069;NO2;Fritidsbolig;31.10.2020
589972;27008;NO2;Husholdning;31.10.2020
61851;14774;NO2;Tjenesteyting;31.10.2020
12470;1749;NO3;Jordbruk, skogbruk og fiske;31.10.2020
3782;258;NO3;Uklassifisert;31.10.2020
237;5386;NO3;Bergverksdrift og utvinning;31.10.2020
3372;32757;NO3;Industri;31.10.2020
1729;2446;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.10.2020
1357;175;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;31.10.2020
5402;609;NO3;Bygge- og anleggsvirksomhet;31.10.2020
58245;1185;NO3;Fritidsbolig;31.10.2020
382917;16921;NO3;Husholdning;31.10.2020
48761;9149;NO3;Tjenesteyting;31.10.2020
3553;1115;NO4;Jordbruk, skogbruk og fiske;31.10.2020
4341;242;NO4;Uklassifisert;31.10.2020
201;698;NO4;Bergverksdrift og utvinning;31.10.2020
1801;16281;NO4;Industri;31.10.2020
995;3281;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.10.2020
813;138;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;31.10.2020
3626;519;NO4;Bygge- og anleggsvirksomhet;31.10.2020
42671;1192;NO4;Fritidsbolig;31.10.2020
237708;15712;NO4;Husholdning;31.10.2020
34071;8593;NO4;Tjenesteyting;31.10.2020
1813;295;NO5;Jordbruk, skogbruk og fiske;31.10.2020
1994;194;NO5;Uklassifisert;31.10.2020
143;13423;NO5;Bergverksdrift og utvinning;31.10.2020
1221;10531;NO5;Industri;31.10.2020
971;1746;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.10.2020
795;163;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;31.10.2020
2701;422;NO5;Bygge- og anleggsvirksomhet;31.10.2020
43871;1160;NO5;Fritidsbolig;31.10.2020
243489;10883;NO5;Husholdning;31.10.2020
22007;5875;NO5;Tjenesteyting;31.10.2020
9010;1477;NO1;Jordbruk, skogbruk og fiske;30.10.2020
6970;698;NO1;Uklassifisert;30.10.2020
300;181;NO1;Bergverksdrift og utvinning;30.10.2020
4877;14616;NO1;Industri;30.10.2020
1486;4488;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;30.10.2020
2265;1042;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;30.10.2020
12114;2046;NO1;Bygge- og anleggsvirksomhet;30.10.2020
99919;2558;NO1;Fritidsbolig;30.10.2020
1048380;48512;NO1;Husholdning;30.10.2020
91915;30973;NO1;Tjenesteyting;30.10.2020
6724;1539;NO2;Jordbruk, skogbruk og fiske;30.10.2020
8263;715;NO2;Uklassifisert;30.10.2020
487;3715;NO2;Bergverksdrift og utvinning;30.10.2020
4106;41768;NO2;Industri;30.10.2020
2190;3545;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;30.10.2020
1509;514;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;30.10.2020
10298;1084;NO2;Bygge- og anleggsvirksomhet;30.10.2020
101966;2064;NO2;Fritidsbolig;30.10.2020
589930;27596;NO2;Husholdning;30.10.2020
61849;17411;NO2;Tjenesteyting;30.10.2020
12449;1783;NO3;Jordbruk, skogbruk og fiske;30.10.2020
3782;262;NO3;Uklassifisert;30.10.2020
237;5051;NO3;Bergverksdrift og utvinning;30.10.2020
3372;34164;NO3;Industri;30.10.2020
1747;2845;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;30.10.2020
1357;204;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;30.10.2020
5403;708;NO3;Bygge- og anleggsvirksomhet;30.10.2020
58209;1185;NO3;Fritidsbolig;30.10.2020
382495;17388;NO3;Husholdning;30.10.2020
48700;10997;NO3;Tjenesteyting;30.10.2020
3551;1229;NO4;Jordbruk, skogbruk og fiske;30.10.2020
4339;240;NO4;Uklassifisert;30.10.2020
201;755;NO4;Bergverksdrift og utvinning;30.10.2020
1799;16299;NO4;Industri;30.10.2020
995;3644;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;30.10.2020
813;153;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;30.10.2020
3623;579;NO4;Bygge- og anleggsvirksomhet;30.10.2020
42656;1163;NO4;Fritidsbolig;30.10.2020
237624;15843;NO4;Husholdning;30.10.2020
34062;9918;NO4;Tjenesteyting;30.10.2020
1813;305;NO5;Jordbruk, skogbruk og fiske;30.10.2020
1993;210;NO5;Uklassifisert;30.10.2020
142;11732;NO5;Bergverksdrift og utvinning;30.10.2020
1219;10985;NO5;Industri;30.10.2020
972;1497;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;30.10.2020
795;185;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;30.10.2020
2698;479;NO5;Bygge- og anleggsvirksomhet;30.10.2020
43838;1200;NO5;Fritidsbolig;30.10.2020
243212;11007;NO5;Husholdning;30.10.2020
21989;6970;NO5;Tjenesteyting;30.10.2020
9010;1356;NO1;Jordbruk, skogbruk og fiske;29.10.2020
6966;680;NO1;Uklassifisert;29.10.2020
300;213;NO1;Bergverksdrift og utvinning;29.10.2020
4878;14711;NO1;Industri;29.10.2020
1481;3260;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;29.10.2020
2272;1047;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;29.10.2020
12124;1923;NO1;Bygge- og anleggsvirksomhet;29.10.2020
99924;2018;NO1;Fritidsbolig;29.10.2020
1048385;43030;NO1;Husholdning;29.10.2020
91930;29356;NO1;Tjenesteyting;29.10.2020
6724;1504;NO2;Jordbruk, skogbruk og fiske;29.10.2020
8261;693;NO2;Uklassifisert;29.10.2020
487;3821;NO2;Bergverksdrift og utvinning;29.10.2020
4104;42043;NO2;Industri;29.10.2020
2191;3570;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;29.10.2020
1509;537;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;29.10.2020
10286;1075;NO2;Bygge- og anleggsvirksomhet;29.10.2020
101969;1727;NO2;Fritidsbolig;29.10.2020
589912;26232;NO2;Husholdning;29.10.2020
61854;17360;NO2;Tjenesteyting;29.10.2020
12447;1764;NO3;Jordbruk, skogbruk og fiske;29.10.2020
3781;265;NO3;Uklassifisert;29.10.2020
237;5659;NO3;Bergverksdrift og utvinning;29.10.2020
3372;33584;NO3;Industri;29.10.2020
1754;2953;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;29.10.2020
1356;210;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;29.10.2020
5391;715;NO3;Bygge- og anleggsvirksomhet;29.10.2020
58212;1019;NO3;Fritidsbolig;29.10.2020
382574;17129;NO3;Husholdning;29.10.2020
48695;10951;NO3;Tjenesteyting;29.10.2020
3552;1225;NO4;Jordbruk, skogbruk og fiske;29.10.2020
4338;233;NO4;Uklassifisert;29.10.2020
201;775;NO4;Bergverksdrift og utvinning;29.10.2020
1798;16825;NO4;Industri;29.10.2020
995;3529;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;29.10.2020
813;155;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;29.10.2020
3625;567;NO4;Bygge- og anleggsvirksomhet;29.10.2020
42654;1056;NO4;Fritidsbolig;29.10.2020
237655;15450;NO4;Husholdning;29.10.2020
34062;9748;NO4;Tjenesteyting;29.10.2020
1813;298;NO5;Jordbruk, skogbruk og fiske;29.10.2020
1994;208;NO5;Uklassifisert;29.10.2020
142;11026;NO5;Bergverksdrift og utvinning;29.10.2020
1220;11156;NO5;Industri;29.10.2020
974;1677;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;29.10.2020
795;191;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;29.10.2020
2701;475;NO5;Bygge- og anleggsvirksomhet;29.10.2020
43843;1004;NO5;Fritidsbolig;29.10.2020
243238;10754;NO5;Husholdning;29.10.2020
21993;7025;NO5;Tjenesteyting;29.10.2020
9009;1357;NO1;Jordbruk, skogbruk og fiske;28.10.2020
6964;703;NO1;Uklassifisert;28.10.2020
300;208;NO1;Bergverksdrift og utvinning;28.10.2020
4878;14071;NO1;Industri;28.10.2020
1484;1937;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;28.10.2020
2263;1156;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;28.10.2020
12122;1899;NO1;Bygge- og anleggsvirksomhet;28.10.2020
99937;1897;NO1;Fritidsbolig;28.10.2020
1048322;42472;NO1;Husholdning;28.10.2020
91911;28744;NO1;Tjenesteyting;28.10.2020
6724;1515;NO2;Jordbruk, skogbruk og fiske;28.10.2020
8261;698;NO2;Uklassifisert;28.10.2020
487;4109;NO2;Bergverksdrift og utvinning;28.10.2020
4107;42437;NO2;Industri;28.10.2020
2196;3662;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;28.10.2020
1508;540;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;28.10.2020
10264;1061;NO2;Bygge- og anleggsvirksomhet;28.10.2020
101956;1635;NO2;Fritidsbolig;28.10.2020
589890;25909;NO2;Husholdning;28.10.2020
61859;17296;NO2;Tjenesteyting;28.10.2020
12444;1757;NO3;Jordbruk, skogbruk og fiske;28.10.2020
3781;262;NO3;Uklassifisert;28.10.2020
237;5391;NO3;Bergverksdrift og utvinning;28.10.2020
3373;32706;NO3;Industri;28.10.2020
1752;3063;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;28.10.2020
1356;212;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;28.10.2020
5388;731;NO3;Bygge- og anleggsvirksomhet;28.10.2020
58206;992;NO3;Fritidsbolig;28.10.2020
382518;17431;NO3;Husholdning;28.10.2020
48708;11114;NO3;Tjenesteyting;28.10.2020
3555;1218;NO4;Jordbruk, skogbruk og fiske;28.10.2020
4342;224;NO4;Uklassifisert;28.10.2020
201;754;NO4;Bergverksdrift og utvinning;28.10.2020
1798;16771;NO4;Industri;28.10.2020
995;3400;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;28.10.2020
812;151;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;28.10.2020
3625;555;NO4;Bygge- og anleggsvirksomhet;28.10.2020
42669;995;NO4;Fritidsbolig;28.10.2020
237645;15068;NO4;Husholdning;28.10.2020
34060;9578;NO4;Tjenesteyting;28.10.2020
1812;304;NO5;Jordbruk, skogbruk og fiske;28.10.2020
1994;206;NO5;Uklassifisert;28.10.2020
142;10627;NO5;Bergverksdrift og utvinning;28.10.2020
1219;11119;NO5;Industri;28.10.2020
972;1657;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;28.10.2020
795;188;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;28.10.2020
2702;478;NO5;Bygge- og anleggsvirksomhet;28.10.2020
43835;954;NO5;Fritidsbolig;28.10.2020
243143;10980;NO5;Husholdning;28.10.2020
21981;6862;NO5;Tjenesteyting;28.10.2020
9020;1408;NO1;Jordbruk, skogbruk og fiske;27.10.2020
6989;691;NO1;Uklassifisert;27.10.2020
301;215;NO1;Bergverksdrift og utvinning;27.10.2020
4879;14633;NO1;Industri;27.10.2020
1493;1819;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;27.10.2020
2276;1220;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;27.10.2020
12277;1923;NO1;Bygge- og anleggsvirksomhet;27.10.2020
100218;1840;NO1;Fritidsbolig;27.10.2020
1050117;43006;NO1;Husholdning;27.10.2020
92087;29020;NO1;Tjenesteyting;27.10.2020
6727;1517;NO2;Jordbruk, skogbruk og fiske;27.10.2020
8260;706;NO2;Uklassifisert;27.10.2020
487;4205;NO2;Bergverksdrift og utvinning;27.10.2020
4105;42810;NO2;Industri;27.10.2020
2201;3816;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;27.10.2020
1508;540;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;27.10.2020
10233;1051;NO2;Bygge- og anleggsvirksomhet;27.10.2020
101944;1558;NO2;Fritidsbolig;27.10.2020
589887;25553;NO2;Husholdning;27.10.2020
61844;17348;NO2;Tjenesteyting;27.10.2020
12445;1741;NO3;Jordbruk, skogbruk og fiske;27.10.2020
3790;251;NO3;Uklassifisert;27.10.2020
237;5343;NO3;Bergverksdrift og utvinning;27.10.2020
3373;33065;NO3;Industri;27.10.2020
1774;3132;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;27.10.2020
1357;208;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;27.10.2020
5456;697;NO3;Bygge- og anleggsvirksomhet;27.10.2020
58263;947;NO3;Fritidsbolig;27.10.2020
383340;16891;NO3;Husholdning;27.10.2020
48756;10972;NO3;Tjenesteyting;27.10.2020
3555;1203;NO4;Jordbruk, skogbruk og fiske;27.10.2020
4336;219;NO4;Uklassifisert;27.10.2020
201;775;NO4;Bergverksdrift og utvinning;27.10.2020
1798;17188;NO4;Industri;27.10.2020
993;3438;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;27.10.2020
813;146;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;27.10.2020
3621;540;NO4;Bygge- og anleggsvirksomhet;27.10.2020
42647;932;NO4;Fritidsbolig;27.10.2020
237635;14527;NO4;Husholdning;27.10.2020
34058;9283;NO4;Tjenesteyting;27.10.2020
1814;303;NO5;Jordbruk, skogbruk og fiske;27.10.2020
1993;195;NO5;Uklassifisert;27.10.2020
142;5279;NO5;Bergverksdrift og utvinning;27.10.2020
1219;11070;NO5;Industri;27.10.2020
976;1088;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;27.10.2020
795;186;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;27.10.2020
2697;473;NO5;Bygge- og anleggsvirksomhet;27.10.2020
43836;912;NO5;Fritidsbolig;27.10.2020
243125;10652;NO5;Husholdning;27.10.2020
21981;6815;NO5;Tjenesteyting;27.10.2020
9009;1397;NO1;Jordbruk, skogbruk og fiske;26.10.2020
6963;686;NO1;Uklassifisert;26.10.2020
299;207;NO1;Bergverksdrift og utvinning;26.10.2020
4876;14261;NO1;Industri;26.10.2020
1479;1908;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;26.10.2020
2263;1201;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;26.10.2020
12089;1894;NO1;Bygge- og anleggsvirksomhet;26.10.2020
99886;1820;NO1;Fritidsbolig;26.10.2020
1048073;42814;NO1;Husholdning;26.10.2020
91888;28954;NO1;Tjenesteyting;26.10.2020
6724;1510;NO2;Jordbruk, skogbruk og fiske;26.10.2020
8258;705;NO2;Uklassifisert;26.10.2020
487;4080;NO2;Bergverksdrift og utvinning;26.10.2020
4103;42008;NO2;Industri;26.10.2020
2206;4302;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;26.10.2020
1507;539;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;26.10.2020
10230;1038;NO2;Bygge- og anleggsvirksomhet;26.10.2020
101943;1523;NO2;Fritidsbolig;26.10.2020
589857;25408;NO2;Husholdning;26.10.2020
61845;17376;NO2;Tjenesteyting;26.10.2020
12445;1736;NO3;Jordbruk, skogbruk og fiske;26.10.2020
3781;251;NO3;Uklassifisert;26.10.2020
236;4776;NO3;Bergverksdrift og utvinning;26.10.2020
3372;33454;NO3;Industri;26.10.2020
1754;3834;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;26.10.2020
1356;207;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;26.10.2020
5361;690;NO3;Bygge- og anleggsvirksomhet;26.10.2020
58185;926;NO3;Fritidsbolig;26.10.2020
382445;16658;NO3;Husholdning;26.10.2020
48686;10826;NO3;Tjenesteyting;26.10.2020
3553;1207;NO4;Jordbruk, skogbruk og fiske;26.10.2020
4338;232;NO4;Uklassifisert;26.10.2020
201;752;NO4;Bergverksdrift og utvinning;26.10.2020
1801;17827;NO4;Industri;26.10.2020
992;3424;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;26.10.2020
812;141;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;26.10.2020
3614;532;NO4;Bygge- og anleggsvirksomhet;26.10.2020
42632;925;NO4;Fritidsbolig;26.10.2020
237628;14537;NO4;Husholdning;26.10.2020
34053;9204;NO4;Tjenesteyting;26.10.2020
1813;300;NO5;Jordbruk, skogbruk og fiske;26.10.2020
1993;193;NO5;Uklassifisert;26.10.2020
142;10961;NO5;Bergverksdrift og utvinning;26.10.2020
1219;10981;NO5;Industri;26.10.2020
974;1449;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;26.10.2020
795;188;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;26.10.2020
2699;465;NO5;Bygge- og anleggsvirksomhet;26.10.2020
43836;899;NO5;Fritidsbolig;26.10.2020
243108;10438;NO5;Husholdning;26.10.2020
21974;6887;NO5;Tjenesteyting;26.10.2020
9009;1471;NO1;Jordbruk, skogbruk og fiske;25.10.2020
6962;697;NO1;Uklassifisert;25.10.2020
299;109;NO1;Bergverksdrift og utvinning;25.10.2020
4876;11568;NO1;Industri;25.10.2020
1473;1782;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;25.10.2020
2264;1080;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;25.10.2020
12060;1623;NO1;Bygge- og anleggsvirksomhet;25.10.2020
99882;2210;NO1;Fritidsbolig;25.10.2020
1048074;45661;NO1;Husholdning;25.10.2020
91888;23160;NO1;Tjenesteyting;25.10.2020
6724;1509;NO2;Jordbruk, skogbruk og fiske;25.10.2020
8257;741;NO2;Uklassifisert;25.10.2020
488;4125;NO2;Bergverksdrift og utvinning;25.10.2020
4103;41159;NO2;Industri;25.10.2020
2209;6160;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;25.10.2020
1508;421;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;25.10.2020
10192;877;NO2;Bygge- og anleggsvirksomhet;25.10.2020
101935;1773;NO2;Fritidsbolig;25.10.2020
589821;26425;NO2;Husholdning;25.10.2020
61831;14155;NO2;Tjenesteyting;25.10.2020
12443;1824;NO3;Jordbruk, skogbruk og fiske;25.10.2020
3779;269;NO3;Uklassifisert;25.10.2020
236;4876;NO3;Bergverksdrift og utvinning;25.10.2020
3370;33352;NO3;Industri;25.10.2020
1758;3329;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;25.10.2020
1356;172;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;25.10.2020
5348;596;NO3;Bygge- og anleggsvirksomhet;25.10.2020
58180;1167;NO3;Fritidsbolig;25.10.2020
382419;18220;NO3;Husholdning;25.10.2020
48675;9001;NO3;Tjenesteyting;25.10.2020
3553;1142;NO4;Jordbruk, skogbruk og fiske;25.10.2020
4334;249;NO4;Uklassifisert;25.10.2020
201;692;NO4;Bergverksdrift og utvinning;25.10.2020
1799;17339;NO4;Industri;25.10.2020
991;3636;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;25.10.2020
811;138;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;25.10.2020
3615;512;NO4;Bygge- og anleggsvirksomhet;25.10.2020
42628;1141;NO4;Fritidsbolig;25.10.2020
237623;16232;NO4;Husholdning;25.10.2020
34048;8558;NO4;Tjenesteyting;25.10.2020
1812;308;NO5;Jordbruk, skogbruk og fiske;25.10.2020
1992;203;NO5;Uklassifisert;25.10.2020
142;11531;NO5;Bergverksdrift og utvinning;25.10.2020
1219;10920;NO5;Industri;25.10.2020
976;2735;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;25.10.2020
794;183;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;25.10.2020
