area,mean_price,compensation,type,estimation_date
NO2,4.77145805790509,3.50681225211458,quantile_95.1%,2022-09-25
NO2,4.77215382452988,3.50743844207689,quantile_95.2%,2022-09-25
NO2,4.77316716518455,3.50835044866609,quantile_95.3%,2022-09-25
NO2,4.77406288264517,3.50915659438065,quantile_95.4%,2022-09-25
NO2,4.77468933018371,3.50972039716534,quantile_95.5%,2022-09-25
NO2,4.77507085319189,3.5100637678727,quantile_95.6%,2022-09-25
NO2,4.7758091976075,3.51072827784675,quantile_95.7%,2022-09-25
NO2,4.77684643136989,3.51166178823291,quantile_95.8%,2022-09-25
NO2,4.77758554116918,3.51232698705226,quantile_95.9%,2022-09-25
NO2,4.77852789124177,3.51317510211759,quantile_96%,2022-09-25
NO2,4.77948500478888,3.51403650430999,quantile_96.1%,2022-09-25
NO2,4.78019282874362,3.51467354586926,quantile_96.2%,2022-09-25
NO2,4.78122218903085,3.51559997012776,quantile_96.3%,2022-09-25
NO2,4.78184202760155,3.5161578248414,quantile_96.4%,2022-09-25
NO2,4.78295348362255,3.5171581352603,quantile_96.5%,2022-09-25
NO2,4.78402971866443,3.51812674679799,quantile_96.6%,2022-09-25
NO2,4.78506059046285,3.51905453141657,quantile_96.7%,2022-09-25
NO2,4.78639774655067,3.52025797189561,quantile_96.8%,2022-09-25
NO2,4.78750043585205,3.52125039226684,quantile_96.9%,2022-09-25
NO2,4.78872788320867,3.5223550948878,quantile_97%,2022-09-25
NO2,4.78948908603264,3.52304017742937,quantile_97.1%,2022-09-25
NO2,4.79000877321982,3.52350789589784,quantile_97.2%,2022-09-25
NO2,4.79172413903149,3.52505172512834,quantile_97.3%,2022-09-25
NO2,4.79289441951958,3.52610497756762,quantile_97.4%,2022-09-25
NO2,4.79385199229073,3.52696679306166,quantile_97.5%,2022-09-25
NO2,4.79549551022302,3.52844595920072,quantile_97.6%,2022-09-25
NO2,4.7968033497258,3.52962301475322,quantile_97.7%,2022-09-25
NO2,4.79790340343212,3.53061306308891,quantile_97.8%,2022-09-25
NO2,4.79908241825935,3.53167417643342,quantile_97.9%,2022-09-25
NO2,4.80089045149059,3.53330140634153,quantile_98%,2022-09-25
NO2,4.80193577458008,3.53424219712207,quantile_98.1%,2022-09-25
NO2,4.80307207628256,3.53526486865431,quantile_98.2%,2022-09-25
NO2,4.80534961975008,3.53731465777507,quantile_98.3%,2022-09-25
NO2,4.8074725098195,3.53922525883755,quantile_98.4%,2022-09-25
NO2,4.80922633908521,3.54080370517669,quantile_98.5%,2022-09-25
NO2,4.81046103362471,3.54191493026224,quantile_98.6%,2022-09-25
NO2,4.81274639407756,3.54397175466981,quantile_98.7%,2022-09-25
NO2,4.81617004319103,3.54705303887192,quantile_98.8%,2022-09-25
NO2,4.81851559952148,3.54916403956933,quantile_98.9%,2022-09-25
NO2,4.82014751112864,3.55063276001578,quantile_99%,2022-09-25
NO2,4.8220440210532,3.55233961894788,quantile_99.1%,2022-09-25
NO2,4.82469109610454,3.55472198649409,quantile_99.2%,2022-09-25
NO2,4.82688919324544,3.55670027392089,quantile_99.3%,2022-09-25
NO2,4.82888653135837,3.55849787822253,quantile_99.4%,2022-09-25
NO2,4.83241424937732,3.56167282443959,quantile_99.5%,2022-09-25
NO2,4.83895312798243,3.56755781518419,quantile_99.6%,2022-09-25
NO2,4.84635230904965,3.57421707814468,quantile_99.7%,2022-09-25
NO2,4.8537186898411,3.58084682085699,quantile_99.8%,2022-09-25
NO2,4.87005815395208,3.59555233855687,quantile_99.9%,2022-09-25
NO2,4.90934409052977,3.6309096814768,quantile_100%,2022-09-25
