postnr,poststed,kommune,NO 1,NO 2,NO 3,NO 4,NO 5
2636,ØYER,3440,361554580.244005,0,0,0,0
2640,VINSTRA,3436,458749486.908279,0,1782.42426187638,0,0
2642,KVAM,3436,247210117.131847,0,5678.82500305078,0,0
2643,SKÅBU,3436,431356714.180295,0,16009.5236481894,0,0
2646,GÅLÅ,3438,163881351.569499,0,0,0,0
2647,SØR-FRON,3438,408668189.138491,0,597.073291139524,0,0
2651,ØSTRE GAUSDAL,3441,49742460.8695488,0,0,0,0
2652,SVINGVOLL,3441,137308359.638202,0,0,0,0
2653,VESTRE GAUSDAL,3441,538334229.337794,0,0,0,0
2656,FOLLEBU,3441,43142648.8207013,0,0,0,0
2657,SVATSUM,3441,366930354.561497,0,0,0,0
2658,ESPEDALEN,3438,230300746.019254,0,0,0,0
2660,DOMBÅS,3431,0,0,530971307.951638,0,0
2661,HJERKINN,3431,0,0,64177584.4008489,0,0
2662,DOVRE,3431,192891.66047011,0,700118937.404131,0,0
2663,DOVRESKOGEN,3431,0,0,65555065.6040497,0,0
2665,LESJA,3432,0,0,1081750554.74505,0,0
2666,LORA,3432,0,0,532722806.321699,0,0
2667,LESJAVERK,3432,0,0,129574781.81395,0,0
2668,LESJASKOG,3432,0,0,474966402.437496,0,0
2669,BJORLI,3432,0,0,44558526.7072507,0,0
2670,OTTA,3437,29652546.2305128,0,343491259.74414,0,0
2672,SEL,3437,0,0,56713685.7107487,0,0
2673,HØVRINGEN,3437,0,0,93312028.7124011,0,0
2674,MYSUSÆTER,3437,6482031.93180404,0,32489696.5174969,0,0
2676,HEIDAL,3437,3261.71626520157,0,256988405.76444,0,0
2677,NEDRE HEIDAL,3437,2915122.73847489,0,87624312.1067762,0,0
2680,VÅGÅ,3435,0,0,313105288.567751,0,0
2682,LALM,3435,0,0,89546310.6525508,0,0
2683,TESSANDEN,3435,14762.6315960788,0,980137847.182455,0,0
2685,GARMO,3434,0,0,55145033.9427997,0,0
2686,LOM,3434,525.078245520592,0,1348775125.45289,0,2220.95532328442
2687,BØVERDALEN,3434,0,0,519869456.907116,0,4604.845384508
2690,SKJÅK,3433,0,0,428793774.19404,0,556.910207589157
2693,NORDBERG,3433,0,0,1472550403.87292,0,4162.79349667463
2695,GROTLI,3433,0,0,180257529.101902,0,0
2720,GRINDVOLL,3054,10450292.3353504,0,0,0,0
2730,LUNNER,3054,32222498.4552994,0,0,0,0
2740,ROA,3054,99632446.6121518,0,0,0,0
2742,GRUA,3054,26081919.0343484,0,0,0,0
2743,HARESTUA,3054,133494681.517252,0,0,0,0
2750,GRAN,3446,246743706.316154,0,0,0,0
2760,BRANDBU,3446,204691401.031704,0,0,0,0
2770,JAREN,3446,90201200.9498495,0,0,0,0
2815,GJØVIK,3407,1167352.32665001,0,0,0,0
2816,GJØVIK,3407,8222613.64645006,0,0,0,0
2817,GJØVIK,3407,8106442.99469866,0,0,0,0
2818,GJØVIK,3407,1563751.18254993,0,0,0,0
2819,GJØVIK,3407,6720673.37425108,0,0,0,0
2820,NORDRE TOTEN,3442,12640540.8344501,0,0,0,0
2821,GJØVIK,3407,3231218.99460005,0,0,0,0
2822,BYBRUA,3407,52916072.6289993,0,0,0,0
2825,GJØVIK,3407,104873852.702848,0,0,0,0
2827,HUNNDALEN,3407,74214511.451551,0,0,0,0
2830,RAUFOSS,3443,4806310.07914992,0,0,0,0
2833,RAUFOSS,3443,22028512.1133988,0,0,0,0
2834,RAUFOSS,3443,21334468.9128502,0,0,0,0
2835,RAUFOSS,3443,2505869.87880022,0,0,0,0
2836,BIRI,3407,161094296.433355,0,0,0,0
2837,BIRISTRAND,3407,35767325.6112024,0,0,0,0
2838,SNERTINGDAL,3407,157066209.732601,0,0,0,0
2839,ØVRE SNERTINGDAL,3407,57373642.5133993,0,0,0,0
2840,REINSVOLL,3443,103302837.560601,0,0,0,0
2843,EINA,3443,101626602.271648,0,0,0,0
2846,BØVERBRU,3443,44598431.9214517,0,0,0,0
2847,KOLBU,3442,132063808.938153,0,0,0,0
2848,SKREIA,3442,283039314.235712,0,0,0,0
2849,KAPP,3442,37729300.0154983,0,0,0,0
2850,LENA,3442,73995846.2243019,0,0,0,0
2860,HOV,3447,69705190.5838012,0,0,0,0
2861,LANDÅSBYGDA,3447,38508493.9335494,0,0,0,0
2862,FLUBERG,3447,42727614.8853008,0,0,0,0
2863,Vestsida,3447,250952033.242602,0,0,0,0
2864,FALL,3447,78524394.709599,0,0,0,0
2866,ENGER,3447,42570666.4523493,0,0,0,0
2870,DOKKA,3448,534453436.217651,0,0,0,0
2879,ODNES,3447,27421346.1514982,0,0,0,0
2880,NORD-TORPA,3448,281736490.677653,0,0,0,0
2881,AUST-TORPA,3448,142637975.459447,0,0,0,0
2890,ETNEDAL,3450,656300352.319125,0,0,0,0
2900,FAGERNES,3451,59354715.4045006,0,0,0,0
2910,AURDAL,3451,198908802.72045,0,0,0,0
2917,SKRAUTVÅL,3451,30507875.0049509,0,0,0,0
2918,ULNES,3451,163033449.47406,0,0,0,11785.6728876543
2920,LEIRA I VALDRES,3451,84779224.8036986,0,0,0,0
2923,TISLEIDALEN,3451,141381178.756547,0,0,0,1819.08535360504
2930,BAGN,3449,431106264.539086,0,0,0,10233.2278628028
2933,REINLI,3449,107681449.452345,0,0,0,3310.8775074333
2936,BEGNADALEN,3449,26940213.1609517,0,0,0,0
2937,BEGNA,3449,156241296.831801,0,0,0,0
2940,HEGGENES,3453,305650038.584897,0,0,0,0
2943,ROGNE,3453,239779392.180104,0,0,0,0
2950,SKAMMESTEIN,3453,113685931.478849,0,0,0,0
2952,BEITO,3453,27157218.8628997,0,0,0,0
2953,BEITOSTØLEN,3453,311287051.423136,0,3299.80806414368,0,0
2960,RØN,3452,271407195.330821,0,0,0,370.64647940328
2966,SLIDRE,3452,29012511.8192505,0,0,0,0
2967,LOMEN,3452,122353997.4214,0,0,0,0
2973,RYFOSS,3454,122039192.083849,0,0,0,0
2975,VANG I VALDRES,3454,737394060.222678,0,1821.81958772065,0,33623.7720348412
2977,ØYE,3454,145716763.820948,0,0,0,941.389449059963
2985,TYINKRYSSET,3454,510333854.380147,0,360.440354730336,0,277375.653694631
3004,DRAMMEN,3005,29739.7621999616,0,0,0,0
3011,DRAMMEN,3005,359453.837249939,0,0,0,0
3012,DRAMMEN,3005,438703.820850187,0,0,0,0
3013,DRAMMEN,3005,1703643.5037002,0,0,0,0
3014,DRAMMEN,3005,1956142.78654996,0,0,0,0
3015,DRAMMEN,3005,450804.142400012,0,0,0,0
3016,DRAMMEN,3005,396165.079500038,0,0,0,0
3017,DRAMMEN,3005,57478.0952000702,0,0,0,0
3018,DRAMMEN,3005,615503.08310006,0,0,0,0
3019,DRAMMEN,3005,319433.983650058,0,0,0,0
3021,DRAMMEN,3005,15170823.1868008,0,0,0,0
3022,DRAMMEN,3005,632775.198800088,0,0,0,0
3023,DRAMMEN,3005,790936.028200088,0,0,0,0
3024,DRAMMEN,3005,846822.078499941,0,0,0,0
3025,DRAMMEN,3005,316976.200750113,0,0,0,0
3026,DRAMMEN,3005,1557981.18184978,0,0,0,0
3027,DRAMMEN,3005,1309072.69049984,0,0,0,0
3028,DRAMMEN,3005,797182.306650188,0,0,0,0
3029,DRAMMEN,3005,2073709.96270015,0,0,0,0
3030,DRAMMEN,3005,4234985.47954993,0,0,0,0
3031,DRAMMEN,3005,9599469.41175022,0,0,0,0
3032,DRAMMEN,3005,3952240.02224999,0,0,0,0
3033,DRAMMEN,3005,1897023.1944501,0,0,0,0
3034,DRAMMEN,3005,1180861.05205016,0,0,0,0
3035,DRAMMEN,3005,4532806.69914961,0,0,0,0
3036,DRAMMEN,3005,7453537.62279938,0,0,0,0
3037,DRAMMEN,3005,5262566.94910697,5764.56244331074,0,0,0
3038,DRAMMEN,3005,1850234.59375031,0,0,0,0
3039,DRAMMEN,3005,61020641.4536846,135079.381216296,0,0,0
3040,DRAMMEN,3005,2560653.46569984,0,0,0,0
3041,DRAMMEN,3005,1146460.17640003,0,0,0,0
3042,DRAMMEN,3005,2879587.87524974,0,0,0,0
3043,DRAMMEN,3005,703766.774000328,0,0,0,0
3044,DRAMMEN,3005,747125.242949604,0,0,0,0
3045,DRAMMEN,3005,1352196.5548003,0,0,0,0
3046,DRAMMEN,3005,1892935.93514976,0,0,0,0
3047,DRAMMEN,3005,1527847.08759975,0,0,0,0
3048,DRAMMEN,3005,3779025.64465021,0,0,0,0
3050,MJØNDALEN,3005,51357766.8658303,259.824673032756,0,0,0
3053,STEINBERG,3005,2424157.6713501,0,0,0,0
3055,KROKSTADELVA,3005,37118716.2435004,0,0,0,0
3057,SOLBERGELVA,3005,28231535.3534507,0,0,0,0
3058,SOLBERGMOEN,3005,1169905.65460011,0,0,0,0
3060,SVELVIK,3005,8484.98660504007,68157680.7613927,0,0,0
3070,SANDE I VESTFOLD,3802,109112.877877409,47912750.5819775,0,0,0
3072,SANDE I VESTFOLD,3802,0,15583512.5125501,0,0,0
3073,SANDE I VESTFOLD,3802,10460.9744852621,25995658.2985148,0,0,0
3074,SANDE I VESTFOLD,3802,26527.7838473924,43231725.105454,0,0,0
3075,BERGER,3005,0,9416400.28829848,0,0,0
3076,SANDE I VESTFOLD,3802,0,1621782.12560029,0,0,0
3077,SANDE I VESTFOLD,3802,0,65619493.3882988,0,0,0
3080,HOLMESTRAND,3802,0,37133275.0876514,0,0,0
3083,HOLMESTRAND,3802,0,15464175.6547993,0,0,0
3084,HOLMESTRAND,3802,0,797634.068399994,0,0,0
3085,HOLMESTRAND,3802,0,5061308.12004957,0,0,0
3086,HOLMESTRAND,3802,0,4217735.36385095,0,0,0
3089,HOLMESTRAND,3802,0,69232483.41745,0,0,0
3090,HOF,3802,11466.5295974267,113730871.005452,0,0,0
3092,SUNDBYFOSS,3802,0,9178624.06710062,0,0,0
3095,EIDSFOSS,3802,804603.50736593,39913185.348034,0,0,0
3110,TØNSBERG,3803,0,256069.038699776,0,0,0
3111,TØNSBERG,3803,0,818128.039749898,0,0,0
3112,TØNSBERG,3803,0,1224726.24884987,0,0,0
3113,TØNSBERG,3803,0,3141980.80754982,0,0,0
3114,TØNSBERG,3803,0,10999020.0910997,0,0,0
3115,TØNSBERG,3803,0,716800.085900175,0,0,0
3116,TØNSBERG,3803,0,258104.920500062,0,0,0
3117,TØNSBERG,3803,0,1655241.84135016,0,0,0
3118,TØNSBERG,3803,0,2297307.93555002,0,0,0
3120,NØTTERØY,3811,0,3201547.56510002,0,0,0
3121,NØTTERØY,3811,0,1488232.72114985,0,0,0
3122,TØNSBERG,3803,0,2032370.16094996,0,0,0
3123,TØNSBERG,3803,0,3026196.79345018,0,0,0
3124,TØNSBERG,3803,0,3677323.72145,0,0,0
3125,TØNSBERG,3803,0,4659848.74485016,0,0,0
3126,TØNSBERG,3803,0,455417.04134994,0,0,0
3127,TØNSBERG,3803,0,392870.377649916,0,0,0
3128,NØTTERØY,3811,0,2007124.94014993,0,0,0
3132,HUSØYSUND,3811,0,51026988.1073487,0,0,0
3133,DUKEN,3811,0,77187889.77865,0,0,0
3135,TORØD,3811,0,26075582.2642015,0,0,0
3138,SKALLESTAD,3811,0,3668812.88655027,0,0,0
3140,NØTTERØY,3811,0,25738449.6568,0,0,0
3142,VESTSKOGEN,3811,0,2586070.03199957,0,0,0
3143,KJØPMANNSKJÆR,3811,0,3455685.66350034,0,0,0
3144,VEIERLAND,3811,0,8656755.74599972,0,0,0
3145,TJØME,3811,0,137371741.359552,0,0,0
3148,HVASSER,3811,1298112.77857885,314792057.900474,0,0,0
3150,TOLVSRØD,3803,0,292730.916049916,0,0,0
3150,TOLVSRØD,3803,0,28767229.1876491,0,0,0
3151,TOLVSRØD,3803,0,680650.464399977,0,0,0
3152,TOLVSRØD,3803,0,1265234.77585,0,0,0
3153,TOLVSRØD,3803,0,26237583.2544512,0,0,0
3154,TOLVSRØD,3803,0,2212985.69964978,0,0,0
3157,BARKÅKER,3803,0,22660110.731351,0,0,0
3158,ANDEBU,3804,0,154972315.574051,0,0,0
3159,MELSOMVIK,3804,0,13498632.1084503,0,0,0
3160,STOKKE,3804,0,84540862.0331553,0,0,0
3170,SEM,3803,0,15942883.0888488,0,0,0
3171,SEM,3803,0,18777428.53075,0,0,0
3172,VEAR,3803,0,2498314.36675007,0,0,0
3173,VEAR,3803,0,4310710.87915006,0,0,0
3174,REVETAL,3803,0,60079646.1630012,0,0,0
3175,RAMNES,3803,0,87164118.4698027,0,0,0
3176,UNDRUMSDAL,3803,0,19427253.1101984,0,0,0
3178,VÅLE,3803,0,39526603.0139003,0,0,0
3179,ÅSGÅRDSTRAND,3801,0,17460569.4951507,0,0,0
3180,NYKIRKE,3801,0,29035218.4548497,0,0,0
3181,HORTEN,3801,0,537535.581650047,0,0,0
3182,HORTEN,3801,0,666654.773999878,0,0,0
3183,HORTEN,3801,0,61883984.0722009,0,0,0
3184,BORRE,3801,0,9767382.70014908,0,0,0
3185,SKOPPUM,3801,0,16026698.1783003,0,0,0
3186,HORTEN,3801,0,6550544.28085007,0,0,0
3187,HORTEN,3801,0,1780902.62534992,0,0,0
3188,HORTEN,3801,0,1569228.8484499,0,0,0
3189,HORTEN,3801,0,18753209.1599502,0,0,0
3208,SANDEFJORD,3804,0,904276.047049798,0,0,0
3209,SANDEFJORD,3804,0,2203025.09959975,0,0,0
3210,SANDEFJORD,3804,0,548213.821200239,0,0,0
3211,SANDEFJORD,3804,0,261920.541800171,0,0,0
3212,SANDEFJORD,3804,0,1040289.83790029,0,0,0
3213,SANDEFJORD,3804,0,1992085.21049997,0,0,0
3214,SANDEFJORD,3804,0,1004967.5104,0,0,0
3215,SANDEFJORD,3804,0,1127002.15169998,0,0,0
3216,SANDEFJORD,3804,0,1348581.99014983,0,0,0
3217,SANDEFJORD,3804,0,493682.902150041,0,0,0
3218,SANDEFJORD,3804,0,2312102.22609934,0,0,0
3219,SANDEFJORD,3804,0,1805605.2942996,0,0,0
3220,SANDEFJORD,3804,0,36392549.4559493,0,0,0
3221,SANDEFJORD,3804,0,812781.50914999,0,0,0
3222,SANDEFJORD,3804,0,2092166.11284977,0,0,0
3223,SANDEFJORD,3804,0,1273845.79135012,0,0,0
3224,SANDEFJORD,3804,0,569654.026949922,0,0,0
3225,SANDEFJORD,3804,0,1607739.35674974,0,0,0
3226,SANDEFJORD,3804,0,1045510.64065021,0,0,0
3227,SANDEFJORD,3804,0,864900.664000118,0,0,0
3228,SANDEFJORD,3804,0,2159243.73694998,0,0,0
3229,SANDEFJORD,3804,0,1159873.24839975,0,0,0
3230,SANDEFJORD,3804,0,3145105.51954999,0,0,0
3231,SANDEFJORD,3804,0,6730922.30094973,0,0,0
3232,SANDEFJORD,3804,0,14464727.2922499,0,0,0
3233,SANDEFJORD,3804,0,18101984.4307993,0,0,0
3234,SANDEFJORD,3804,0,48968643.4664016,0,0,0
3235,SANDEFJORD,3804,0,585316.957299933,0,0,0
3236,SANDEFJORD,3804,0,1112048.26940009,0,0,0
3237,SANDEFJORD,3804,0,77977719.2070005,0,0,0
3238,SANDEFJORD,3804,0,239559.36880011,0,0,0
3239,SANDEFJORD,3804,0,21046805.7281512,0,0,0
3241,SANDEFJORD,3804,0,4449854.98090038,0,0,0
3242,SANDEFJORD,3804,0,6462729.20130013,0,0,0
3243,KODAL,3804,0,58331120.5417964,0,0,0
3244,SANDEFJORD,3804,0,541367.456650265,0,0,0
3256,LARVIK,3805,0,1922513.6293003,0,0,0
3257,LARVIK,3805,0,733611.605550021,0,0,0
3258,LARVIK,3805,0,675946.478999872,0,0,0
3259,LARVIK,3805,0,318357.165700033,0,0,0
3260,LARVIK,3805,0,6683753.68295017,0,0,0
3261,LARVIK,3805,0,18488738.5802504,0,0,0
3262,LARVIK,3805,0,1748197.53955012,0,0,0
3263,LARVIK,3805,0,2035728.6136996,0,0,0
3264,LARVIK,3805,0,2630851.37765027,0,0,0
3265,LARVIK,3805,0,357658.345700013,0,0,0
3267,LARVIK,3805,0,41205248.017098,0,0,0
3268,LARVIK,3805,0,93299564.7421498,0,0,0
3269,LARVIK,3805,0,2409871.25534992,0,0,0
3270,LARVIK,3805,0,41406864.9856502,0,0,0
3271,LARVIK,3805,0,21755662.0402507,0,0,0
3274,LARVIK,3805,0,1059243.35375005,0,0,0
3275,SVARSTAD,3805,0.0827933472824043,166086016.321659,0,0,0
3277,STEINSHOLT,3805,0,94682307.0364446,0,0,0
3280,TJODALYNG,3805,0,144657485.70365,0,0,0
3282,KVELDE,3805,0,168449740.718147,0,0,0
3290,STAVERN,3805,0,10578003.1174007,0,0,0
3292,STAVERN,3805,0,1464025.91615049,0,0,0
3294,STAVERN,3805,0,323027646.251245,0,0,0
3295,HELGEROA,3805,0,44849702.1852504,0,0,0
3296,NEVLUNGHAVN,3805,0,14697494.0055027,0,0,0
3300,HOKKSUND,3048,4985012.12224978,0,0,0,0
3302,HOKKSUND,3048,63560117.5732995,0,0,0,0
3303,HOKKSUND,3048,29839274.2378993,0,0,0,0
3320,VESTFOSSEN,3048,107672908.562746,3412.59975257397,0,0,0
3322,FISKUM,3048,102910901.691555,291197.419992962,0,0,0
3330,SKOTSELV,3048,155076551.421552,0,0,0,0
3340,ÅMOT,3047,108105108.6239,0,0,0,0
3350,PRESTFOSS,3045,291305088.937903,0,0,0,0
3355,SOLUMSMOEN,3045,70779117.0571513,0,0,0,0
3358,NEDRE EGGEDAL,3045,162198064.874051,0,0,0,0
3359,EGGEDAL,3045,318253500.890344,0,0,0,11419.1117564799
3360,GEITHUS,3047,14119416.0844489,0,0,0,0
3370,VIKERSUND,3047,373358870.610696,0,0,0,0
3402,LIER,3049,13899805.7895,0,0,0,0
3403,LIER,3049,4919556.89314943,0,0,0,0
3404,LIER,3049,21510369.0446501,0,0,0,0
3405,LIER,3049,73865255.5214518,0,0,0,0
3406,TRANBY,3049,19433776.4070492,0,0,0,0
3408,TRANBY,3049,2980354.12185047,0,0,0,0
3409,TRANBY,3049,2591580.08185019,0,0,0,0
3410,SYLLING,3049,116196105.400249,0,0,0,0
3413,LIER,3049,4182370.35955005,0,0,0,0
3414,LIERSTRANDA,3049,4663810.59959983,0,0,0,0
3420,LIERSKOGEN,3049,20020713.2366502,0,0,0,0
3425,REISTAD,3049,5946595.49944964,0,0,0,0
3426,GULLAUG,3049,9636913.75530048,0,0,0,0
3427,GULLAUG,3049,7985130.48414997,0,0,0,0
3430,SPIKKESTAD,3025,19407879.6790975,0,0,0,0
3440,RØYKEN,3025,35867715.5390996,0,0,0,0
3442,HYGGEN,3025,26737496.6817631,615.079937899722,0,0,0
3470,SLEMMESTAD,3025,14282015.3823501,0,0,0,0
3472,BØDALEN,3025,2374778.66425001,0,0,0,0
3474,ÅROS,3025,21658558.3327993,0,0,0,0
3475,SÆTRE,3025,55582206.631799,0,0,0,0
3477,BÅTSTØ,3025,6122226.80665089,0,0,0,0
3478,NÆRSNES,3025,13380911.9360492,0,0,0,0
3480,FILTVET,3025,31539991.7651009,0,0,0,0
3482,TOFTE,3025,52886930.3818218,363.883877664805,0,0,0
3483,KANA,3025,21962672.4740995,0,0,0,0
3484,HOLMSBU,3025,42075621.8808259,3791.0759241581,0,0,0
3490,KLOKKARSTUA,3025,59393268.9129182,2254.95253096625,0,0,0
3510,HØNEFOSS,3007,2872273.33939997,0,0,0,0
3511,HØNEFOSS,3007,8963837.67504966,0,0,0,0
3512,HØNEFOSS,3007,150867532.870104,0,0,0,0
3513,HØNEFOSS,3007,3251572.77659988,0,0,0,0
3514,HØNEFOSS,3007,76302596.5622019,0,0,0,0
3515,HØNEFOSS,3007,4315948.90875006,0,0,0,0
3516,HØNEFOSS,3007,272773506.007847,0,0,0,0
3517,HØNEFOSS,3007,7544359.95000019,0,0,0,0
3518,HØNEFOSS,3007,15419085.7814495,0,0,0,0
3519,HØNEFOSS,3007,69266317.3871514,0,0,0,0
3520,JEVNAKER,3053,236450556.560748,0,0,0,0
3522,BJONEROA,3446,340759603.94815,0,0,0,0
3524,NES I ÅDAL,3007,224919259.893209,0,0,0,0
3525,HALLINGBY,3007,152955978.518098,0,0,0,0
3528,HEDALEN,3449,418264494.691699,0,0,0,31589.8639484824
3530,RØYSE,3038,65541117.7334006,0,0,0,0
3531,KROKKLEIVA,3038,99993789.1266518,0,0,0,0
3533,TYRISTRAND,3007,111921379.433655,0,0,0,0
3534,SOKNA,3007,431718608.466649,0,0,0,13214.0296644447
3535,KRØDEREN,3046,155188728.189455,0,0,0,0
3536,NORESUND,3046,213853929.63044,0,0,0,1210.34336023635
3538,SOLLIHØGDA,3038,15717381.8186494,0,0,0,0
3539,FLÅ,3039,164087.528061575,0,0,0,705321628.383433
3540,NESBYEN,3040,437.70089328412,0,0,0,810847256.070705
3544,TUNHOVD,3052,0,0,0,0,110592808.808651
3550,GOL,3041,2070520.28768786,0,0,0,531870326.554364
3560,HEMSEDAL,3042,272582.201164741,0,0,0,755217324.016488
3570,ÅL,3043,0,0,0,0,1002143717.3878
3576,HOL,3044,0,0,0,0,78672221.4044483
3577,HOVET,3044,0,0,0,0,763572179.066944
3579,TORPO,3043,0,0,0,0,173279548.245997
3580,GEILO,3044,0,0,0,0,430234015.842549
3588,DAGALI,3044,0,0,0,0,166441453.097801
3593,USTAOSET,3044,0,0,0,0,46821231.0264979
3595,HAUGASTØL,3044,0,0,0,0,384819419.471206
3608,HEISTADMOEN,3006,6237140.8195493,0,0,0,0
3610,KONGSBERG,3006,5217333.28339951,0,0,0,0
3611,KONGSBERG,3006,1442116.45465011,0,0,0,0
3612,KONGSBERG,3006,7029013.1237,0,0,0,0
3613,KONGSBERG,3006,971508.824299756,0,0,0,0
3614,KONGSBERG,3006,298869984.577845,16434137.0048451,0,0,0
3615,KONGSBERG,3006,3759282.35305047,0,0,0,0
3616,KONGSBERG,3006,11503852.3127997,0,0,0,0
3617,KONGSBERG,3006,2471950.64959988,0,0,0,0
3618,SKOLLENBORG,3006,248332694.042031,4041.47811971887,0,0,0
3619,SKOLLENBORG,3006,28875639.0356504,0,0,0,0
3620,FLESBERG,3050,199795901.968467,11374.4786317258,0,0,0
3622,SVENE,3050,88021295.4922558,0,0,0,0
3623,LAMPELAND,3050,140893725.247248,219.329202586088,0,0,0
3624,LYNGDAL I NUMEDAL,3050,107851068.882552,0,0,0,0
3626,ROLLAG,3051,166171340.709611,2568.27349447407,0,0,0
3628,VEGGLI,3051,245784873.949735,8286.78562042749,0,0,4281694.52034054
3629,NORE,3052,19619.0457585432,2164.93202184141,0,0,314861035.148021
3630,RØDBERG,3052,42318.5819511691,0,0,0,322814301.938251
3632,UVDAL,3052,0,21830.6004357567,0,0,1747790700.52146
3647,HVITTINGFOSS,3006,22303175.0172023,65355820.429848,0,0,0
3648,PASSEBEKK,3006,105504654.528327,52358601.4020273,0,0,0
3650,TINN AUSTBYGD,3818,48661.2170227527,417094906.424688,0,0,364004.992092281
3652,HOVIN I TELEMARK,3818,6807.83941332911,274881004.05159,0,0,0
3656,ATRÅ,3818,0,887594857.409065,0,0,7264.77923327808
3658,MILAND,3818,0,131256602.742201,0,0,0
3660,RJUKAN,3818,0,324524410.041092,0,0,0
3674,NOTODDEN,3808,0,2204741.36749988,0,0,0
3675,NOTODDEN,3808,0,6571918.2864496,0,0,0
3676,NOTODDEN,3808,0,12664302.168399,0,0,0
3677,NOTODDEN,3808,0,248027520.54425,0,0,0
3678,NOTODDEN,3808,0,1228922.35675058,0,0,0
3679,NOTODDEN,3808,0,3526666.67769961,0,0,0
3680,NOTODDEN,3808,10289.4541995206,296930567.653994,0,0,0
3681,NOTODDEN,3808,0,925339.609550006,0,0,0
3683,NOTODDEN,3808,865762.071217663,108067868.471584,0,0,0
3684,NOTODDEN,3808,1395136.58152392,37331296.4958767,0,0,0
3690,HJARTDAL,3819,0,331923849.262351,0,0,0
3691,GRANSHERAD,3808,0,270211493.973402,0,0,0
3692,SAULAND,3819,0,198116214.106903,0,0,0
3697,TUDDAL,3819,0,263288752.643842,0,0,0
3710,SKIEN,3807,0,86344.9185999334,0,0,0
3711,SKIEN,3807,0,32852571.6132504,0,0,0
3712,SKIEN,3807,0,1572030.29710011,0,0,0
3713,SKIEN,3807,0,1811112.05084981,0,0,0
3714,SKIEN,3807,0,1727119.93464997,0,0,0
3715,SKIEN,3807,0,1648418.4035004,0,0,0
3716,SKIEN,3807,0,2191077.52469989,0,0,0
3717,SKIEN,3807,0,658755.04774999,0,0,0
3718,SKIEN,3807,0,1138999.04610014,0,0,0
3719,SKIEN,3807,0,43597525.2716479,0,0,0
3720,SKIEN,3807,0,17623924.1416497,0,0,0
3721,SKIEN,3807,901899.202086523,373482702.785519,0,0,0
3722,SKIEN,3807,0,608471.451550068,0,0,0
3723,SKIEN,3807,0,295538.008500014,0,0,0
3724,SKIEN,3807,0,784323.780949861,0,0,0
3725,SKIEN,3807,0,700892.261099713,0,0,0
3726,SKIEN,3807,0,1025015.39155004,0,0,0
3727,SKIEN,3807,0,805140.747049684,0,0,0
3728,SKIEN,3807,0,3770421.13845011,0,0,0
3729,SKIEN,3807,0,95359157.9868507,0,0,0
3730,SKIEN,3807,0,1038007.08535023,0,0,0
3731,SKIEN,3807,0,8707953.46059992,0,0,0
3732,SKIEN,3807,0,872090.919250241,0,0,0
3733,SKIEN,3807,0,1463576.36430047,0,0,0
3734,SKIEN,3807,0,1001626.49109994,0,0,0
3735,SKIEN,3807,0,4246760.98599988,0,0,0
3736,SKIEN,3807,0,1679323.92150037,0,0,0
3737,SKIEN,3807,0,321663.92959993,0,0,0
3737,SKIEN,3807,0,449706.226350062,0,0,0
3738,SKIEN,3807,0,1161889.74799975,0,0,0
3739,SKIEN,3807,0,173286457.979097,0,0,0
3740,SKIEN,3807,0,6243002.70760072,0,0,0
3741,SKIEN,3807,0,331014.407699982,0,0,0
3742,SKIEN,3807,0,3087255.58924981,0,0,0
3743,SKIEN,3807,0,327375.599500063,0,0,0
3744,SKIEN,3807,0,639588.226600045,0,0,0
3746,SKIEN,3807,0,1795997.69639992,0,0,0
3747,SKIEN,3807,0,92452.8391999458,0,0,0
3748,SILJAN,3812,34167727.4008139,214224723.848027,0,0,0
3750,DRANGEDAL,3815,0,710637642.60675,0,0,0
3753,TØRDAL,3815,0,213297687.474901,0,0,0
3760,NESLANDSVATN,3815,0,145743114.84125,0,0,0
3766,SANNIDAL,3814,0,182030250.8334,0,0,0
3770,KRAGERØ,3814,0,10706892.2126997,0,0,0
3772,KRAGERØ,3814,0,17845899.2707006,0,0,0
3780,SKÅTØY,3814,0,30926150.2784019,0,0,0
3781,JOMFRULAND,3814,0,242322533.374647,0,0,0
3783,KRAGERØ SKJÆRGÅRD,3814,0,49520044.9598006,0,0,0
3788,STABBESTAD,3814,0,132250670.099449,0,0,0
3790,HELLE,3814,0,31447884.41215,0,0,0
3800,BØ I TELEMARK,3817,0,1105930.25064983,0,0,0
3801,BØ I TELEMARK,3817,0,9532950.15750034,0,0,0
3802,BØ I TELEMARK,3817,0,5474632.2496496,0,0,0
3803,BØ I TELEMARK,3817,0,138172252.060498,0,0,0
3804,BØ I TELEMARK,3817,0,110357123.788351,0,0,0
3805,BØ I TELEMARK,3820,0,32929633.3709503,0,0,0
3810,GVARV,3817,0,78906221.4996509,0,0,0
3811,HØRTE,3817,0,2898931.8917499,0,0,0
3812,AKKERHAUGEN,3817,0,109311800.86275,0,0,0
3820,NORDAGUTU,3817,0,37321849.4238003,0,0,0
3825,LUNDE,3816,0,314948389.572651,0,0,0
3830,ULEFOSS,3816,0,110884750.9856,0,0,0
3840,SELJORD,3820,0,361885164.823252,0,0,0
3841,FLATDAL,3820,0,177864082.037351,0,0,0
3844,ÅMOTSDAL,3820,0,218965010.4077,0,0,0
