postnr,poststed,kommune,NO 1,NO 2,NO 3,NO 4,NO 5
1351,RUD,3024,937131.778700022,0,0,0,0
1352,KOLSÅS,3024,2421101.7513501,0,0,0,0
1353,BÆRUMS VERK,3024,4583890.9276997,0,0,0,0
1354,BÆRUMS VERK,3024,715861.178800066,0,0,0,0
1356,BEKKESTUA,3024,12465128.6921989,0,0,0,0
1357,BEKKESTUA,3024,1860686.03824994,0,0,0,0
1358,JAR,3024,3576063.9412499,0,0,0,0
1359,EIKSMARKA,3024,19341048.3527995,0,0,0,0
1360,FORNEBU,3024,3163156.3862499,0,0,0,0
1361,ØSTERÅS,3024,901436.76364997,0,0,0,0
1362,HOSLE,3024,2159268.09324999,0,0,0,0
1363,HØVIK,3024,4487347.42729978,0,0,0,0
1364,FORNEBU,3024,4460827.3262008,0,0,0,0
1365,BLOMMENHOLM,3024,1965477.07399988,0,0,0,0
1366,LYSAKER,3024,2326578.06889996,0,0,0,0
1367,SNARØYA,3024,21982131.9578491,0,0,0,0
1368,STABEKK,3024,692665.515449925,0,0,0,0
1368,STABEKK,3024,916496.9511001,0,0,0,0
1369,STABEKK,3024,1589093.16850002,0,0,0,0
1383,ASKER,3025,6060685.25080017,0,0,0,0
1384,ASKER,3025,23415030.4875507,0,0,0,0
1385,ASKER,3025,13791972.840299,0,0,0,0
1386,ASKER,3025,3271743.47075027,0,0,0,0
1387,ASKER,3025,2540880.96294959,0,0,0,0
1388,BORGEN,3025,2563074.0311001,0,0,0,0
1389,HEGGEDAL,3025,18968402.5692496,0,0,0,0
1390,VOLLEN,3025,9618059.73095003,0,0,0,0
1391,VOLLEN,3025,1740851.7482999,0,0,0,0
1392,VETTRE,3025,14720233.6027501,0,0,0,0
1394,NESBRU,3025,5624110.89480003,0,0,0,0
1395,HVALSTAD,3025,3514141.51529984,0,0,0,0
1396,BILLINGSTAD,3025,3053742.90950023,0,0,0,0
1397,NESØYA,3025,11136243.5123002,0,0,0,0
1400,SKI,3020,6071998.54919918,0,0,0,0
1404,SIGGERUD,3020,90519256.8816497,0,0,0,0
1405,LANGHUS,3020,9960205.8947503,0,0,0,0
1406,SKI,3020,2090666.88290015,0,0,0,0
1407,VINTERBRO,3021,33014010.4515501,0,0,0,0
1408,KRÅKSTAD,3020,48043384.7872539,0,0,0,0
1409,SKOTBU,3020,4854791.7209497,0,0,0,0
1410,KOLBOTN,3020,5780987.43055022,0,0,0,0
1412,SOFIEMYR,3020,8119232.33165152,0,0,0,0
1413,TÅRNÅSEN,3020,1308470.23200012,0,0,0,0
1414,TROLLÅSEN,3020,1538032.89610013,0,0,0,0
1415,OPPEGÅRD,3020,6519942.86409879,0,0,0,0
1420,SVARTSKOG,3020,25364627.5564011,0,0,0,0
1423,SKI,3020,7645207.33410012,0,0,0,0
1424,SKI,3020,7321760.75820017,0,0,0,0
1425,SKI,3020,44554869.8103001,0,0,0,0
1430,ÅS,3021,6103875.91385049,0,0,0,0
1433,ÅS,3021,27231056.7927988,0,0,0,0
1434,ÅS,3021,8419514.63259963,0,0,0,0
1435,ÅS,3021,24780074.974052,0,0,0,0
1440,DRØBAK,3022,1852418.11005013,0,0,0,0
1443,DRØBAK,3022,17345122.9911501,0,0,0,0
1444,DRØBAK,3022,2987500.24665036,0,0,0,0
1445,DRØBAK,3022,1799565.66489986,0,0,0,0
1446,DRØBAK,3022,901255.478250005,0,0,0,0
1447,DRØBAK,3022,673539.626150121,0,0,0,0
1448,DRØBAK,3022,2346583.00129986,0,0,0,0
1449,DRØBAK,3022,35935307.1697566,0,0,0,0
1450,NESODDTANGEN,3023,3492950.5609498,0,0,0,0
1452,NESODDTANGEN,3023,8157368.14740038,0,0,0,0
1453,BJØRNEMYR,3023,14183608.1394994,0,0,0,0
1454,FAGERSTRAND,3023,26034950.6717003,0,0,0,0
1455,NORDRE FROGN,3022,41352592.6728478,0,0,0,0
1456,NESODDTANGEN,3023,9148214.53879975,0,0,0,0
1458,FJELLSTRAND,3023,27229015.4633006,0,0,0,0
1459,NESODDEN,3023,36785128.3476495,0,0,0,0
1461,LØRENSKOG,3029,2157741.13194968,0,0,0,0
1462,FJELLHAMAR,3029,631980.551050032,0,0,0,0
1463,FJELLHAMAR,3029,1030469.1549,0,0,0,0
1464,FJELLHAMAR,3029,1032860.77049997,0,0,0,0
1465,STRØMMEN,3030,1070822.21050031,0,0,0,0
1466,STRØMMEN,3030,1209160.70734972,0,0,0,0
1467,STRØMMEN,3030,888517.63795004,0,0,0,0
1470,LØRENSKOG,3029,3083003.19970042,0,0,0,0
1472,FJELLHAMAR,3029,1289852.78249995,0,0,0,0
1473,LØRENSKOG,3029,1692204.23394965,0,0,0,0
1474,LØRENSKOG,3029,6675359.06035009,0,0,0,0
1475,FINSTADJORDET,3029,50325892.6567478,0,0,0,0
1476,RASTA,3029,2060626.23605005,0,0,0,0
1479,KURLAND,3029,489716.660150006,0,0,0,0
1480,SLATTUM,3031,36514951.4421994,0,0,0,0
1481,HAGAN,3031,12762441.8616004,0,0,0,0
1482,NITTEDAL,3031,29508911.9762992,0,0,0,0
1484,HAKADAL,3031,22412300.1702498,0,0,0,0
1487,HAKADAL,3031,5611091.88500004,0,0,0,0
1488,HAKADAL,3031,70034001.7650013,0,0,0,0
1511,MOSS,3002,993904.665900104,0,0,0,0
1512,MOSS,3002,655832.893400073,0,0,0,0
1513,MOSS,3002,2033359.40664977,0,0,0,0
1514,MOSS,3002,40974057.6026503,0,0,0,0
1515,MOSS,3002,321404.626899879,0,0,0,0
1516,MOSS,3002,1794503.12864986,0,0,0,0
1517,MOSS,3002,468979.302950032,0,0,0,0
1518,MOSS,3002,1089857.48325002,0,0,0,0
1519,MOSS,3002,30744036.9930927,2040.94645890594,0,0,0
1523,MOSS,3002,768878.462699931,0,0,0,0
1524,MOSS,3002,753686.036849534,0,0,0,0
1525,MOSS,3002,5351933.93090057,0,0,0,0
1526,MOSS,3002,990565.922400034,0,0,0,0
1528,MOSS,3002,479470.950100076,0,0,0,0
1529,MOSS,3002,4609488.2223003,0,0,0,0
1530,MOSS,3002,474939.363500047,0,0,0,0
1531,MOSS,3002,1135125.28060002,0,0,0,0
1532,MOSS,3002,614367.78569992,0,0,0,0
1533,MOSS,3002,661276.001350023,0,0,0,0
1534,MOSS,3002,2505728.44400013,0,0,0,0
1535,MOSS,3002,693907.751699817,0,0,0,0
1536,MOSS,3002,404894.13830006,0,0,0,0
1537,MOSS,3002,1593527.7233,0,0,0,0
1538,MOSS,3002,3091905.54885003,0,0,0,0
1539,MOSS,3002,1139747.43055005,0,0,0,0
1540,VESTBY,3019,11146415.2378498,0,0,0,0
1542,VESTBY,3019,27040313.9995993,0,0,0,0
1543,VESTBY,3019,3830238.56264998,0,0,0,0
1544,VESTBY,3019,34638708.9479509,0,0,0,0
1545,HVITSTEN,3019,9316749.46224967,0,0,0,0
1550,HØLEN,3019,30546606.2806454,0,0,0,0
1555,SON,3019,35443113.73905,0,0,0,0
1560,LARKOLLEN,3002,40884056.5256062,2335.43754453957,0,0,0
1570,DILLING,3002,42413571.5291662,1252.90733393261,0,0,0
1580,RYGGE,3002,87519006.8072629,1871.18333728611,0,0,0
1591,SPERREBOTN,3018,70551137.4894993,0,0,0,0
1592,VÅLER I ØSTFOLD,3018,74404877.0159039,0,0,0,0
1593,SVINNDAL,3018,120270798.937847,0,0,0,0
1596,MOSS,3002,479321.833349958,0,0,0,0
1597,MOSS,3002,1069472.68459999,0,0,0,0
1598,MOSS,3002,194349.097350115,0,0,0,0
1599,MOSS,3002,21553842.6156992,0,0,0,0
1604,FREDRIKSTAD,3004,976290.657199974,0,0,0,0
1605,FREDRIKSTAD,3004,2203495.23300001,0,0,0,0
1606,FREDRIKSTAD,3004,568199.363850205,0,0,0,0
1607,FREDRIKSTAD,3004,312895.150449897,0,0,0,0
1608,FREDRIKSTAD,3004,417639.01779994,0,0,0,0
1610,FREDRIKSTAD,3004,635203.316300091,0,0,0,0
1613,FREDRIKSTAD,3004,2133659.46830035,0,0,0,0
1614,FREDRIKSTAD,3004,1124226.95065016,0,0,0,0
1615,FREDRIKSTAD,3004,31466827.5400997,0,0,0,0
1617,FREDRIKSTAD,3004,2211791.2917999,0,0,0,0
1618,FREDRIKSTAD,3004,1119281.54970012,0,0,0,0
1619,FREDRIKSTAD,3004,925834.178350302,0,0,0,0
1621,GRESSVIK,3004,4344969.60379973,0,0,0,0
1622,GRESSVIK,3004,229495357.085008,13583.7810412645,0,0,0
1623,GRESSVIK,3004,44186600.5136501,0,0,0,0
1624,GRESSVIK,3004,1101658.87319997,0,0,0,0
1626,MANSTAD,3004,21120680.5510507,0,0,0,0
1628,ENGELSVIKEN,3004,18873310.3485009,501.364550024271,0,0,0
1630,GAMLE FREDRIKSTAD,3004,18490607.5160498,0,0,0,0
1632,GAMLE FREDRIKSTAD,3004,962577.557800293,0,0,0,0
1633,GAMLE FREDRIKSTAD,3004,342237.563449968,0,0,0,0
1634,GAMLE FREDRIKSTAD,3004,63769355.2807011,0,0,0,0
1636,GAMLE FREDRIKSTAD,3004,1062741.70225004,0,0,0,0
1637,GAMLE FREDRIKSTAD,3004,609074.442299776,0,0,0,0
1639,GAMLE FREDRIKSTAD,3004,3829735.54064961,0,0,0,0
1640,RÅDE,3017,52655355.5190992,0,0,0,0
1642,SALTNES,3017,6568161.27469961,0,0,0,0
1643,RÅDE,3017,44480780.4690011,0,0,0,0
1651,SELLEBAKK,3004,661319.462900013,0,0,0,0
1653,SELLEBAKK,3004,518076.093200024,0,0,0,0
1654,SELLEBAKK,3004,1865348.23025031,0,0,0,0
1655,SELLEBAKK,3004,13328617.4043504,0,0,0,0
1657,TORP,3004,1892143.84005008,0,0,0,0
1658,TORP,3004,4309181.50589985,0,0,0,0
1659,TORP,3004,15763486.4263502,0,0,0,0
1661,ROLVSØY,3004,2350539.28539978,0,0,0,0
1663,ROLVSØY,3004,3950727.80204979,0,0,0,0
1664,ROLVSØY,3004,1385932.35635015,0,0,0,0
1665,ROLVSØY,3004,1002597.23234981,0,0,0,0
1666,ROLVSØY,3004,1091899.18740015,0,0,0,0
1667,ROLVSØY,3004,15059389.9617517,0,0,0,0
1671,KRÅKERØY,3004,2292079.88095006,0,0,0,0
1672,KRÅKERØY,3004,961519.169749866,0,0,0,0
1673,KRÅKERØY,3004,560240.492250073,0,0,0,0
1675,KRÅKERØY,3004,8872605.64564946,0,0,0,0
1676,KRÅKERØY,3004,25375812.1868013,0,0,0,0
1678,KRÅKERØY,3004,1033036.64745017,0,0,0,0
1679,KRÅKERØY,3004,4479095.18744946,0,0,0,0
1680,SKJÆRHALDEN,3011,185140526.041986,0,0,0,0
1684,VESTERØY,3011,304978833.005274,7187.51401383103,0,0,0
1690,HERFØL,3011,7473437.95440087,0,0,0,0
1692,NEDGÅRDEN,3011,11315917.477094,0,0,0,0
1706,SARPSBORG,3003,459735.536450105,0,0,0,0
1707,SARPSBORG,3003,364827.44524998,0,0,0,0
1708,SARPSBORG,3003,88508032.2856497,0,0,0,0
1709,SARPSBORG,3003,872666.874150097,0,0,0,0
1710,SARPSBORG,3003,3084831.68985033,0,0,0,0
1711,SARPSBORG,3003,1182712.20929979,0,0,0,0
1712,GRÅLUM,3003,22005661.7442002,0,0,0,0
1714,GRÅLUM,3003,324399.535000109,0,0,0,0
1715,YVEN,3003,1857197.1297003,0,0,0,0
1718,GREÅKER,3003,2813770.35514987,0,0,0,0
1719,GREÅKER,3003,15318807.9498008,0,0,0,0
1721,SARPSBORG,3003,2005280.26990023,0,0,0,0
1722,SARPSBORG,3003,546134.187349914,0,0,0,0
1723,SARPSBORG,3003,534134.769450037,0,0,0,0
1723,SARPSBORG,3003,94466.7183499611,0,0,0,0
1724,SARPSBORG,3003,443105.050699961,0,0,0,0
1725,SARPSBORG,3003,614983.652200206,0,0,0,0
1726,SARPSBORG,3003,1942085.58500012,0,0,0,0
1727,SARPSBORG,3003,2522158.60375014,0,0,0,0
1730,ISE,3003,72201272.2427995,0,0,0,0
1734,HAFSLUNDSØY,3003,7643440.73249987,0,0,0,0
1735,VARTEIG,3003,28833914.7783997,0,0,0,0
1738,BORGENHAUGEN,3003,7746771.04454967,0,0,0,0
1739,BORGENHAUGEN,3003,8836466.63149993,0,0,0,0
1743,KLAVESTADHAUGEN,3003,4573923.4975,0,0,0,0
1746,SKJEBERG,3003,59107715.4218518,0,0,0,0
1747,SKJEBERG,3003,93330905.6914999,0,0,0,0
1763,HALDEN,3001,74478474.0352006,0,0,0,0
1764,HALDEN,3001,121638279.177002,0,0,0,0
1765,HALDEN,3001,93266619.16179,0,0,0,0
1766,HALDEN,3001,146357993.320199,0,0,0,0
1767,HALDEN,3001,5563197.53100693,0,0,0,0
1768,HALDEN,3001,314731.685000092,0,0,0,0
1769,HALDEN,3001,8823009.87640902,0,0,0,0
1771,HALDEN,3001,693796.754400283,0,0,0,0
1772,HALDEN,3001,466116.302850097,0,0,0,0
1776,HALDEN,3001,448026.516700155,0,0,0,0
1777,HALDEN,3001,612265.863499984,0,0,0,0
1778,HALDEN,3001,337532.537449885,0,0,0,0
1779,HALDEN,3001,1344749.56585011,0,0,0,0
1781,HALDEN,3001,1319832.5224503,0,0,0,0
1782,HALDEN,3001,2002531.47214973,0,0,0,0
1783,HALDEN,3001,2466041.68420029,0,0,0,0
1784,HALDEN,3001,1520684.97764992,0,0,0,0
1785,HALDEN,3001,2295380.21235017,0,0,0,0
1786,HALDEN,3001,1346471.94904991,0,0,0,0
1788,HALDEN,3001,12092773.8236213,0,0,0,0
1789,BERG I ØSTFOLD,3001,20732159.9643648,0,0,0,0
1791,TISTEDAL,3001,2389787.53924999,0,0,0,0
1792,TISTEDAL,3001,30686129.5398516,0,0,0,0
1793,TISTEDAL,3001,11437145.0895006,0,0,0,0
1794,SPONVIKA,3001,15262361.8475253,0,0,0,0
1796,KORNSJØ,3001,100457728.292568,0,0,0,0
1798,AREMARK,3012,324708732.430615,0,0,0,0
1807,ASKIM,3014,1335832.70434985,0,0,0,0
1808,ASKIM,3014,1002355.08769999,0,0,0,0
1809,ASKIM,3014,1369129.46844996,0,0,0,0
1811,ASKIM,3014,576790.550199937,0,0,0,0
1812,ASKIM,3014,507522.734549891,0,0,0,0
1813,ASKIM,3014,1161780.14544993,0,0,0,0
1814,ASKIM,3014,38669671.083701,0,0,0,0
1815,ASKIM,3014,19990692.7904492,0,0,0,0
1816,SKIPTVET,3015,101973112.8105,0,0,0,0
1820,SPYDEBERG,3014,10825473.8028511,0,0,0,0
1821,SPYDEBERG,3014,133667236.443503,0,0,0,0
1823,KNAPSTAD,3014,1614127.05604983,0,0,0,0
1825,TOMTER,3014,40787031.4373522,0,0,0,0
1827,HOBØL,3014,94727750.1535465,0,0,0,0
1830,ASKIM,3014,209668.203499958,0,0,0,0
1831,ASKIM,3014,1094645.37985004,0,0,0,0
1832,ASKIM,3014,1754340.79429984,0,0,0,0
1850,MYSEN,3014,19785854.7636508,0,0,0,0
1852,MYSEN,3014,58717211.4746976,0,0,0,0
1859,SLITU,3014,16193796.7423993,0,0,0,0
1860,TRØGSTAD,3014,124818251.514151,0,0,0,0
1866,BÅSTAD,3014,62974729.367652,0,0,0,0
1870,ØRJE,3013,390888033.525778,0,0,0,0
1875,OTTEID,3013,22014931.2186989,0,0,0,0
1878,HÆRLAND,3014,60534493.285149,0,0,0,0
1880,EIDSBERG,3014,107050488.334106,0,0,0,0
1890,RAKKESTAD,3016,10528242.6270999,0,0,0,0
1892,DEGERNES,3016,156471583.43705,0,0,0,0
1894,RAKKESTAD,3016,257773564.381394,0,0,0,0
1900,FETSUND,3030,63552274.7525984,0,0,0,0
1903,GAN,3030,63885634.8036987,0,0,0,0
1910,ENEBAKKNESET,3030,34510636.8702477,0,0,0,0
1911,FLATEBY,3028,35255651.2676496,0,0,0,0
1912,ENEBAKK,3028,85953532.2887966,0,0,0,0
1914,YTRE ENEBAKK,3028,63857532.3170458,0,0,0,0
1920,SØRUMSAND,3030,19226109.9645001,0,0,0,0
1923,SØRUM,3030,61701396.0289996,0,0,0,0
1925,BLAKER,3030,86325791.4380489,0,0,0,0
1927,RÅNÅSFOSS,3034,3767917.45014983,0,0,0,0
1929,AULI,3034,59386207.4878008,0,0,0,0
1930,AURSKOG,3026,325591019.220552,0,0,0,0
1940,BJØRKELANGEN,3026,63959299.9606489,0,0,0,0
1950,RØMSKOG,3026,183020311.709134,0,0,0,0
1954,SETSKOG,3026,180459813.166238,0,0,0,0
1960,LØKEN,3026,136942847.178502,0,0,0,0
1963,FOSSER,3026,35760991.8532004,0,0,0,0
1970,HEMNES,3026,218075898.47635,0,0,0,0
2000,LILLESTRØM,3030,19326477.7006513,0,0,0,0
2003,LILLESTRØM,3030,1885828.19439998,0,0,0,0
2004,LILLESTRØM,3030,2500962.05494992,0,0,0,0
2005,RÆLINGEN,3027,2154786.66555026,0,0,0,0
2006,LØVENSTAD,3027,1347997.7601999,0,0,0,0
2007,KJELLER,3030,6291444.53025007,0,0,0,0
2008,FJERDINGBY,3027,17535336.8799508,0,0,0,0
2009,NORDBY,3027,49932303.0096916,0,0,0,0
2010,STRØMMEN,3030,1127265.45359946,0,0,0,0
2013,SKJETTEN,3030,13925982.5499505,0,0,0,0
2014,BLYSTADLIA,3027,630621.094400004,0,0,0,0
2015,LEIRSUND,3030,18912426.2256998,0,0,0,0
2016,FROGNER,3030,34561970.2793,0,0,0,0
2019,SKEDSMOKORSET,3030,3353347.18679948,0,0,0,0
2020,SKEDSMOKORSET,3030,21187610.4433505,0,0,0,0
2022,GJERDRUM,3032,83197120.6985023,0,0,0,0
2030,NANNESTAD,3036,117805826.288092,0,0,0,0
2032,MAURA,3036,156977738.766399,0,0,0,0
2033,ÅSGREINA,3036,12206714.3508998,0,0,0,0
2034,HOLTER,3036,53121050.7530007,0,0,0,0
2040,KLØFTA,3033,79948532.7901961,0,0,0,0
2050,JESSHEIM,3033,4086284.83045057,0,0,0,0
2052,JESSHEIM,3033,7144392.74255034,0,0,0,0
2053,JESSHEIM,3033,2460898.68054956,0,0,0,0
2054,MOGREINA,3033,29842014.7137498,0,0,0,0
2055,NORDKISA,3033,37597035.4649502,0,0,0,0
2056,ALGARHEIM,3033,32092416.9186008,0,0,0,0
2058,SESSVOLLMOEN,3033,2069520.70040028,0,0,0,0
2060,GARDERMOEN,3033,23829602.7177494,0,0,0,0
2063,JESSHEIM,3033,165028.339699952,0,0,0,0
2066,JESSHEIM,3033,2366962.52849977,0,0,0,0
2067,JESSHEIM,3033,29117990.8607,0,0,0,0
2068,JESSHEIM,3033,1363086.67650019,0,0,0,0
2069,JESSHEIM,3033,2754905.17009977,0,0,0,0
2070,RÅHOLT,3035,10475500.2513512,0,0,0,0
2072,DAL,3035,24522665.0811986,0,0,0,0
2073,BØN,3035,6045583.36424973,0,0,0,0
2074,EIDSVOLL VERK,3035,29900051.3475511,0,0,0,0
2080,EIDSVOLL,3035,192605419.928746,0,0,0,0
2090,HURDAL,3037,304353155.325851,0,0,0,0
2092,MINNESUND,3035,85301272.8402525,0,0,0,0
2093,FEIRING,3035,109848197.255003,0,0,0,0
2100,SKARNES,3415,132644049.256148,0,0,0,0
2110,SLÅSTAD,3415,79524604.9211488,0,0,0,0
2114,DISENÅ,3415,148939804.220155,0,0,0,0
2116,SANDER,3415,77799163.662,0,0,0,0
2120,SAGSTUA,3414,156146645.3881,0,0,0,0
2123,BRUVOLL,3414,93233269.3393006,0,0,0,0
2130,KNAPPER,3414,114700510.988351,0,0,0,0
2133,GARDVIK,3414,64091340.7359988,0,0,0,0
2134,AUSTVATN,3414,80008832.9451508,0,0,0,0
2150,ÅRNES,3034,295964627.328003,0,0,0,0
2160,VORMSUND,3034,66697537.237452,0,0,0,0
2162,BRÅRUD,3034,26643665.3187999,0,0,0,0
2164,SKOGBYGDA,3034,102235266.035297,0,0,0,0
2165,HVAM,3034,15967773.5124504,0,0,0,0
2166,OPPAKER,3034,17909378.9727995,0,0,0,0
2170,FENSTAD,3034,51226848.5286503,0,0,0,0
2208,KONGSVINGER,3401,18722537.3569987,0,0,0,0
2209,KONGSVINGER,3401,3174675.2638003,0,0,0,0
2210,GRANLI,3401,106979656.571301,0,0,0,0
2211,KONGSVINGER,3401,58444178.5246983,0,0,0,0
2212,KONGSVINGER,3401,42207417.2222016,0,0,0,0
2213,KONGSVINGER,3401,22194171.9650491,0,0,0,0
2214,KONGSVINGER,3401,2193870.44049992,0,0,0,0
2216,ROVERUD,3401,41533856.4881004,0,0,0,0
2217,HOKKÅSEN,3401,63083787.5672504,0,0,0,0
2218,LUNDERSÆTER,3401,256208757.378357,0,0,0,0
2219,BRANDVAL,3401,161276224.539105,0,0,0,0
2220,ÅBOGEN,3416,71347040.9333991,0,0,0,0
2223,GALTERUD,3415,68966524.8335097,0,0,0,0
2224,AUSTMARKA,3401,353832276.510069,0,0,0,0
2230,SKOTTERUD,3416,100959229.045749,0,0,0,0
2232,TOBØL,3416,130352238.739884,0,0,0,0
2233,VESTMARKA,3416,148750841.266449,0,0,0,0
2235,MATRAND,3416,46140441.1423513,0,0,0,0
2240,MAGNOR,3416,86771099.4545994,0,0,0,0
2256,GRUE FINNSKOG,3417,337415785.680394,0,0,0,0
2260,KIRKENÆR,3417,315720746.339772,0,0,0,0
2264,GRINDER,3417,58062204.4140017,0,0,0,0
2265,NAMNÅ,3417,96643344.2721506,0,0,0,0
2266,ARNEBERG,3418,313927144.515948,0,0,0,0
2270,FLISA,3418,106293372.333402,0,0,0,0
2280,GJESÅSEN,3418,179571866.365595,0,0,0,0
2283,ÅSNES FINNSKOG,3418,447961888.622215,0,0,0,0
2312,OTTESTAD,3413,43461315.1499993,0,0,0,0
2315,HAMAR,3403,8422649.57865019,0,0,0,0
2316,HAMAR,3403,4760615.65630002,0,0,0,0
2317,HAMAR,3403,2360484.93599992,0,0,0,0
2318,HAMAR,3403,3165200.00014998,0,0,0,0
2319,HAMAR,3403,4463423.84775039,0,0,0,0
2320,FURNES,3411,47022626.8162994,0,0,0,0
2321,HAMAR,3403,2195319.07605005,0,0,0,0
2322,RIDABU,3403,29317189.9063499,0,0,0,0
2323,INGEBERG,3403,44727565.6353493,0,0,0,0
2324,VANG PÅ HEDMARKEN,3403,248522975.73355,0,0,0,0
2330,VALLSET,3413,239816435.587814,0,0,0,0
2332,ÅSVANG,3413,52480091.6863461,0,0,0,0
2334,ROMEDAL,3413,13587801.1633998,0,0,0,0
2335,STANGE,3413,112798506.826199,0,0,0,0
2337,TANGEN,3413,100911037.267001,0,0,0,0
2338,ESPA,3413,133896270.672955,0,0,0,0
2340,LØTEN,3412,340407659.504311,0,0,0,0
2344,ILSENG,3413,21253997.4705507,0,0,0,0
2345,ÅDALSBRUK,3412,28191480.7093504,0,0,0,0
2350,NES PÅ HEDMARKEN,3411,129735599.475101,0,0,0,0
2353,STAVSJØ,3411,43996288.7492505,0,0,0,0
2355,GAUPEN,3411,54442748.2274509,0,0,0,0
2360,RUDSHØGDA,3411,24127313.7056508,0,0,0,0
2364,NÆROSET,3411,46825680.5588515,0,0,0,0
2365,ÅSMARKA,3411,55163710.9068013,0,0,0,0
2372,BRØTTUM,3411,108610687.721901,0,0,0,0
2380,BRUMUNDDAL,3411,10544107.9268497,0,0,0,0
2382,BRUMUNDDAL,3411,307712.221450076,0,0,0,0
2383,BRUMUNDDAL,3411,2511340.92409949,0,0,0,0
2384,BRUMUNDDAL,3411,29797501.6293472,0,0,0,0
2385,BRUMUNDDAL,3411,26323458.9821506,0,0,0,0
2386,BRUMUNDDAL,3411,53989852.3056983,0,0,0,0
2387,BRUMUNDDAL,3411,344999370.063998,0,0,0,0
2388,BRUMUNDDAL,3411,17492353.9942503,0,0,0,0
2390,MOELV,3411,57655677.1183989,0,0,0,0
2406,ELVERUM,3420,200777971.757302,0,0,0,0
2407,ELVERUM,3420,7550112.31070042,0,0,0,0
2408,ELVERUM,3420,1280687.40169972,0,0,0,0
2409,ELVERUM,3420,6160601.31160058,0,0,0,0
2410,HERNES,3420,463232089.640206,0,0,0,0
2411,ELVERUM,3420,29574837.5292485,0,0,0,0
2412,SØRSKOGBYGDA,3420,362526842.037049,0,0,0,0
2413,ELVERUM,3420,12480300.4207991,0,0,0,0
2414,ELVERUM,3420,2504454.39934998,0,0,0,0
2415,HERADSBYGD,3420,135798733.353704,0,0,0,0
2416,JØMNA,3420,59502472.9275473,0,0,0,0
2420,TRYSIL,3421,674179791.26853,0,0,0,0
2422,NYBERGSUND,3421,209921127.8323,0,0,0,0
2423,ØSTBY,3421,334678767.253915,0,0,0,0
2425,LJØRDALEN,3421,405886191.59554,0,0,0,0
2427,PLASSEN,3421,188584556.564625,0,0,0,0
2428,SØRE OSEN,3421,288404439.265961,0,0,0,0
2429,TØRBERGET,3421,345410395.762863,0,0,0,0
2430,JORDET,3421,497455370.584454,0,0,0,0
2432,SLETTÅS,3421,147811106.2758,0,0,0,0
2435,BRASKEREIDFOSS,3419,183043316.807499,0,0,0,0
2436,VÅLER I SOLØR,3419,224218866.938049,0,0,0,0
2437,HASLEMOEN,3419,8717399.9828504,0,0,0,0
2438,GRAVBERGET,3419,158596704.04792,0,0,0,0
2440,ENGERDAL,3425,604654241.690329,0,0,0,0
2443,DREVSJØ,3425,665476066.354874,0,0,0,0
2446,ELGÅ,3425,460677275.601097,0,0,0,0
2448,SØMÅDALEN,3425,376130472.913404,0,0,0,0
2450,RENA,3422,1101587709.00355,0,0,0,0
2460,OSEN,3422,578148041.370348,0,0,0,0
2476,ATNA,3423,570481876.355146,0,0,0,0
2477,SOLLIA,3423,498062404.213997,0,0,0,0
2478,HANESTAD,3424,397151358.515704,0,0,0,0
2480,KOPPANG,3423,1160287612.10681,0,0,0,0
2484,RENDALEN,3424,1168492233.70745,0,0,0,0
2485,RENDALEN,3424,1405589520.82197,0,0,0,0
2500,TYNSET,3427,766098948.89482,0,248105484.1679,0,0
2510,TYLLDALEN,3427,229725455.099556,0,0,0,0
2512,KVIKNE,3427,83780.2690033736,0,636691570.394492,0,0
2540,TOLGA,3426,632788077.633753,0,0,0,0
2542,VINGELEN,3426,360530871.659791,0,173034.548212678,0,0
2544,ØVERSJØDALEN,3426,111399817.335101,0,0,0,0
2550,OS I ØSTERDALEN,3430,686453219.853284,0,128990.755444863,0,0
2552,DALSBYGDA,3430,35605757.6178007,0,0,0,0
2555,TUFSINGDALEN,3430,430627060.1037,0,0,0,0
2560,ALVDAL,3428,953194836.725539,0,0,0,0
2580,FOLLDAL,3429,486881413.972553,0,414402282.236602,0,0
2582,GRIMSBU,3429,216299649.228396,0,0,0,0
2584,DALHOLEN,3429,0,0,157976135.106446,0,0
2607,VINGROM,3405,122253941.741202,0,0,0,0
2608,LILLEHAMMER,3405,79188055.0607494,0,0,0,0
2609,LILLEHAMMER,3405,3927225.34429995,0,0,0,0
2610,MESNALI,3411,129436015.338094,0,0,0,0
2611,LILLEHAMMER,3405,16033367.5853016,0,0,0,0
2612,SJUSJØEN,3411,71836730.2081014,0,0,0,0
2613,LILLEHAMMER,3405,1409904.44279972,0,0,0,0
2614,LILLEHAMMER,3405,15998570.1862996,0,0,0,0
2615,LILLEHAMMER,3405,1624984.72184996,0,0,0,0
2616,LISMARKA,3411,36596454.691951,0,0,0,0
2618,LILLEHAMMER,3405,118211855.591698,0,0,0,0
2619,LILLEHAMMER,3405,2921613.42024915,0,0,0,0
2624,LILLEHAMMER,3405,5973733.51519944,0,0,0,0
2625,FÅBERG,3405,102045762.683001,0,0,0,0
2630,RINGEBU,3439,406292944.026651,0,0,0,0
2632,VENABYGD,3439,203579339.299548,0,0,0,0
2634,FÅVANG,3439,441821571.535547,0,0,0,0
2635,TRETTEN,3440,278937968.309746,0,0,0,0
