date,Nettselskap,fylkeNr,fastleddEks,fastleddInk,effekttrinnFraKw,effekttrinnTilKw
2024-11-04,NORANETT HADSEL AS,18,640,640,10,15
2024-11-04,NORANETT HADSEL AS,18,800,800,15,20
2024-11-04,NORANETT HADSEL AS,18,970,970,20,25
2024-11-04,NORANETT HADSEL AS,18,1140,1140,25,30
2024-11-04,NORANETT HADSEL AS,18,1300,1300,30,35
2024-11-04,NORANETT HADSEL AS,18,1460,1460,35,40
2024-11-04,NORANETT HADSEL AS,18,1620,1620,40,45
2024-11-04,NORANETT HADSEL AS,18,1780,1780,45,50
2024-11-04,NORANETT HADSEL AS,18,2250,2250,50,75
2024-11-04,NORANETT HADSEL AS,18,3050,3050,75,100
2024-11-04,NORANETT HADSEL AS,18,3870,3870,100,125
2024-11-04,NORANETT HADSEL AS,18,4720,4720,125,150
2024-11-04,NORANETT HADSEL AS,18,5580,5580,150,175
2024-11-04,NORANETT HADSEL AS,18,6430,6430,175,200
2024-11-04,NORANETT HADSEL AS,18,7280,7280,200,1000
2024-11-04,NORDVEST NETT AS,15,114.4,143,0,2
2024-11-04,NORDVEST NETT AS,15,280.8,351,2,5
2024-11-04,NORDVEST NETT AS,15,346.4,433,5,10
2024-11-04,NORDVEST NETT AS,15,526.4,658,10,15
2024-11-04,NORDVEST NETT AS,15,624.8,781,15,20
2024-11-04,NORDVEST NETT AS,15,728,910,20,25
2024-11-04,NORDVEST NETT AS,15,1397.6,1747,25,50
2024-11-04,NORDVEST NETT AS,15,2068,2585,50,75
2024-11-04,NORDVEST NETT AS,15,2737.6,3422,75,100
2024-11-04,NORDVEST NETT AS,15,5384,6730,100,500
2024-11-04,NOREFJELL NETT AS,33,164,205,0,2
2024-11-04,NOREFJELL NETT AS,33,212,265,2,5
2024-11-04,NOREFJELL NETT AS,33,294,367.5,5,10
2024-11-04,NOREFJELL NETT AS,33,442,552.5,10,15
2024-11-04,NOREFJELL NETT AS,33,572,715,15,20
2024-11-04,NOREFJELL NETT AS,33,704,880,20,25
2024-11-04,NOREFJELL NETT AS,33,1146,1432.5,25,50
2024-11-04,NOREFJELL NETT AS,33,1718,2147.5,50,75
2024-11-04,NOREFJELL NETT AS,33,2291,2863.75,75,100
2024-11-04,NOREFJELL NETT AS,33,3272,4090,100,10000
2024-11-04,NORGESNETT AS,31,82.01,102.51,0,1.99
2024-11-04,NORGESNETT AS,31,136.69,170.86,2,4.99
2024-11-04,NORGESNETT AS,31,224.78,280.97,5,9.99
2024-11-04,NORGESNETT AS,31,399.74,499.68,10,14.99
2024-11-04,NORGESNETT AS,31,530.96,663.7,15,19.99
2024-11-04,NORGESNETT AS,31,658.54,823.18,20,24.99
2024-11-04,NORGESNETT AS,31,1020.61,1275.76,25,49.99
2024-11-04,NORGESNETT AS,31,1597.74,1997.18,50,74.99
2024-11-04,NORGESNETT AS,31,2174.87,2718.59,75,99.99
2024-11-04,NORGESNETT AS,31,3524.76,4405.95,100,10000
2024-11-04,NORGESNETT AS,32,82.01,102.51,0,1.99
2024-11-04,NORGESNETT AS,32,136.69,170.86,2,4.99
2024-11-04,NORGESNETT AS,32,224.78,280.97,5,9.99
2024-11-04,NORGESNETT AS,32,399.74,499.68,10,14.99
2024-11-04,NORGESNETT AS,32,530.96,663.7,15,19.99
2024-11-04,NORGESNETT AS,32,658.54,823.18,20,24.99
2024-11-04,NORGESNETT AS,32,1020.61,1275.76,25,49.99
2024-11-04,NORGESNETT AS,32,1597.74,1997.18,50,74.99
2024-11-04,NORGESNETT AS,32,2174.87,2718.59,75,99.99
2024-11-04,NORGESNETT AS,32,3524.76,4405.95,100,10000
2024-11-04,NORGESNETT AS,46,82.01,102.51,0,1.99
2024-11-04,NORGESNETT AS,46,136.69,170.86,2,4.99
2024-11-04,NORGESNETT AS,46,224.78,280.97,5,9.99
2024-11-04,NORGESNETT AS,46,399.74,499.68,10,14.99
2024-11-04,NORGESNETT AS,46,530.96,663.7,15,19.99
2024-11-04,NORGESNETT AS,46,658.54,823.18,20,24.99
2024-11-04,NORGESNETT AS,46,1020.61,1275.76,25,49.99
2024-11-04,NORGESNETT AS,46,1597.74,1997.18,50,74.99
2024-11-04,NORGESNETT AS,46,2174.87,2718.59,75,99.99
2024-11-04,NORGESNETT AS,46,3524.76,4405.95,100,10000
2024-11-04,RAKKESTAD ENERGI AS,31,210,262.5,0,2
2024-11-04,RAKKESTAD ENERGI AS,31,290,362.5,2,5
2024-11-04,RAKKESTAD ENERGI AS,31,370,462.5,5,10
2024-11-04,RAKKESTAD ENERGI AS,31,480,600,10,15
2024-11-04,RAKKESTAD ENERGI AS,31,590,737.5,15,20
2024-11-04,RAKKESTAD ENERGI AS,31,720,900,20,25
2024-11-04,RAKKESTAD ENERGI AS,31,1300,1625,25,50
2024-11-04,RAKKESTAD ENERGI AS,31,2000,2500,50,75
2024-11-04,RAKKESTAD ENERGI AS,31,2500,3125,75,100
2024-11-04,RAKKESTAD ENERGI AS,31,5000,6250,100,150
2024-11-04,RK NETT AS,40,257.92,322.4,0,2
2024-11-04,RK NETT AS,40,335.33,419.17,2,5
2024-11-04,RK NETT AS,40,464.25,580.31,5,10
2024-11-04,RK NETT AS,40,593.25,741.56,10,15
2024-11-04,RK NETT AS,40,722.17,902.71,15,20
2024-11-04,RK NETT AS,40,851.17,1063.96,20,25
2024-11-04,RK NETT AS,40,1495.92,1869.9,25,50
2024-11-04,ROLLAG NETT AS,33,266.4,333,0,5
2024-11-04,ROLLAG NETT AS,33,399.2,499,5,10
2024-11-04,ROLLAG NETT AS,33,585.6,732,10,15
2024-11-04,ROLLAG NETT AS,33,1117.6,1397,15,20
2024-11-04,ROLLAG NETT AS,33,1649.6,2062,20,25
2024-11-04,ROLLAG NETT AS,33,2448,3060,25,50
2024-11-04,ROLLAG NETT AS,33,3779.2,4724,50,75
2024-11-04,ROLLAG NETT AS,33,5376,6720,75,100
2024-11-04,ROLLAG NETT AS,33,7504.8,9381,100,9999
2024-11-04,ROMSDALSNETT AS,15,211.73,264.67,0,2
2024-11-04,ROMSDALSNETT AS,15,264.6,330.75,2,5
2024-11-04,ROMSDALSNETT AS,15,317.53,396.92,5,10
2024-11-04,ROMSDALSNETT AS,15,529.27,661.58,10,15
2024-11-04,ROMSDALSNETT AS,15,740.93,926.17,15,20
2024-11-04,ROMSDALSNETT AS,15,846.8,1058.5,20,25
2024-11-04,ROMSDALSNETT AS,15,1164.33,1455.42,25,50
2024-11-04,ROMSDALSNETT AS,15,1587.73,1984.67,50,75
2024-11-04,ROMSDALSNETT AS,15,1799.47,2249.33,75,100
2024-11-04,ROMSDALSNETT AS,15,2117,2646.25,100,9999999
2024-11-04,RØROS E-VERK NETT AS,34,283.83,354.79,0,5
2024-11-04,RØROS E-VERK NETT AS,34,412.17,515.21,5,10
2024-11-04,RØROS E-VERK NETT AS,34,577.25,721.56,10,15
2024-11-04,RØROS E-VERK NETT AS,34,801.33,1001.67,15,20
2024-11-04,RØROS E-VERK NETT AS,34,1039,1298.75,20,25
2024-11-04,RØROS E-VERK NETT AS,34,1975,2468.75,25,50
2024-11-04,RØROS E-VERK NETT AS,34,3621.58,4526.98,50,100
2024-11-04,RØROS E-VERK NETT AS,34,6537.58,8171.98,100,200
2024-11-04,RØROS E-VERK NETT AS,34,10062,12577.5,200,3000
2024-11-04,RØROS E-VERK NETT AS,50,283.83,354.79,0,5
2024-11-04,RØROS E-VERK NETT AS,50,412.17,515.21,5,10
2024-11-04,RØROS E-VERK NETT AS,50,577.25,721.56,10,15
2024-11-04,RØROS E-VERK NETT AS,50,801.33,1001.67,15,20
2024-11-04,RØROS E-VERK NETT AS,50,1039,1298.75,20,25
2024-11-04,RØROS E-VERK NETT AS,50,1975,2468.75,25,50
2024-11-04,RØROS E-VERK NETT AS,50,3621.58,4526.98,50,100
2024-11-04,RØROS E-VERK NETT AS,50,6537.58,8171.98,100,200
2024-11-04,RØROS E-VERK NETT AS,50,10062,12577.5,200,3000
2024-11-04,S-NETT AS,15,210,262.5,0,2
2024-11-04,S-NETT AS,15,291,363.75,2,5
2024-11-04,S-NETT AS,15,421,526.25,5,10
2024-11-04,S-NETT AS,15,582,727.5,10,15
2024-11-04,S-NETT AS,15,744,930,15,20
2024-11-04,S-NETT AS,15,906,1132.5,20,25
2024-11-04,S-NETT AS,15,1392,1740,25,50
2024-11-04,S-NETT AS,15,2201,2751.25,50,75
2024-11-04,S-NETT AS,15,3010,3762.5,75,100
2024-11-04,S-NETT AS,15,4225,5281.25,100,150
2024-11-04,S-NETT AS,15,5843,7303.75,150,200
2024-11-04,S-NETT AS,15,8272,10340,200,300
2024-11-04,S-NETT AS,50,210,262.5,0,2
2024-11-04,S-NETT AS,50,291,363.75,2,5
2024-11-04,S-NETT AS,50,421,526.25,5,10
2024-11-04,S-NETT AS,50,582,727.5,10,15
2024-11-04,S-NETT AS,50,744,930,15,20
2024-11-04,S-NETT AS,50,906,1132.5,20,25
2024-11-04,S-NETT AS,50,1392,1740,25,50
2024-11-04,S-NETT AS,50,2201,2751.25,50,75
2024-11-04,S-NETT AS,50,3010,3762.5,75,100
2024-11-04,S-NETT AS,50,4225,5281.25,100,150
2024-11-04,S-NETT AS,50,5843,7303.75,150,200
2024-11-04,S-NETT AS,50,8272,10340,200,300
2024-11-04,STANNUM AS,40,252.75,315.94,0,2
2024-11-04,STANNUM AS,40,303.33,379.17,2,5
2024-11-04,STANNUM AS,40,328.58,410.73,5,10
2024-11-04,STANNUM AS,40,379.17,473.96,10,15
2024-11-04,STANNUM AS,40,429.67,537.08,15,20
2024-11-04,STANNUM AS,40,442.33,552.92,20,25
2024-11-04,STANNUM AS,40,480.25,600.31,25,50
2024-11-04,STANNUM AS,40,530.83,663.54,50,75
2024-11-04,STANNUM AS,40,581.33,726.67,75,100
2024-11-04,STANNUM AS,40,631.92,789.9,100,1500
2024-11-04,STRAUMEN NETT AS,15,232.33,290.42,0,5
2024-11-04,STRAUMEN NETT AS,15,267.33,334.17,5,10
2024-11-04,STRAUMEN NETT AS,15,395.92,494.9,10,15
2024-11-04,STRAUMEN NETT AS,15,465.83,582.29,15,20
2024-11-04,STRAUMEN NETT AS,15,698.25,872.81,20,25
2024-11-04,STRAUMEN NETT AS,15,930.58,1163.23,25,999
2024-11-04,STRAUMNETT AS,46,202.95,253.69,0,2
2024-11-04,STRAUMNETT AS,46,243.54,304.43,2,5
2024-11-04,STRAUMNETT AS,46,263.83,329.79,5,10
2024-11-04,STRAUMNETT AS,46,284.13,355.16,10,15
2024-11-04,STRAUMNETT AS,46,304.42,380.53,15,20
2024-11-04,STRAUMNETT AS,46,355.16,443.95,20,25
2024-11-04,STRAUMNETT AS,46,385.6,482,25,50
2024-11-04,STRAUMNETT AS,46,426.19,532.74,50,75
2024-11-04,STRAUMNETT AS,46,466.78,583.48,75,100
2024-11-04,STRAUMNETT AS,46,507.37,634.21,100,130
2024-11-04,SUNETT AS,15,274.33,342.92,1,999
2024-11-04,SYGNIR AS,34,201.83,252.29,0,1
2024-11-04,SYGNIR AS,34,242.17,302.71,1,2
2024-11-04,SYGNIR AS,34,282.58,353.23,2,3
2024-11-04,SYGNIR AS,34,322.92,403.65,3,4
2024-11-04,SYGNIR AS,34,363.33,454.17,4,5
2024-11-04,SYGNIR AS,34,423.83,529.79,5,6
2024-11-04,SYGNIR AS,34,484.42,605.52,6,7
2024-11-04,SYGNIR AS,34,545,681.25,7,8
2024-11-04,SYGNIR AS,34,605.5,756.88,8,9
2024-11-04,SYGNIR AS,34,666.08,832.6,9,10
2024-11-04,SYGNIR AS,34,787.17,983.96,10,12
2024-11-04,SYGNIR AS,34,908.25,1135.31,12,14
2024-11-04,SYGNIR AS,34,1029.42,1286.77,14,16
2024-11-04,SYGNIR AS,34,1150.5,1438.13,16,18
2024-11-04,SYGNIR AS,34,1271.58,1589.48,18,20
2024-11-04,SYGNIR AS,34,2280.75,2850.94,20,40
2024-11-04,SYGNIR AS,34,3290,4112.5,40,60
2024-11-04,SYGNIR AS,34,4299.17,5373.96,60,80
2024-11-04,SYGNIR AS,34,5308.42,6635.52,80,100
2024-11-04,SYGNIR AS,34,9345.17,11681.46,100,200
2024-11-04,SYGNIR AS,34,13381.92,16727.4,200,300
2024-11-04,SYGNIR AS,34,17418.75,21773.44,300,400
2024-11-04,SYGNIR AS,34,21455.5,26819.38,400,500
2024-11-04,SYGNIR AS,34,25492.33,31865.42,500,600
2024-11-04,SYGNIR AS,34,29529.08,36911.35,600,700
2024-11-04,SYGNIR AS,34,33565.92,41957.4,700,800
2024-11-04,SYGNIR AS,34,37602.67,47003.33,800,900
2024-11-04,SYGNIR AS,34,41639.5,52049.38,900,1000
2024-11-04,SYGNIR AS,46,201.83,252.29,0,1
2024-11-04,SYGNIR AS,46,242.17,302.71,1,2
2024-11-04,SYGNIR AS,46,282.58,353.23,2,3
2024-11-04,SYGNIR AS,46,322.92,403.65,3,4
2024-11-04,SYGNIR AS,46,363.33,454.17,4,5
2024-11-04,SYGNIR AS,46,423.83,529.79,5,6
2024-11-04,SYGNIR AS,46,484.42,605.52,6,7
2024-11-04,SYGNIR AS,46,545,681.25,7,8
2024-11-04,SYGNIR AS,46,605.5,756.88,8,9
2024-11-04,SYGNIR AS,46,666.08,832.6,9,10
2024-11-04,SYGNIR AS,46,787.17,983.96,10,12
2024-11-04,SYGNIR AS,46,908.25,1135.31,12,14
2024-11-04,SYGNIR AS,46,1029.42,1286.77,14,16
2024-11-04,SYGNIR AS,46,1150.5,1438.13,16,18
2024-11-04,SYGNIR AS,46,1271.58,1589.48,18,20
2024-11-04,SYGNIR AS,46,2280.75,2850.94,20,40
2024-11-04,SYGNIR AS,46,3290,4112.5,40,60
2024-11-04,SYGNIR AS,46,4299.17,5373.96,60,80
2024-11-04,SYGNIR AS,46,5308.42,6635.52,80,100
2024-11-04,SYGNIR AS,46,9345.17,11681.46,100,200
2024-11-04,SYGNIR AS,46,13381.92,16727.4,200,300
2024-11-04,SYGNIR AS,46,17418.75,21773.44,300,400
2024-11-04,SYGNIR AS,46,21455.5,26819.38,400,500
2024-11-04,SYGNIR AS,46,25492.33,31865.42,500,600
2024-11-04,SYGNIR AS,46,29529.08,36911.35,600,700
2024-11-04,SYGNIR AS,46,33565.92,41957.4,700,800
2024-11-04,SYGNIR AS,46,37602.67,47003.33,800,900
2024-11-04,SYGNIR AS,46,41639.5,52049.38,900,1000
2024-11-04,SØR AURDAL ENERGI AS,34,450,562.5,0,5
2024-11-04,SØR AURDAL ENERGI AS,34,520,650,5,8
2024-11-04,SØR AURDAL ENERGI AS,34,620,775,8,15
2024-11-04,SØR AURDAL ENERGI AS,34,720,900,15,30
2024-11-04,SØR AURDAL ENERGI AS,34,810,1012.5,30,50
2024-11-04,SØR AURDAL ENERGI AS,34,1100,1375,50,10000
2024-11-04,TELEMARK NETT AS,40,315.5,394.38,0,5
2024-11-04,TELEMARK NETT AS,40,406,507.5,5,10
2024-11-04,TELEMARK NETT AS,40,770,962.5,10,15
2024-11-04,TELEMARK NETT AS,40,1015,1268.75,15,20
2024-11-04,TELEMARK NETT AS,40,1240,1550,20,25
2024-11-04,TELEMARK NETT AS,40,2260,2825,25,50
2024-11-04,TELEMARK NETT AS,40,3380,4225,50,75
2024-11-04,TELEMARK NETT AS,40,4735,5918.75,75,10000
2024-11-04,TENSIO TN AS,18,118.4,118.4,0,2
2024-11-04,TENSIO TN AS,18,236.8,236.8,2,5
2024-11-04,TENSIO TN AS,18,428.8,428.8,5,10
2024-11-04,TENSIO TN AS,18,650.4,650.4,10,15
2024-11-04,TENSIO TN AS,18,871.2,871.2,15,20
2024-11-04,TENSIO TN AS,18,1093.6,1093.6,20,25
2024-11-04,TENSIO TN AS,18,1904.8,1904.8,25,50
2024-11-04,TENSIO TN AS,18,3013.6,3013.6,50,75
2024-11-04,TENSIO TN AS,18,4120.8,4120.8,75,100
2024-11-04,TENSIO TN AS,18,5965.6,5965.6,100,150
2024-11-04,TENSIO TN AS,18,8183.2,8183.2,150,200
2024-11-04,TENSIO TN AS,18,11872.8,11872.8,200,300
2024-11-04,TENSIO TN AS,18,16304.8,16304.8,300,400
2024-11-04,TENSIO TN AS,18,20736,20736,400,500
2024-11-04,TENSIO TN AS,18,25164,25164,500,10000
2024-11-04,TENSIO TN AS,50,118.4,148,0,2
2024-11-04,TENSIO TN AS,50,236.8,296,2,5
2024-11-04,TENSIO TN AS,50,428.8,536,5,10
2024-11-04,TENSIO TN AS,50,650.4,813,10,15
2024-11-04,TENSIO TN AS,50,871.2,1089,15,20
2024-11-04,TENSIO TN AS,50,1093.6,1367,20,25
2024-11-04,TENSIO TN AS,50,1904.8,2381,25,50
2024-11-04,TENSIO TN AS,50,3013.6,3767,50,75
2024-11-04,TENSIO TN AS,50,4120.8,5151,75,100
2024-11-04,TENSIO TN AS,50,5965.6,7457,100,150
2024-11-04,TENSIO TN AS,50,8183.2,10229,150,200
2024-11-04,TENSIO TN AS,50,11872.8,14841,200,300
2024-11-04,TENSIO TN AS,50,16304.8,20381,300,400
2024-11-04,TENSIO TN AS,50,20736,25920,400,500
2024-11-04,TENSIO TN AS,50,25164,31455,500,10000
2024-11-04,TENSIO TS AS,34,107.2,134,0,2
2024-11-04,TENSIO TS AS,34,191.2,239,2,5
2024-11-04,TENSIO TS AS,34,326.4,408,5,10
2024-11-04,TENSIO TS AS,34,480.8,601,10,15
2024-11-04,TENSIO TS AS,34,635.2,794,15,20
2024-11-04,TENSIO TS AS,34,791.2,989,20,25
2024-11-04,TENSIO TS AS,34,1359.2,1699,25,50
2024-11-04,TENSIO TS AS,34,2133.6,2667,50,75
2024-11-04,TENSIO TS AS,34,2908,3635,75,100
2024-11-04,TENSIO TS AS,34,4200,5250,100,150
2024-11-04,TENSIO TS AS,34,5748,7185,150,200
2024-11-04,TENSIO TS AS,34,8328.8,10411,200,300
2024-11-04,TENSIO TS AS,34,11430.4,14288,300,400
2024-11-04,TENSIO TS AS,34,14526.4,18158,400,500
2024-11-04,TENSIO TS AS,34,17625.6,22032,500,10000
2024-11-04,TENSIO TS AS,50,107.2,134,0,2
2024-11-04,TENSIO TS AS,50,191.2,239,2,5
2024-11-04,TENSIO TS AS,50,326.4,408,5,10
2024-11-04,TENSIO TS AS,50,480.8,601,10,15
2024-11-04,TENSIO TS AS,50,635.2,794,15,20
2024-11-04,TENSIO TS AS,50,791.2,989,20,25
2024-11-04,TENSIO TS AS,50,1359.2,1699,25,50
2024-11-04,TENSIO TS AS,50,2133.6,2667,50,75
2024-11-04,TENSIO TS AS,50,2908,3635,75,100
2024-11-04,TENSIO TS AS,50,4200,5250,100,150
2024-11-04,TENSIO TS AS,50,5748,7185,150,200
2024-11-04,TENSIO TS AS,50,8328.8,10411,200,300
2024-11-04,TENSIO TS AS,50,11430.4,14288,300,400
2024-11-04,TENSIO TS AS,50,14526.4,18158,400,500
2024-11-04,TENSIO TS AS,50,17625.6,22032,500,10000
2024-11-04,TINFOS AS,40,263,328.75,0,5
2024-11-04,TINFOS AS,40,413,516.25,5,10
2024-11-04,TINFOS AS,40,563,703.75,10,15
2024-11-04,TINFOS AS,40,713,891.25,15,20
2024-11-04,TINFOS AS,40,863,1078.75,20,25
2024-11-04,TINFOS AS,40,1313,1641.25,25,50
2024-11-04,TINFOS AS,40,3750,4687.5,50,500
2024-11-04,TINFOS AS,42,263,328.75,0,5
2024-11-04,TINFOS AS,42,413,516.25,5,10
2024-11-04,TINFOS AS,42,563,703.75,10,15
2024-11-04,TINFOS AS,42,713,891.25,15,20
2024-11-04,TINFOS AS,42,863,1078.75,20,25
2024-11-04,TINFOS AS,42,1313,1641.25,25,50
2024-11-04,TINFOS AS,42,3750,4687.5,50,500
2024-11-04,TINFOS AS,56,263,263,0,5
2024-11-04,TINFOS AS,56,413,413,5,10
2024-11-04,TINFOS AS,56,563,563,10,15
2024-11-04,TINFOS AS,56,713,713,15,20
2024-11-04,TINFOS AS,56,863,863,20,25
2024-11-04,TINFOS AS,56,1313,1313,25,50
2024-11-04,TINFOS AS,56,3750,3750,50,500
2024-11-04,UVDAL KRAFTFORSYNING SA,33,192,240,0,5
2024-11-04,UVDAL KRAFTFORSYNING SA,33,288,360,5,10
2024-11-04,UVDAL KRAFTFORSYNING SA,33,422.4,528,10,15
2024-11-04,UVDAL KRAFTFORSYNING SA,33,807.2,1009,15,20
2024-11-04,UVDAL KRAFTFORSYNING SA,33,1191.2,1489,20,25
2024-11-04,UVDAL KRAFTFORSYNING SA,33,1768,2210,25,50
2024-11-04,UVDAL KRAFTFORSYNING SA,33,2728.8,3411,50,75
2024-11-04,UVDAL KRAFTFORSYNING SA,33,3881.6,4852,75,100
2024-11-04,UVDAL KRAFTFORSYNING SA,33,5419.2,6774,100,999
2024-11-04,VANG ENERGIVERK AS,34,400,500,0,2
2024-11-04,VANG ENERGIVERK AS,34,500,625,2,5
2024-11-04,VANG ENERGIVERK AS,34,605,756.25,5,8
2024-11-04,VANG ENERGIVERK AS,34,710,887.5,8,12
2024-11-04,VANG ENERGIVERK AS,34,835,1043.75,12,18
2024-11-04,VANG ENERGIVERK AS,34,965,1206.25,18,25
2024-11-04,VANG ENERGIVERK AS,34,1115,1393.75,25,2000
2024-11-04,VANG ENERGIVERK AS,46,400,500,0,2
2024-11-04,VANG ENERGIVERK AS,46,500,625,2,5
2024-11-04,VANG ENERGIVERK AS,46,605,756.25,5,8
2024-11-04,VANG ENERGIVERK AS,46,710,887.5,8,12
2024-11-04,VANG ENERGIVERK AS,46,835,1043.75,12,18
2024-11-04,VANG ENERGIVERK AS,46,965,1206.25,18,25
2024-11-04,VANG ENERGIVERK AS,46,1115,1393.75,25,2000
2024-11-04,VESTALL AS,18,452,452,0,5
2024-11-04,VESTALL AS,18,752,752,5,10
2024-11-04,VESTALL AS,18,1063,1063,10,15
2024-11-04,VESTALL AS,18,1374,1374,15,20
2024-11-04,VESTALL AS,18,1672,1672,20,25
2024-11-04,VESTALL AS,18,2591,2591,25,50
2024-11-04,VESTALL AS,18,2925,2925,50,75
2024-11-04,VESTALL AS,18,5647,5647,75,100
2024-11-04,VESTALL AS,18,7940,7940,100,9999
2024-11-04,VESTALL AS,55,452,452,0,5
2024-11-04,VESTALL AS,55,752,752,5,10
2024-11-04,VESTALL AS,55,1063,1063,10,15
2024-11-04,VESTALL AS,55,1374,1374,15,20
2024-11-04,VESTALL AS,55,1672,1672,20,25
2024-11-04,VESTALL AS,55,2591,2591,25,50
2024-11-04,VESTALL AS,55,2925,2925,50,75
2024-11-04,VESTALL AS,55,5647,5647,75,100
2024-11-04,VESTALL AS,55,7940,7940,100,9999
2024-11-04,VESTMAR NETT AS,40,269.5,336.88,0,5
2024-11-04,VESTMAR NETT AS,40,476.5,595.63,5,10
2024-11-04,VESTMAR NETT AS,40,683.5,854.38,10,15
2024-11-04,VESTMAR NETT AS,40,890.5,1113.13,15,20
2024-11-04,VESTMAR NETT AS,40,1097.42,1371.77,20,25
2024-11-04,VESTMAR NETT AS,40,1718.42,2148.02,25,50
2024-11-04,VESTMAR NETT AS,40,2753.33,3441.67,50,75
2024-11-04,VESTMAR NETT AS,40,3788.25,4735.31,75,100
2024-11-04,VESTMAR NETT AS,40,5340.58,6675.73,100,150
2024-11-04,VESTMAR NETT AS,40,7410.42,9263.02,150,200
2024-11-04,VESTMAR NETT AS,40,10515.17,13143.96,200,500
2024-11-04,VEVIG AS,34,160,200,0,2
2024-11-04,VEVIG AS,34,208,260,2,5
2024-11-04,VEVIG AS,34,289,361.25,5,10
2024-11-04,VEVIG AS,34,370,462.5,10,15
2024-11-04,VEVIG AS,34,451,563.75,15,20
2024-11-04,VEVIG AS,34,531,663.75,20,25
2024-11-04,VEVIG AS,34,612,765,25,30
2024-11-04,VISSI AS,55,250,250,0,5
2024-11-04,VISSI AS,55,420,420,5,10
2024-11-04,VISSI AS,55,590,590,10,15
2024-11-04,VISSI AS,55,760,760,15,20
2024-11-04,VISSI AS,55,930,930,20,25
2024-11-04,VISSI AS,55,1520,1520,25,50
2024-11-04,VISSI AS,55,2045,2045,50,75
2024-11-04,VISSI AS,55,2520,2520,75,100
2024-11-04,VISSI AS,55,3020,3020,100,150
2024-11-04,VISSI AS,55,3420,3420,150,200
2024-11-04,VISSI AS,55,3920,3920,200,10000
2024-11-04,VISSI AS,56,250,250,0,5
2024-11-04,VISSI AS,56,420,420,5,10
2024-11-04,VISSI AS,56,590,590,10,15
2024-11-04,VISSI AS,56,760,760,15,20
2024-11-04,VISSI AS,56,930,930,20,25
2024-11-04,VISSI AS,56,1520,1520,25,50
2024-11-04,VISSI AS,56,2045,2045,50,75
2024-11-04,VISSI AS,56,2520,2520,75,100
2024-11-04,VISSI AS,56,3020,3020,100,150
2024-11-04,VISSI AS,56,3420,3420,150,200
2024-11-04,VISSI AS,56,3920,3920,200,10000
2024-11-04,VONETT AS,46,133.33,166.67,0,2
2024-11-04,VONETT AS,46,175,218.75,2,5
2024-11-04,VONETT AS,46,216.67,270.83,5,10
2024-11-04,VONETT AS,46,300,375,10,15
2024-11-04,VONETT AS,46,375,468.75,15,20
2024-11-04,VONETT AS,46,458.33,572.92,20,25
2024-11-04,VONETT AS,46,566.67,708.33,25,50
2024-11-04,VONETT AS,46,675,843.75,50,75
2024-11-04,VONETT AS,46,783.33,979.17,75,100
2024-11-04,VONETT AS,46,808.33,1010.42,100,1000
