area,x,y,type,estimation_date,computation_year,computation_month
NO1,1.8983582395216,0.82602007195621,mean_price,2023-03-08,2023,3
NO1,1.9054566478012,0.824055653313699,mean_price,2023-03-08,2023,3
NO1,1.9125550560808,0.821995489934743,mean_price,2023-03-08,2023,3
NO1,1.9196534643604,0.819838861674685,mean_price,2023-03-08,2023,3
NO1,1.92675187264,0.81755794470089,mean_price,2023-03-08,2023,3
NO1,1.9338502809196,0.815187183928093,mean_price,2023-03-08,2023,3
NO1,1.9409486891992,0.812726709030403,mean_price,2023-03-08,2023,3
NO1,1.9480470974788,0.810176414936027,mean_price,2023-03-08,2023,3
NO1,1.9551455057584,0.807515669449933,mean_price,2023-03-08,2023,3
NO1,1.962243914038,0.804745871816371,mean_price,2023-03-08,2023,3
NO1,1.9693423223176,0.801881042735936,mean_price,2023-03-08,2023,3
NO1,1.9764407305972,0.798919006130535,mean_price,2023-03-08,2023,3
NO1,1.9835391388768,0.795856305547789,mean_price,2023-03-08,2023,3
NO1,1.9906375471564,0.792649125196368,mean_price,2023-03-08,2023,3
NO1,1.997735955436,0.789332429696733,mean_price,2023-03-08,2023,3
NO1,2.0048343637156,0.785902774051997,mean_price,2023-03-08,2023,3
NO1,2.0119327719952,0.782356658164838,mean_price,2023-03-08,2023,3
NO1,2.0190311802748,0.778665303253808,mean_price,2023-03-08,2023,3
NO1,2.0261295885544,0.774821476377677,mean_price,2023-03-08,2023,3
NO1,2.033227996834,0.770845610784285,mean_price,2023-03-08,2023,3
NO1,2.0403264051136,0.766734239418945,mean_price,2023-03-08,2023,3
NO1,2.0474248133932,0.762483956266045,mean_price,2023-03-08,2023,3
NO1,2.0545232216728,0.758034116996418,mean_price,2023-03-08,2023,3
NO1,2.0616216299524,0.753434074707238,mean_price,2023-03-08,2023,3
NO1,2.068720038232,0.748683020366446,mean_price,2023-03-08,2023,3
NO1,2.0758184465116,0.743778812330486,mean_price,2023-03-08,2023,3
NO1,2.0829168547912,0.738691597107106,mean_price,2023-03-08,2023,3
NO1,2.0900152630708,0.733412344643964,mean_price,2023-03-08,2023,3
NO1,2.0971136713504,0.727974688706657,mean_price,2023-03-08,2023,3
NO1,2.10421207963,0.722378459363437,mean_price,2023-03-08,2023,3
NO1,2.1113104879096,0.716623709774756,mean_price,2023-03-08,2023,3
NO1,2.1184088961892,0.710654172318768,mean_price,2023-03-08,2023,3
NO1,2.1255073044688,0.704524537659098,mean_price,2023-03-08,2023,3
NO1,2.1326057127484,0.698241791250663,mean_price,2023-03-08,2023,3
NO1,2.139704121028,0.691808179806607,mean_price,2023-03-08,2023,3
NO1,2.1468025293076,0.685204001766908,mean_price,2023-03-08,2023,3
NO1,2.1539009375872,0.678423500850996,mean_price,2023-03-08,2023,3
NO1,2.1609993458668,0.671506091942648,mean_price,2023-03-08,2023,3
NO1,2.1680977541464,0.664455954835107,mean_price,2023-03-08,2023,3
NO1,2.175196162426,0.657277443548355,mean_price,2023-03-08,2023,3
NO1,2.1822945707056,0.649936552579788,mean_price,2023-03-08,2023,3
NO1,2.1893929789852,0.642477482299652,mean_price,2023-03-08,2023,3
NO1,2.1964913872648,0.634912146162886,mean_price,2023-03-08,2023,3
NO1,2.2035897955444,0.627246209754527,mean_price,2023-03-08,2023,3
NO1,2.210688203824,0.619474192202718,mean_price,2023-03-08,2023,3
NO1,2.2177866121036,0.611596961264224,mean_price,2023-03-08,2023,3
NO1,2.2248850203832,0.60364518829447,mean_price,2023-03-08,2023,3
NO1,2.2319834286628,0.595625169722825,mean_price,2023-03-08,2023,3
NO1,2.2390818369424,0.587543229051416,mean_price,2023-03-08,2023,3
NO1,2.246180245222,0.579392297802694,mean_price,2023-03-08,2023,3
NO1,2.2532786535016,0.571196619507326,mean_price,2023-03-08,2023,3
NO1,2.2603770617812,0.562966275707506,mean_price,2023-03-08,2023,3
NO1,2.2674754700608,0.554707463520473,mean_price,2023-03-08,2023,3
NO1,2.2745738783404,0.546425050919504,mean_price,2023-03-08,2023,3
NO1,2.28167228662,0.538128091927269,mean_price,2023-03-08,2023,3
NO1,2.2887706948996,0.529828166417394,mean_price,2023-03-08,2023,3
NO1,2.2958691031792,0.521530770054221,mean_price,2023-03-08,2023,3
NO1,2.3029675114588,0.513241299368845,mean_price,2023-03-08,2023,3
NO1,2.3100659197384,0.504972162434133,mean_price,2023-03-08,2023,3
NO1,2.317164328018,0.496728817480959,mean_price,2023-03-08,2023,3
NO1,2.3242627362976,0.488514165612965,mean_price,2023-03-08,2023,3
NO1,2.3313611445772,0.480332448184431,mean_price,2023-03-08,2023,3
NO1,2.3384595528568,0.472191834507933,mean_price,2023-03-08,2023,3
NO1,2.3455579611364,0.464108094687589,mean_price,2023-03-08,2023,3
NO1,2.352656369416,0.456072887766524,mean_price,2023-03-08,2023,3
NO1,2.35975477769559,0.448089122782363,mean_price,2023-03-08,2023,3
NO1,2.36685318597519,0.440159571029628,mean_price,2023-03-08,2023,3
NO1,2.37395159425479,0.432304026220158,mean_price,2023-03-08,2023,3
NO1,2.38105000253439,0.424516770265461,mean_price,2023-03-08,2023,3
NO1,2.38814841081399,0.416792763493595,mean_price,2023-03-08,2023,3
NO1,2.39524681909359,0.409133525008382,mean_price,2023-03-08,2023,3
NO1,2.40234522737319,0.401545349298692,mean_price,2023-03-08,2023,3
NO1,2.40944363565279,0.394047227809599,mean_price,2023-03-08,2023,3
NO1,2.41654204393239,0.386618311289664,mean_price,2023-03-08,2023,3
NO1,2.42364045221199,0.379259151450009,mean_price,2023-03-08,2023,3
NO1,2.43073886049159,0.371970223853069,mean_price,2023-03-08,2023,3
NO1,2.43783726877119,0.364770312121581,mean_price,2023-03-08,2023,3
NO1,2.44493567705079,0.357650997118435,mean_price,2023-03-08,2023,3
NO1,2.45203408533039,0.350602620882647,mean_price,2023-03-08,2023,3
NO1,2.45913249360999,0.343625143712032,mean_price,2023-03-08,2023,3
NO1,2.46623090188959,0.336722089809296,mean_price,2023-03-08,2023,3
NO1,2.47332931016919,0.329913958236539,mean_price,2023-03-08,2023,3
NO1,2.48042771844879,0.32317615539824,mean_price,2023-03-08,2023,3
NO1,2.48752612672839,0.316508523459142,mean_price,2023-03-08,2023,3
NO1,2.49462453500799,0.30991091321475,mean_price,2023-03-08,2023,3
NO1,2.50172294328759,0.303399800300636,mean_price,2023-03-08,2023,3
NO1,2.50882135156719,0.296969388447224,mean_price,2023-03-08,2023,3
NO1,2.51591975984679,0.29060870067583,mean_price,2023-03-08,2023,3
NO1,2.52301816812639,0.284317786300173,mean_price,2023-03-08,2023,3
NO1,2.53011657640599,0.278098828025422,mean_price,2023-03-08,2023,3
NO1,2.53721498468559,0.271975679546237,mean_price,2023-03-08,2023,3
NO1,2.54431339296519,0.26592311598676,mean_price,2023-03-08,2023,3
NO1,2.55141180124479,0.259941500229076,mean_price,2023-03-08,2023,3
NO1,2.55851020952439,0.254031227242513,mean_price,2023-03-08,2023,3
NO1,2.56560861780399,0.248208569625149,mean_price,2023-03-08,2023,3
NO1,2.57270702608359,0.242471782550982,mean_price,2023-03-08,2023,3
NO1,2.57980543436319,0.23680867017153,mean_price,2023-03-08,2023,3
NO1,2.58690384264279,0.231219892907735,mean_price,2023-03-08,2023,3
NO1,2.59400225092239,0.225706820479101,mean_price,2023-03-08,2023,3
NO1,2.60110065920199,0.220299473610378,mean_price,2023-03-08,2023,3
