area,mean_price,compensation,type,estimation_date,computation_year,computation_month
NO1,8.64799318676682,6.99569386809015,mean,2022-08-31,2022,9
NO1,8.64719381199037,6.99497443079133,median,2022-08-31,2022,9
NO1,4.75718106235257,3.49396295611731,quantile_0.005,2022-08-31,2022,9
NO1,5.70864199953038,4.35027779957734,quantile_0.025,2022-08-31,2022,9
NO1,6.15131069223966,4.74867962301569,quantile_0.05,2022-08-31,2022,9
NO1,6.73878341892339,5.27740507703105,quantile_0.1,2022-08-31,2022,9
NO1,7.6312253070337,6.08060277633033,quantile_0.25,2022-08-31,2022,9
NO1,9.64869889684565,7.89632900716108,quantile_0.75,2022-08-31,2022,9
NO1,10.5933533416146,8.74651800745318,quantile_0.9,2022-08-31,2022,9
NO1,11.1198804411667,9.22039239705003,quantile_0.95,2022-08-31,2022,9
NO1,11.5879655828345,9.64166902455101,quantile_0.975,2022-08-31,2022,9
NO1,12.565011897609,10.5210107078481,quantile_0.995,2022-08-31,2022,9
NO1,0.235883333333333,0,lower_bound,2022-08-31,2022,9
NO1,7.0765,5.58135,current_mean,2022-08-31,2022,9
NO2,8.71705814386315,7.0578523294768,mean,2022-08-31,2022,9
NO2,8.73277036034153,7.07199332430738,median,2022-08-31,2022,9
NO2,5.34664550178969,4.02448095161072,quantile_0.005,2022-08-31,2022,9
NO2,6.13312531242863,4.73231278118577,quantile_0.025,2022-08-31,2022,9
NO2,6.54138633610563,5.09974770249506,quantile_0.05,2022-08-31,2022,9
NO2,7.00056278475678,5.51300650628111,quantile_0.1,2022-08-31,2022,9
NO2,7.82033139507683,6.25079825556915,quantile_0.25,2022-08-31,2022,9
NO2,9.60418111469249,7.85626300322324,quantile_0.75,2022-08-31,2022,9
NO2,10.4076593885018,8.57939344965158,quantile_0.9,2022-08-31,2022,9
NO2,10.9070631808715,9.02885686278438,quantile_0.95,2022-08-31,2022,9
NO2,11.3773028069627,9.45207252626641,quantile_0.975,2022-08-31,2022,9
NO2,12.1471259345411,10.144913341087,quantile_0.995,2022-08-31,2022,9
NO2,0.235883333333333,0,lower_bound,2022-08-31,2022,9
NO2,7.0765,5.58135,current_mean,2022-08-31,2022,9
NO3,0.877692801994277,0.316415449346166,mean,2022-08-31,2022,9
NO3,0.589445930582145,0,median,2022-08-31,2022,9
NO3,0.0160439744228858,0,quantile_0.005,2022-08-31,2022,9
NO3,0.0205493055544214,0,quantile_0.025,2022-08-31,2022,9
NO3,0.0276614797321661,0,quantile_0.05,2022-08-31,2022,9
NO3,0.0458936704816771,0,quantile_0.1,2022-08-31,2022,9
NO3,0.160052494734527,0,quantile_0.25,2022-08-31,2022,9
NO3,1.36215035149899,0.438435316349095,quantile_0.75,2022-08-31,2022,9
NO3,2.16152405417924,1.15787164876132,quantile_0.9,2022-08-31,2022,9
NO3,2.65803058268936,1.60472752442042,quantile_0.95,2022-08-31,2022,9
NO3,3.0917714161426,1.99509427452834,quantile_0.975,2022-08-31,2022,9
NO3,3.8694402645558,2.69499623810022,quantile_0.995,2022-08-31,2022,9
NO3,0.0144795833333333,0,lower_bound,2022-08-31,2022,9
NO3,0.4343875,0,current_mean,2022-08-31,2022,9
NO4,0.603548180374524,0.143766572369664,mean,2022-08-31,2022,9
NO4,0.385162924076653,0,median,2022-08-31,2022,9
NO4,0.00930427751915337,0,quantile_0.005,2022-08-31,2022,9
NO4,0.0117855548496127,0,quantile_0.025,2022-08-31,2022,9
NO4,0.0158392986416431,0,quantile_0.05,2022-08-31,2022,9
NO4,0.0271137146393026,0,quantile_0.1,2022-08-31,2022,9
NO4,0.102651204452083,0,quantile_0.25,2022-08-31,2022,9
NO4,0.940897955543239,0.0593081599889151,quantile_0.75,2022-08-31,2022,9
NO4,1.52004946230427,0.580544516073839,quantile_0.9,2022-08-31,2022,9
NO4,1.87908574665258,0.90367717198732,quantile_0.95,2022-08-31,2022,9
NO4,2.18155937682705,1.17590343914434,quantile_0.975,2022-08-31,2022,9
NO4,2.74515989983359,1.68314390985023,quantile_0.995,2022-08-31,2022,9
NO4,0.00878083333333333,0,lower_bound,2022-08-31,2022,9
NO4,0.263425,0,current_mean,2022-08-31,2022,9
NO5,6.90344663529442,5.42560197176497,mean,2022-08-31,2022,9
NO5,6.89583889806847,5.41875500826162,median,2022-08-31,2022,9
NO5,3.90831250589143,2.72998125530229,quantile_0.005,2022-08-31,2022,9
NO5,4.53993832791552,3.29844449512396,quantile_0.025,2022-08-31,2022,9
NO5,4.91401823694025,3.63511641324622,quantile_0.05,2022-08-31,2022,9
NO5,5.31719969996969,3.99797972997272,quantile_0.1,2022-08-31,2022,9
NO5,6.07078801103832,4.67620920993448,quantile_0.25,2022-08-31,2022,9
NO5,7.73915574576692,6.17774017119023,quantile_0.75,2022-08-31,2022,9
NO5,8.45959826457626,6.82613843811863,quantile_0.9,2022-08-31,2022,9
NO5,8.90276036173954,7.22498432556559,quantile_0.95,2022-08-31,2022,9
NO5,9.30966599840158,7.59119939856142,quantile_0.975,2022-08-31,2022,9
NO5,10.1654896526348,8.36144068737136,quantile_0.995,2022-08-31,2022,9
NO5,0.188706666666667,0,lower_bound,2022-08-31,2022,9
NO5,5.6612,4.30758,current_mean,2022-08-31,2022,9
NO1,7.44900221497507,5.91660199347753,mean,2022-09-01,2022,9
NO1,7.44694021519404,5.91474619367463,median,2022-09-01,2022,9
NO1,3.80620154492454,2.63808139043208,quantile_0.005,2022-09-01,2022,9
NO1,4.65944594618365,3.40600135156528,quantile_0.025,2022-09-01,2022,9
NO1,5.11639229399337,3.81725306459403,quantile_0.05,2022-09-01,2022,9
NO1,5.61620733404449,4.26708660064004,quantile_0.1,2022-09-01,2022,9
NO1,6.49442884775221,5.05748596297698,quantile_0.25,2022-09-01,2022,9
NO1,8.40217794969239,6.77446015472315,quantile_0.75,2022-09-01,2022,9
NO1,9.30333523762935,7.58550171386642,quantile_0.9,2022-09-01,2022,9
NO1,9.80930842375605,8.04087758138044,quantile_0.95,2022-09-01,2022,9
NO1,10.2782636615221,8.46293729536993,quantile_0.975,2022-09-01,2022,9
NO1,11.11956548858,9.220108939722,quantile_0.995,2022-09-01,2022,9
NO1,0.4173775,0,lower_bound,2022-09-01,2022,9
NO1,6.2606625,4.84709625,current_mean,2022-09-01,2022,9
NO2,7.80271560297919,6.23494404268125,mean,2022-09-01,2022,9
NO2,7.80216951304796,6.23445256174317,median,2022-09-01,2022,9
NO2,4.53804796318841,3.29674316686957,quantile_0.005,2022-09-01,2022,9
NO2,5.32070914109594,4.00113822698635,quantile_0.025,2022-09-01,2022,9
NO2,5.69417046727318,4.33725342054586,quantile_0.05,2022-09-01,2022,9
NO2,6.15794173541796,4.75464756187616,quantile_0.1,2022-09-01,2022,9
NO2,6.96522251281859,5.48120026153674,quantile_0.25,2022-09-01,2022,9
NO2,8.63644656048828,6.98530190443945,quantile_0.75,2022-09-01,2022,9
NO2,9.39160829079088,7.66494746171179,quantile_0.9,2022-09-01,2022,9
NO2,9.88428425300806,8.10835582770725,quantile_0.95,2022-09-01,2022,9
NO2,10.3180919084232,8.49878271758089,quantile_0.975,2022-09-01,2022,9
NO2,11.1160895526634,9.21698059739707,quantile_0.995,2022-09-01,2022,9
NO2,0.4173775,0,lower_bound,2022-09-01,2022,9
NO2,6.2606625,4.84709625,current_mean,2022-09-01,2022,9
NO3,0.904050393642168,0.316072174577061,mean,2022-09-01,2022,9
NO3,0.653140426853106,0,median,2022-09-01,2022,9
NO3,0.0339372417770804,0,quantile_0.005,2022-09-01,2022,9
NO3,0.0410627111601645,0,quantile_0.025,2022-09-01,2022,9
NO3,0.0494935369497787,0,quantile_0.05,2022-09-01,2022,9
NO3,0.0762048559082568,0,quantile_0.1,2022-09-01,2022,9
NO3,0.203516622670366,0,quantile_0.25,2022-09-01,2022,9
NO3,1.40237507599963,0.474637568399665,quantile_0.75,2022-09-01,2022,9
NO3,2.11287537695447,1.11408783925903,quantile_0.9,2022-09-01,2022,9
NO3,2.58518252805448,1.53916427524903,quantile_0.95,2022-09-01,2022,9
NO3,3.01791402733986,1.92862262460587,quantile_0.975,2022-09-01,2022,9
NO3,3.69081052636114,2.53422947372503,quantile_0.995,2022-09-01,2022,9
NO3,0.0314008333333333,0,lower_bound,2022-09-01,2022,9
NO3,0.4710125,0,current_mean,2022-09-01,2022,9
NO4,0.534045086327117,0.109087278436762,mean,2022-09-01,2022,9
NO4,0.324340109780586,0,median,2022-09-01,2022,9
NO4,0.0145833333333333,0,quantile_0.005,2022-09-01,2022,9
NO4,0.0157532328486574,0,quantile_0.025,2022-09-01,2022,9
NO4,0.0179655904205157,0,quantile_0.05,2022-09-01,2022,9
NO4,0.0250348285112685,0,quantile_0.1,2022-09-01,2022,9
NO4,0.0749336121656721,0,quantile_0.25,2022-09-01,2022,9
NO4,0.837767780830216,0,quantile_0.75,2022-09-01,2022,9
NO4,1.35407330328441,0.431165972955972,quantile_0.9,2022-09-01,2022,9
NO4,1.68988503610012,0.733396532490105,quantile_0.95,2022-09-01,2022,9
NO4,1.96382874710403,0.979945872393623,quantile_0.975,2022-09-01,2022,9
NO4,2.57900452105028,1.53360406894525,quantile_0.995,2022-09-01,2022,9
NO4,0.0145833333333333,0,lower_bound,2022-09-01,2022,9
NO4,0.21875,0,current_mean,2022-09-01,2022,9
NO5,5.9291856043419,4.5487670439077,mean,2022-09-01,2022,9
NO5,5.92297566108556,4.543178094977,median,2022-09-01,2022,9
NO5,2.98463760744382,1.89867384669944,quantile_0.005,2022-09-01,2022,9
NO5,3.65381932333442,2.50093739100098,quantile_0.025,2022-09-01,2022,9
NO5,4.0390363303901,2.84763269735109,quantile_0.05,2022-09-01,2022,9
NO5,4.45045621079051,3.21791058971146,quantile_0.1,2022-09-01,2022,9
NO5,5.13593851932053,3.83484466738848,quantile_0.25,2022-09-01,2022,9
NO5,6.72103423328402,5.26143080995561,quantile_0.75,2022-09-01,2022,9
NO5,7.42092382523685,5.89133144271316,quantile_0.9,2022-09-01,2022,9
NO5,7.83947423949445,6.26802681554501,quantile_0.95,2022-09-01,2022,9
NO5,8.20929904617512,6.6008691415576,quantile_0.975,2022-09-01,2022,9
NO5,8.86810646804086,7.19379582123677,quantile_0.995,2022-09-01,2022,9
NO5,0.333902,0,lower_bound,2022-09-01,2022,9
NO5,5.00853,3.720177,current_mean,2022-09-01,2022,9
NO1,6.85278355437937,5.38000519894145,mean,2022-09-02,2022,9
NO1,6.84877503234403,5.37639752910962,median,2022-09-02,2022,9
NO1,3.34129523862524,2.21966571476271,quantile_0.005,2022-09-02,2022,9
NO1,4.16438041266263,2.96044237139636,quantile_0.025,2022-09-02,2022,9
NO1,4.62782317342071,3.37754085607864,quantile_0.05,2022-09-02,2022,9
NO1,5.13714140470223,3.83592726423201,quantile_0.1,2022-09-02,2022,9
NO1,5.96496988714091,4.58097289842682,quantile_0.25,2022-09-02,2022,9
NO1,7.7588235230083,6.19544117070747,quantile_0.75,2022-09-02,2022,9
NO1,8.57828723075686,6.93295850768118,quantile_0.9,2022-09-02,2022,9
NO1,9.05974651319042,7.36627186187138,quantile_0.95,2022-09-02,2022,9
NO1,9.43633148618683,7.70519833756814,quantile_0.975,2022-09-02,2022,9
NO1,10.3839700049121,8.55807300442087,quantile_0.995,2022-09-02,2022,9
NO1,0.577734166666667,0,lower_bound,2022-09-02,2022,9
NO1,5.77734166666667,4.4121075,current_mean,2022-09-02,2022,9
NO2,7.29049859522541,5.77394873570287,mean,2022-09-02,2022,9
NO2,7.29948100576952,5.78203290519257,median,2022-09-02,2022,9
NO2,4.32600253511747,3.10590228160572,quantile_0.005,2022-09-02,2022,9
NO2,4.99824118497737,3.71091706647963,quantile_0.025,2022-09-02,2022,9
NO2,5.31478704986244,3.99580834487619,quantile_0.05,2022-09-02,2022,9
NO2,5.74572485599368,4.38365237039431,quantile_0.1,2022-09-02,2022,9
NO2,6.48451547780582,5.04856393002524,quantile_0.25,2022-09-02,2022,9
NO2,8.07963151071748,6.48416835964573,quantile_0.75,2022-09-02,2022,9
NO2,8.8241108322272,7.15419974900448,quantile_0.9,2022-09-02,2022,9
NO2,9.27228366936189,7.5575553024257,quantile_0.95,2022-09-02,2022,9
NO2,9.66435988237995,7.91042389414196,quantile_0.975,2022-09-02,2022,9
NO2,10.4211876948152,8.59156892533366,quantile_0.995,2022-09-02,2022,9
NO2,0.577734166666667,0,lower_bound,2022-09-02,2022,9
NO2,5.77734166666667,4.4121075,current_mean,2022-09-02,2022,9
NO3,1.02456016481995,0.37456565154224,mean,2022-09-02,2022,9
NO3,0.798859263397582,0,median,2022-09-02,2022,9
NO3,0.0638507484483002,0,quantile_0.005,2022-09-02,2022,9
NO3,0.0757778435525342,0,quantile_0.025,2022-09-02,2022,9
NO3,0.0915096353035389,0,quantile_0.05,2022-09-02,2022,9
NO3,0.12887567825108,0,quantile_0.1,2022-09-02,2022,9
NO3,0.299687797738258,0,quantile_0.25,2022-09-02,2022,9
NO3,1.5463411568166,0.604207041134943,quantile_0.75,2022-09-02,2022,9
NO3,2.26876451196954,1.25438806077259,quantile_0.9,2022-09-02,2022,9
NO3,2.70273503429832,1.64496153086849,quantile_0.95,2022-09-02,2022,9
NO3,3.05733548847784,1.96410193963005,quantile_0.975,2022-09-02,2022,9
NO3,3.76516322208166,2.6011468998735,quantile_0.995,2022-09-02,2022,9
NO3,0.0548404166666667,0,lower_bound,2022-09-02,2022,9
NO3,0.548404166666667,0,current_mean,2022-09-02,2022,9
NO4,0.512742798412264,0.0939984898615334,mean,2022-09-02,2022,9
NO4,0.323684752421394,0,median,2022-09-02,2022,9
NO4,0.0203875,0,quantile_0.005,2022-09-02,2022,9
NO4,0.02186694188044,0,quantile_0.025,2022-09-02,2022,9
NO4,0.0241718667904838,0,quantile_0.05,2022-09-02,2022,9
NO4,0.0313979571978015,0,quantile_0.1,2022-09-02,2022,9
NO4,0.0861189217293467,0,quantile_0.25,2022-09-02,2022,9
NO4,0.794009853943418,0,quantile_0.75,2022-09-02,2022,9
NO4,1.29689569715071,0.379706127435642,quantile_0.9,2022-09-02,2022,9
NO4,1.6015584303071,0.653902587276387,quantile_0.95,2022-09-02,2022,9
NO4,1.85823094177918,0.884907847601265,quantile_0.975,2022-09-02,2022,9
NO4,2.37969143597499,1.35422229237749,quantile_0.995,2022-09-02,2022,9
NO4,0.0203875,0,lower_bound,2022-09-02,2022,9
NO4,0.203875,0,current_mean,2022-09-02,2022,9
NO5,5.4660038354889,4.13190345193999,mean,2022-09-02,2022,9
NO5,5.46882234101908,4.13444010691717,median,2022-09-02,2022,9
NO5,2.57255380324878,1.5277984229239,quantile_0.005,2022-09-02,2022,9
NO5,3.2732206806186,2.15839861255674,quantile_0.025,2022-09-02,2022,9
NO5,3.66363095456764,2.50976785911088,quantile_0.05,2022-09-02,2022,9
NO5,4.08022156760733,2.88469941084659,quantile_0.1,2022-09-02,2022,9
NO5,4.7250819200554,3.46507372804986,quantile_0.25,2022-09-02,2022,9
NO5,6.21351917028638,4.80466725325774,quantile_0.75,2022-09-02,2022,9
NO5,6.86218452190818,5.38846606971737,quantile_0.9,2022-09-02,2022,9
NO5,7.2363630968313,5.72522678714817,quantile_0.95,2022-09-02,2022,9
NO5,7.60455122131372,6.05659609918235,quantile_0.975,2022-09-02,2022,9
NO5,8.26686681413783,6.65268013272405,quantile_0.995,2022-09-02,2022,9
NO5,0.462187333333333,0,lower_bound,2022-09-02,2022,9
NO5,4.62187333333333,3.372186,current_mean,2022-09-02,2022,9
NO1,5.94926374634295,4.56683737170862,mean,2022-09-03,2022,9
NO1,5.95225709161665,4.56953138245499,median,2022-09-03,2022,9
NO1,2.64699052616883,1.59479147355195,quantile_0.005,2022-09-03,2022,9
NO1,3.47308092450706,2.33827283205636,quantile_0.025,2022-09-03,2022,9
NO1,3.8908888445709,2.71429996011381,quantile_0.05,2022-09-03,2022,9
NO1,4.33431089065668,3.11337980159101,quantile_0.1,2022-09-03,2022,9
NO1,5.09127315311455,3.79464583780309,quantile_0.25,2022-09-03,2022,9
NO1,6.81251661152676,5.34376495037409,quantile_0.75,2022-09-03,2022,9
NO1,7.55931091108083,6.01587981997275,quantile_0.9,2022-09-03,2022,9
NO1,8.04040740238459,6.44886666214613,quantile_0.95,2022-09-03,2022,9
NO1,8.44414262115972,6.81222835904375,quantile_0.975,2022-09-03,2022,9
NO1,9.1622240796124,7.45850167165116,quantile_0.995,2022-09-03,2022,9
NO1,0.705902083333333,0,lower_bound,2022-09-03,2022,9
NO1,5.294265625,3.9773390625,current_mean,2022-09-03,2022,9
NO2,6.50042897383959,5.06288607645561,mean,2022-09-03,2022,9
NO2,6.50474545111665,5.06677090600499,median,2022-09-03,2022,9
NO2,3.58826028963464,2.44193426067117,quantile_0.005,2022-09-03,2022,9
NO2,4.2842431587088,3.06831884283792,quantile_0.025,2022-09-03,2022,9
NO2,4.63705656509918,3.38585090858927,quantile_0.05,2022-09-03,2022,9
NO2,5.02963972254227,3.73917575028804,quantile_0.1,2022-09-03,2022,9
NO2,5.72322721831821,4.36340449648639,quantile_0.25,2022-09-03,2022,9
NO2,7.26317812334442,5.74936031100998,quantile_0.75,2022-09-03,2022,9
NO2,7.94676150622123,6.36458535559911,quantile_0.9,2022-09-03,2022,9
NO2,8.36957938281685,6.74512144453517,quantile_0.95,2022-09-03,2022,9
NO2,8.7125291016565,7.05377619149085,quantile_0.975,2022-09-03,2022,9
NO2,9.4320301129251,7.70132710163259,quantile_0.995,2022-09-03,2022,9
NO2,0.705902083333333,0,lower_bound,2022-09-03,2022,9
NO2,5.294265625,3.9773390625,current_mean,2022-09-03,2022,9
NO3,2.06401083479061,1.103931617919,mean,2022-09-03,2022,9
NO3,2.00142310476416,1.01378079428774,median,2022-09-03,2022,9
NO3,0.285686148473018,0,quantile_0.005,2022-09-03,2022,9
NO3,0.423526502417397,0,quantile_0.025,2022-09-03,2022,9
NO3,0.538638438076262,0,quantile_0.05,2022-09-03,2022,9
NO3,0.734395879305644,0,quantile_0.1,2022-09-03,2022,9
NO3,1.26852296443337,0.354170667990033,quantile_0.25,2022-09-03,2022,9
NO3,2.75360299683458,1.69074269715112,quantile_0.75,2022-09-03,2022,9
NO3,3.43937790276271,2.30794011248644,quantile_0.9,2022-09-03,2022,9
NO3,3.85883830300537,2.68545447270483,quantile_0.95,2022-09-03,2022,9
NO3,4.2293214597041,3.01888931373369,quantile_0.975,2022-09-03,2022,9
NO3,4.79429952034245,3.52736956830821,quantile_0.995,2022-09-03,2022,9
NO3,0.125100416666667,0,lower_bound,2022-09-03,2022,9
NO3,0.938253125,0.0569278125,current_mean,2022-09-03,2022,9
NO4,0.486837292858632,0.0825519955224065,mean,2022-09-03,2022,9
NO4,0.298283495612051,0,median,2022-09-03,2022,9
NO4,0.0261716666666667,0,quantile_0.005,2022-09-03,2022,9
NO4,0.0273627269104582,0,quantile_0.025,2022-09-03,2022,9
NO4,0.0291053919084794,0,quantile_0.05,2022-09-03,2022,9
NO4,0.0349407512608565,0,quantile_0.1,2022-09-03,2022,9
NO4,0.0817225398514894,0,quantile_0.25,2022-09-03,2022,9
NO4,0.74786476955169,0,quantile_0.75,2022-09-03,2022,9
NO4,1.23339906833505,0.322559161501545,quantile_0.9,2022-09-03,2022,9
NO4,1.53423701129872,0.593313310168846,quantile_0.95,2022-09-03,2022,9
NO4,1.79171358021175,0.825042222190575,quantile_0.975,2022-09-03,2022,9
NO4,2.34855997513105,1.32620397761795,quantile_0.995,2022-09-03,2022,9
NO4,0.0261716666666667,0,lower_bound,2022-09-03,2022,9
NO4,0.1962875,0,current_mean,2022-09-03,2022,9
NO5,4.73598783135827,3.47488904822245,mean,2022-09-03,2022,9
NO5,4.73668592469151,3.47551733222236,median,2022-09-03,2022,9
NO5,2.11316721302442,1.11435049172198,quantile_0.005,2022-09-03,2022,9
NO5,2.70493422634438,1.64694080370994,quantile_0.025,2022-09-03,2022,9
NO5,3.03350257851289,1.9426523206616,quantile_0.05,2022-09-03,2022,9
NO5,3.40719575674868,2.27897618107381,quantile_0.1,2022-09-03,2022,9
NO5,4.02568774640741,2.83561897176667,quantile_0.25,2022-09-03,2022,9
NO5,5.44002313823367,4.1085208244103,quantile_0.75,2022-09-03,2022,9
NO5,6.06458407794643,4.67062567015179,quantile_0.9,2022-09-03,2022,9
NO5,6.45207528002287,5.01936775202058,quantile_0.95,2022-09-03,2022,9
NO5,6.79708486012235,5.32987637411011,quantile_0.975,2022-09-03,2022,9
NO5,7.48094422225048,5.94534980002543,quantile_0.995,2022-09-03,2022,9
NO5,0.564721666666667,0,lower_bound,2022-09-03,2022,9
NO5,4.2354125,3.02437125,current_mean,2022-09-03,2022,9
NO1,6.04492725056568,4.65293452550911,mean,2022-09-04,2022,9
NO1,6.05038476402903,4.65784628762613,median,2022-09-04,2022,9
NO1,2.95504025876096,1.87203623288486,quantile_0.005,2022-09-04,2022,9
NO1,3.71220051557899,2.55348046402109,quantile_0.025,2022-09-04,2022,9
NO1,4.05542214511062,2.86237993059956,quantile_0.05,2022-09-04,2022,9
NO1,4.51497733971271,3.27597960574144,quantile_0.1,2022-09-04,2022,9
NO1,5.24072671996853,3.92915404797168,quantile_0.25,2022-09-04,2022,9
NO1,6.84140890904295,5.36976801813866,quantile_0.75,2022-09-04,2022,9
NO1,7.56990234047586,6.02541210642827,quantile_0.9,2022-09-04,2022,9
NO1,8.03903589260877,6.44763230334789,quantile_0.95,2022-09-04,2022,9
NO1,8.40178355368867,6.7741051983198,quantile_0.975,2022-09-04,2022,9
NO1,9.21988756376349,7.51039880738714,quantile_0.995,2022-09-04,2022,9
NO1,0.86785125,0,lower_bound,2022-09-04,2022,9
NO1,5.2071075,3.89889675,current_mean,2022-09-04,2022,9
NO2,6.3631221448747,4.93930993038722,mean,2022-09-04,2022,9
NO2,6.37100312765473,4.94640281488926,median,2022-09-04,2022,9
NO2,3.68166912985572,2.52600221687014,quantile_0.005,2022-09-04,2022,9
NO2,4.29705268090305,3.07984741281275,quantile_0.025,2022-09-04,2022,9
NO2,4.62384230383071,3.37395807344764,quantile_0.05,2022-09-04,2022,9
NO2,4.97587268792049,3.69078541912844,quantile_0.1,2022-09-04,2022,9
NO2,5.61684130731939,4.26765717658745,quantile_0.25,2022-09-04,2022,9
NO2,7.07824054846699,5.58291649362029,quantile_0.75,2022-09-04,2022,9
NO2,7.72490164051487,6.16491147646339,quantile_0.9,2022-09-04,2022,9
NO2,8.11128517455484,6.51265665709935,quantile_0.95,2022-09-04,2022,9
NO2,8.47307839889613,6.83827055900652,quantile_0.975,2022-09-04,2022,9
NO2,9.2481976953157,7.53587792578413,quantile_0.995,2022-09-04,2022,9
NO2,0.86785125,0,lower_bound,2022-09-04,2022,9
NO2,5.2071075,3.89889675,current_mean,2022-09-04,2022,9
NO3,1.79348720662792,0.874495001265411,mean,2022-09-04,2022,9
NO3,1.71278049559162,0.754002446032455,median,2022-09-04,2022,9
NO3,0.289131368257647,0,quantile_0.005,2022-09-04,2022,9
NO3,0.374666144183687,0,quantile_0.025,2022-09-04,2022,9
NO3,0.473712719294161,0,quantile_0.05,2022-09-04,2022,9
NO3,0.614966577429766,0,quantile_0.1,2022-09-04,2022,9
NO3,1.04455348756966,0.152598138812694,quantile_0.25,2022-09-04,2022,9
NO3,2.43119897526599,1.40057907773939,quantile_0.75,2022-09-04,2022,9
NO3,3.05945546680413,1.96600992012372,quantile_0.9,2022-09-04,2022,9
NO3,3.43050483515932,2.29995435164339,quantile_0.95,2022-09-04,2022,9
NO3,3.78355415288712,2.61769873759841,quantile_0.975,2022-09-04,2022,9
NO3,4.4185693941845,3.18921245476605,quantile_0.995,2022-09-04,2022,9
NO3,0.187252916666667,0,lower_bound,2022-09-04,2022,9
NO3,1.1235175,0.22366575,current_mean,2022-09-04,2022,9
NO4,0.439045578979389,0.062953135272345,mean,2022-09-04,2022,9
NO4,0.257553895774093,0,median,2022-09-04,2022,9
NO4,0.031985,0,quantile_0.005,2022-09-04,2022,9
NO4,0.0324221969318514,0,quantile_0.025,2022-09-04,2022,9
NO4,0.0335500602718683,0,quantile_0.05,2022-09-04,2022,9
NO4,0.0383542919184293,0,quantile_0.1,2022-09-04,2022,9
NO4,0.0747095694251413,0,quantile_0.25,2022-09-04,2022,9
NO4,0.672594977983163,0,quantile_0.75,2022-09-04,2022,9
NO4,1.14513009759722,0.243117087837494,quantile_0.9,2022-09-04,2022,9
NO4,1.41538896309662,0.486350066786961,quantile_0.95,2022-09-04,2022,9
NO4,1.64227516064063,0.690547644576566,quantile_0.975,2022-09-04,2022,9
NO4,2.03630890537523,1.04517801483771,quantile_0.995,2022-09-04,2022,9
NO4,0.031985,0,lower_bound,2022-09-04,2022,9
NO4,0.19191,0,current_mean,2022-09-04,2022,9
NO5,4.83778580410456,3.56650722369411,mean,2022-09-04,2022,9
NO5,4.83041661668765,3.55987495501888,median,2022-09-04,2022,9
NO5,2.32301280846444,1.303211527618,quantile_0.005,2022-09-04,2022,9
NO5,2.95443370650808,1.87149033585727,quantile_0.025,2022-09-04,2022,9
NO5,3.23890730342897,2.12751657308607,quantile_0.05,2022-09-04,2022,9
NO5,3.59458194993006,2.44762375493706,quantile_0.1,2022-09-04,2022,9
NO5,4.18202581498464,2.97632323348618,quantile_0.25,2022-09-04,2022,9
NO5,5.48184740668347,4.14616266601512,quantile_0.75,2022-09-04,2022,9
NO5,6.09898831112984,4.70158948001685,quantile_0.9,2022-09-04,2022,9
NO5,6.46179442734579,5.02811498461121,quantile_0.95,2022-09-04,2022,9
NO5,6.80627896947139,5.33815107252425,quantile_0.975,2022-09-04,2022,9
NO5,7.39691871436326,5.86972684292693,quantile_0.995,2022-09-04,2022,9
NO5,0.694281,0,lower_bound,2022-09-04,2022,9
NO5,4.165686,2.9616174,current_mean,2022-09-04,2022,9
NO1,5.96887730061336,4.58448957055202,mean,2022-09-05,2022,9
NO1,5.96389219057118,4.58000297151407,median,2022-09-05,2022,9
NO1,3.14017753557326,2.03865978201593,quantile_0.005,2022-09-05,2022,9
NO1,3.75477050977921,2.59179345880129,quantile_0.025,2022-09-05,2022,9
NO1,4.09671226499908,2.89954103849917,quantile_0.05,2022-09-05,2022,9
NO1,4.52768184766557,3.28741366289902,quantile_0.1,2022-09-05,2022,9
NO1,5.2186256409276,3.90926307683484,quantile_0.25,2022-09-05,2022,9
NO1,6.72153685738992,5.26188317165093,quantile_0.75,2022-09-05,2022,9
NO1,7.40896340153694,5.88056706138324,quantile_0.9,2022-09-05,2022,9
NO1,7.81819546139161,6.24887591525245,quantile_0.95,2022-09-05,2022,9
NO1,8.20934282731087,6.60090854457978,quantile_0.975,2022-09-05,2022,9
NO1,8.93174010937944,7.2510660984415,quantile_0.995,2022-09-05,2022,9
NO1,1.03802916666667,0.14672625,lower_bound,2022-09-05,2022,9
NO1,5.19014583333333,3.88363125,current_mean,2022-09-05,2022,9
NO2,6.1695951033839,4.76513559304548,mean,2022-09-05,2022,9
NO2,6.18836494921563,4.78202845429407,median,2022-09-05,2022,9
NO2,3.55701066021539,2.41380959419385,quantile_0.005,2022-09-05,2022,9
NO2,4.15770703288286,2.95443632959457,quantile_0.025,2022-09-05,2022,9
NO2,4.50561852327601,3.26755667094841,quantile_0.05,2022-09-05,2022,9
NO2,4.87166391476229,3.59699752328606,quantile_0.1,2022-09-05,2022,9
NO2,5.48859009019138,4.15223108117224,quantile_0.25,2022-09-05,2022,9
NO2,6.83938241663427,5.36794417497084,quantile_0.75,2022-09-05,2022,9
NO2,7.46423840514816,5.93031456463334,quantile_0.9,2022-09-05,2022,9
NO2,7.8395637053916,6.26810733485244,quantile_0.95,2022-09-05,2022,9
NO2,8.14507774833959,6.54306997350563,quantile_0.975,2022-09-05,2022,9
