postnr,nettselskap,prisomraade,intersection_area
4825,AGDER ENERGI NETT AS,NO 2,1912822.56795003
4827,AGDER ENERGI NETT AS,NO 2,66370003.7444979
4828,AGDER ENERGI NETT AS,NO 2,82807435.3837496
4830,AGDER ENERGI NETT AS,NO 2,76649054.5651492
4832,AGDER ENERGI NETT AS,NO 2,122631893.728102
4834,AGDER ENERGI NETT AS,NO 2,220300435.453599
4836,AGDER ENERGI NETT AS,NO 2,770641.548850042
4838,AGDER ENERGI NETT AS,NO 2,767194.220949819
4839,AGDER ENERGI NETT AS,NO 2,1093542.32455004
4841,AGDER ENERGI NETT AS,NO 2,2088895.56905073
4842,AGDER ENERGI NETT AS,NO 2,2844792.9284493
4843,AGDER ENERGI NETT AS,NO 2,1660169.76469988
4844,AGDER ENERGI NETT AS,NO 2,1552291.65034972
4846,AGDER ENERGI NETT AS,NO 2,2909287.52370015
4847,AGDER ENERGI NETT AS,NO 2,1103348.18290008
4848,AGDER ENERGI NETT AS,NO 2,35525147.03865
4849,AGDER ENERGI NETT AS,NO 2,65718915.7511494
4863,AGDER ENERGI NETT AS,NO 2,13002892.7965512
4865,AGDER ENERGI NETT AS,NO 2,682093591.516473
4865,VEST-TELEMARK KRAFTLAG NETT AS,NO 2,26156181.326333
4868,AGDER ENERGI NETT AS,NO 2,132409028.244403
4869,AGDER ENERGI NETT AS,NO 2,316063137.534002
4870,AGDER ENERGI NETT AS,NO 2,63456690.3006018
4876,AGDER ENERGI NETT AS,NO 2,1339267.02905
4877,AGDER ENERGI NETT AS,NO 2,1798685.89764997
4878,AGDER ENERGI NETT AS,NO 2,3842527.82385039
4879,AGDER ENERGI NETT AS,NO 2,6416013.72584985
4885,AGDER ENERGI NETT AS,NO 2,181984479.051898
4886,AGDER ENERGI NETT AS,NO 2,201337767.547249
4887,AGDER ENERGI NETT AS,NO 2,38048143.1508
4888,AGDER ENERGI NETT AS,NO 2,73912424.2099512
4900,AGDER ENERGI NETT AS,NO 2,9762047.75534947
4903,AGDER ENERGI NETT AS,NO 2,28613083.1260993
4904,AGDER ENERGI NETT AS,NO 2,45892455.9206006
4905,AGDER ENERGI NETT AS,NO 2,46856425.3189994
4909,AGDER ENERGI NETT AS,NO 2,18902830.3650502
4910,AGDER ENERGI NETT AS,NO 2,49485682.3594507
4912,AGDER ENERGI NETT AS,NO 2,16157544.938
4915,AGDER ENERGI NETT AS,NO 2,99462399.0739512
4916,AGDER ENERGI NETT AS,NO 2,6634384.55234994
4920,AGDER ENERGI NETT AS,NO 2,52782228.1756491
4934,AGDER ENERGI NETT AS,NO 2,49594200.2611001
4950,AGDER ENERGI NETT AS,NO 2,145089906.343144
4950,VESTMAR NETT AS,NO 2,122905.886509272
4956,AGDER ENERGI NETT AS,NO 2,9075368.67800017
4957,AGDER ENERGI NETT AS,NO 2,94065133.0471989
4980,AGDER ENERGI NETT AS,NO 2,218085511.384593
4980,VEST-TELEMARK KRAFTLAG NETT AS,NO 2,6521.67881202369
4985,AGDER ENERGI NETT AS,NO 2,324120528.317402
4990,AGDER ENERGI NETT AS,NO 2,115031392.306316
4990,VESTMAR NETT AS,NO 2,4082018.94308414
4993,AGDER ENERGI NETT AS,NO 2,105347942.428641
4993,VESTMAR NETT AS,NO 2,126.268637442961
4994,AGDER ENERGI NETT AS,NO 2,14085348.5741998
5003,BKK NETT AS,NO 5,683947.199250018
5004,BKK NETT AS,NO 5,222132.413949963
5005,BKK NETT AS,NO 5,814646.113164157
5005,NORGESNETT AS,NO 5,22046.3559362973
5006,BKK NETT AS,NO 5,753644.791300127
5007,BKK NETT AS,NO 5,237594.105450023
5008,BKK NETT AS,NO 5,361736.286599992
5009,BKK NETT AS,NO 5,1035139.65494995
5010,BKK NETT AS,NO 5,1155095.38605991
5010,NORGESNETT AS,NO 5,28318.110189952
5011,BKK NETT AS,NO 5,363550.982049752
5011,NORGESNETT AS,NO 5,13732.6061999365
5012,BKK NETT AS,NO 5,55405.4223000009
5013,BKK NETT AS,NO 5,51057.0540000466
5014,BKK NETT AS,NO 5,18106068.2433993
5015,BKK NETT AS,NO 5,423210.696400191
5016,BKK NETT AS,NO 5,83016.145349975
5017,BKK NETT AS,NO 5,103438.333100008
5018,BKK NETT AS,NO 5,168923.794749959
5019,BKK NETT AS,NO 5,713916.32029994
5021,BKK NETT AS,NO 5,175778.881550104
5022,BKK NETT AS,NO 5,579778.609650118
5031,BKK NETT AS,NO 5,77161.1379000227
5032,BKK NETT AS,NO 5,82641.726749945
5033,BKK NETT AS,NO 5,85131.4015000168
5034,BKK NETT AS,NO 5,318026.824949895
5035,BKK NETT AS,NO 5,1196370.38845011
5036,BKK NETT AS,NO 5,455963.433449883
5037,BKK NETT AS,NO 5,277644.3876001
5038,BKK NETT AS,NO 5,734743.165200022
5039,BKK NETT AS,NO 5,2527695.53885043
5041,BKK NETT AS,NO 5,27341.8303500366
5042,BKK NETT AS,NO 5,1918016.75804966
5043,BKK NETT AS,NO 5,1621429.26064979
5045,BKK NETT AS,NO 5,69329.3564999949
5052,BKK NETT AS,NO 5,348001.098799872
5053,BKK NETT AS,NO 5,366533.830600038
5054,BKK NETT AS,NO 5,125180.714749948
5055,BKK NETT AS,NO 5,396879.544750055
5056,BKK NETT AS,NO 5,519832.35695003
5057,BKK NETT AS,NO 5,197781.969450166
5058,BKK NETT AS,NO 5,318530.653349809
5059,BKK NETT AS,NO 5,127988.590649991
5063,BKK NETT AS,NO 5,595406.876900064
5067,BKK NETT AS,NO 5,480810.361049885
5068,BKK NETT AS,NO 5,350878.15430012
5072,BKK NETT AS,NO 5,962063.663300106
5073,BKK NETT AS,NO 5,1129520.58539965
5075,BKK NETT AS,NO 5,68018.3617500342
5081,BKK NETT AS,NO 5,543278.09830004
5082,BKK NETT AS,NO 5,44100.3514499712
5089,BKK NETT AS,NO 5,290187.152550046
5093,BKK NETT AS,NO 5,370200.086799958
5094,BKK NETT AS,NO 5,423458.122399955
5096,BKK NETT AS,NO 5,3002365.27295054
5097,BKK NETT AS,NO 5,1335237.23549983
5098,BKK NETT AS,NO 5,565661.673199943
5099,BKK NETT AS,NO 5,2379534.96035003
5101,BKK NETT AS,NO 5,2319244.36614998
5104,BKK NETT AS,NO 5,979728.150349894
5105,BKK NETT AS,NO 5,7107898.70850059
5106,BKK NETT AS,NO 5,7580796.29805032
5107,BKK NETT AS,NO 5,3162601.96840001
5108,BKK NETT AS,NO 5,10733943.3525999
5109,BKK NETT AS,NO 5,6037712.88120005
5111,BKK NETT AS,NO 5,8486167.73294925
5113,BKK NETT AS,NO 5,1239843.18634969
5114,BKK NETT AS,NO 5,2824050.06578466
5114,NORGESNETT AS,NO 5,131.011515467853
5115,BKK NETT AS,NO 5,1703318.22950023
5116,BKK NETT AS,NO 5,631146.799700133
5117,BKK NETT AS,NO 5,625734.728999997
5118,BKK NETT AS,NO 5,319391.701550247
5119,BKK NETT AS,NO 5,660704.25955024
5121,BKK NETT AS,NO 5,246535.49869991
5122,BKK NETT AS,NO 5,812926.817399997
5124,BKK NETT AS,NO 5,3443768.45005901
5124,NORGESNETT AS,NO 5,169675.626089933
5130,BKK NETT AS,NO 5,728174.875099778
5131,BKK NETT AS,NO 5,16484939.1666499
5132,BKK NETT AS,NO 5,2855216.7539997
5134,BKK NETT AS,NO 5,1115617.67434978
5135,BKK NETT AS,NO 5,1262844.4462505
5136,BKK NETT AS,NO 5,3767759.54928865
5136,NORGESNETT AS,NO 5,193774.822661992
5137,BKK NETT AS,NO 5,4413409.62650034
5141,BKK NETT AS,NO 5,2574399.27404979
5142,BKK NETT AS,NO 5,1495349.47040006
5143,BKK NETT AS,NO 5,1422926.59910001
5144,BKK NETT AS,NO 5,560151.132500127
5144,BKK NETT AS,NO 5,64880.2452499457
5145,BKK NETT AS,NO 5,2368393.56915012
5146,BKK NETT AS,NO 5,6388645.45240009
5147,BKK NETT AS,NO 5,217631.528949979
5147,BKK NETT AS,NO 5,161345.15174996
5148,BKK NETT AS,NO 5,1131790.27550002
5151,BKK NETT AS,NO 5,2255706.54185021
5152,BKK NETT AS,NO 5,2408989.88030005
5153,BKK NETT AS,NO 5,825741.383249942
5154,BKK NETT AS,NO 5,694605.007350027
5155,BKK NETT AS,NO 5,2078712.60440027
5160,BKK NETT AS,NO 5,1695566.04978803
5160,NORGESNETT AS,NO 5,69472.3035625191
5161,BKK NETT AS,NO 5,1285845.95134973
5162,BKK NETT AS,NO 5,475490.418700305
5163,BKK NETT AS,NO 5,1036458.06547475
5163,NORGESNETT AS,NO 5,116270.340474971
5164,BKK NETT AS,NO 5,4018187.79774945
5165,BKK NETT AS,NO 5,4027458.1314751
5165,NORGESNETT AS,NO 5,408371.63792515
5170,BKK NETT AS,NO 5,1975293.01530031
5171,BKK NETT AS,NO 5,2518354.11854984
5172,BKK NETT AS,NO 5,698953.53775
5173,BKK NETT AS,NO 5,5450120.78904974
5174,BKK NETT AS,NO 5,5779294.64940003
5176,BKK NETT AS,NO 5,332844.098300006
5177,BKK NETT AS,NO 5,20409973.6015997
5178,BKK NETT AS,NO 5,3079158.19594989
5179,BKK NETT AS,NO 5,9454322.19326785
5179,NORGESNETT AS,NO 5,30857.2511317065
5183,BKK NETT AS,NO 5,521066.014649846
5184,BKK NETT AS,NO 5,1459854.65595018
5200,BKK NETT AS,NO 5,8665185.94400094
5208,BKK NETT AS,NO 5,34712844.495749
5208,BKK NETT AS,NO 2,2352695.34558156
5208,LYSNA AS,NO 2,237115.8241698
5209,BKK NETT AS,NO 5,14052112.8008085
5209,LYSNA AS,NO 2,98612.2111736157
5210,BKK NETT AS,NO 5,12600712.5225505
5211,BKK NETT AS,NO 5,65672295.6099384
5211,LYSNA AS,NO 2,890513.312328636
5212,BKK NETT AS,NO 5,22363729.29185
5215,BKK NETT AS,NO 5,25368314.5824999
5216,BKK NETT AS,NO 5,16693440.5391302
5216,HAVNETT AS,NO 2,539602.393702275
5216,BKK NETT AS,NO 2,29391.3205570912
5217,BKK NETT AS,NO 5,17701490.3097515
5218,BKK NETT AS,NO 5,30641772.2477643
5218,HAVNETT AS,NO 2,2663160.10424909
5221,BKK NETT AS,NO 5,2616420.21889963
5222,BKK NETT AS,NO 5,532783.768950134
5223,BKK NETT AS,NO 5,902886.397400105
5224,BKK NETT AS,NO 5,1229286.48365016
5225,BKK NETT AS,NO 5,1645047.15874995
5226,BKK NETT AS,NO 5,26413915.3758002
5227,BKK NETT AS,NO 5,2319410.67894991
5228,BKK NETT AS,NO 5,755087.284499904
5229,BKK NETT AS,NO 5,71808754.5776999
5230,BKK NETT AS,NO 5,824964.813699925
5231,BKK NETT AS,NO 5,1064350.91320019
5232,BKK NETT AS,NO 5,3168768.16345046
5235,BKK NETT AS,NO 5,1850420.34164992
5236,BKK NETT AS,NO 5,1259973.01004994
5237,BKK NETT AS,NO 5,838997.380000085
5238,BKK NETT AS,NO 5,3524738.18224971
5239,BKK NETT AS,NO 5,8600599.57474999
5243,BKK NETT AS,NO 5,16860532.9774998
5244,BKK NETT AS,NO 5,41614371.6234501
5251,BKK NETT AS,NO 5,3442756.55669995
5252,BKK NETT AS,NO 5,8070450.26820039
5253,BKK NETT AS,NO 5,756165.753749929
5254,BKK NETT AS,NO 5,1854910.06244963
5257,BKK NETT AS,NO 5,2769715.29809982
5258,BKK NETT AS,NO 5,26185477.4425517
5259,BKK NETT AS,NO 5,23307512.9844991
5260,BKK NETT AS,NO 5,3645054.27400003
5261,BKK NETT AS,NO 5,5109258.45445043
5262,BKK NETT AS,NO 5,3989464.56594975
5263,BKK NETT AS,NO 5,27383500.9055499
5264,BKK NETT AS,NO 5,18490930.68275
5265,BKK NETT AS,NO 5,19358612.6036494
5267,BKK NETT AS,NO 5,5349924.76615026
5268,BKK NETT AS,NO 5,36699009.8412
5281,BKK NETT AS,NO 5,62148038.4340492
5282,BKK NETT AS,NO 5,73427118.0205997
5283,BKK NETT AS,NO 5,25270378.9521004
5284,BKK NETT AS,NO 5,37023401.8377505
5285,BKK NETT AS,NO 5,90702998.1311018
5286,BKK NETT AS,NO 5,43923260.0578005
5300,NORGESNETT AS,NO 5,3039084.28698398
5300,BKK NETT AS,NO 5,55160.3477660979
5301,NORGESNETT AS,NO 5,602712.539750102
5302,NORGESNETT AS,NO 5,7966298.34908277
5302,BKK NETT AS,NO 5,193122.442217077
5303,NORGESNETT AS,NO 5,5747204.00039761
5303,BKK NETT AS,NO 5,83780.69050156
5304,NORGESNETT AS,NO 5,7979597.55587788
5304,BKK NETT AS,NO 5,862.083172269166
5305,NORGESNETT AS,NO 5,10333874.5105377
5305,BKK NETT AS,NO 5,280079.65631208
5306,NORGESNETT AS,NO 5,5170027.11657215
5306,BKK NETT AS,NO 5,27081.2670275926
5307,NORGESNETT AS,NO 5,30225863.3940069
5307,BKK NETT AS,NO 5,141015.190993113
5308,NORGESNETT AS,NO 5,6327776.34174978
5309,NORGESNETT AS,NO 5,1409518.82074984
5310,NORGESNETT AS,NO 5,52791469.0402477
5310,BKK NETT AS,NO 5,250487.85545294
5314,NORGESNETT AS,NO 5,54174281.9953429
5314,BKK NETT AS,NO 5,1129869.06400566
5315,NORGESNETT AS,NO 5,29885258.1492854
5315,BKK NETT AS,NO 5,1219091.13431379
5334,BKK NETT AS,NO 5,78847660.3201994
5335,BKK NETT AS,NO 5,135147586.709251
5336,BKK NETT AS,NO 5,75001321.7036836
5336,NORGESNETT AS,NO 5,812973.505626929
5337,BKK NETT AS,NO 5,207402790.269135
5337,NORGESNETT AS,NO 5,968168.695598811
5347,BKK NETT AS,NO 5,2058278.24630025
5350,BKK NETT AS,NO 5,6209987.17225043
5353,BKK NETT AS,NO 5,5552108.8571
5354,BKK NETT AS,NO 5,16326228.2879654
5354,NORGESNETT AS,NO 5,259025.65803578
5355,BKK NETT AS,NO 5,4607263.57534559
5355,NORGESNETT AS,NO 5,2425.43870425504
5357,BKK NETT AS,NO 5,188067922.430151
5360,BKK NETT AS,NO 5,36750923.3615596
5363,BKK NETT AS,NO 5,163313859.745934
5363,NORGESNETT AS,NO 5,68688.1836170846
5365,BKK NETT AS,NO 5,22966989.1187506
5366,BKK NETT AS,NO 5,4672388.71975016
5378,BKK NETT AS,NO 5,37647279.5976592
5378,HAVNETT AS,NO 2,919670.096353393
5379,BKK NETT AS,NO 5,107895624.091757
5379,HAVNETT AS,NO 2,3467089.01680447
5380,BKK NETT AS,NO 5,46260527.7259523
5381,BKK NETT AS,NO 5,82809960.4677988
5382,BKK NETT AS,NO 5,40308692.6855996
5384,HAVNETT AS,NO 2,69193734.0989425
5384,BKK NETT AS,NO 5,1475378.3731416
5385,HAVNETT AS,NO 2,59328354.4577749
5385,BKK NETT AS,NO 5,214055.490782877
5387,HAVNETT AS,NO 2,92075000.1658022
5388,HAVNETT AS,NO 2,29793850.7598462
5392,HAVNETT AS,NO 2,57699299.4454156
5392,BKK NETT AS,NO 2,243141.864834494
5394,HAVNETT AS,NO 2,34892456.1453996
5396,HAVNETT AS,NO 2,35968651.0602838
5396,BKK NETT AS,NO 2,463761.399421259
5396,FAGNE AS,NO 2,339838.128694363
5397,HAVNETT AS,NO 2,63461764.5982718
5397,FAGNE AS,NO 2,923270.727879481
5398,HAVNETT AS,NO 2,133112232.015002
5410,FAGNE AS,NO 2,50225979.5328204
5410,BØMLO KRAFTNETT AS,NO 2,618258.807678898
5411,FAGNE AS,NO 2,10222236.8185004
5412,FAGNE AS,NO 2,25620444.7557965
5412,BØMLO KRAFTNETT AS,NO 2,1200403.95925444
5413,FAGNE AS,NO 2,36770942.98384
5413,BKK NETT AS,NO 2,584898.769660348
5414,FAGNE AS,NO 2,75745809.0697299
5414,BKK NETT AS,NO 2,478732.760720499
5415,FAGNE AS,NO 2,11868262.6864002
5416,FAGNE AS,NO 2,14861520.1230006
5417,FAGNE AS,NO 2,7062939.47424942
5419,FAGNE AS,NO 2,194297299.712954
5419,HAVNETT AS,NO 2,671756.858089281
5419,BKK NETT AS,NO 2,55634.2113319918
5419,BØMLO KRAFTNETT AS,NO 2,3073.44042394683
5420,BØMLO KRAFTNETT AS,NO 2,42637634.8151816
5420,FAGNE AS,NO 2,84834.0261684424
5423,FAGNE AS,NO 2,124407315.087062
5423,HAVNETT AS,NO 2,7679150.61051587
5423,BØMLO KRAFTNETT AS,NO 2,37352.2783203812
5427,BØMLO KRAFTNETT AS,NO 2,141551049.997469
5427,FAGNE AS,NO 2,1375219.31848413
5428,BØMLO KRAFTNETT AS,NO 2,18069645.2082058
5428,FAGNE AS,NO 2,211649.258144149
5430,BØMLO KRAFTNETT AS,NO 2,126483019.074796
5437,BØMLO KRAFTNETT AS,NO 2,158760513.768554
5437,FAGNE AS,NO 2,140191.220948503
5440,BØMLO KRAFTNETT AS,NO 2,76865894.0210983
5440,FAGNE AS,NO 2,7596642.66225196
5443,BØMLO KRAFTNETT AS,NO 2,170964433.500766
5443,FAGNE AS,NO 2,4442110.35418502
5444,BØMLO KRAFTNETT AS,NO 2,168691231.862746
5444,FAGNE AS,NO 2,4247.24490278904
5450,BKK NETT AS,NO 2,25162912.4718295
5450,FAGNE AS,NO 2,1284773.14952149
5451,BKK NETT AS,NO 2,36741313.4462229
5451,FAGNE AS,NO 2,286613.492476912
5452,BKK NETT AS,NO 2,9240991.3097709
5452,FAGNE AS,NO 2,676110.209628664
5453,BKK NETT AS,NO 2,28328173.785736
5453,FAGNE AS,NO 2,418557.028215166
5454,FAGNE AS,NO 2,24223725.0821693
5454,BKK NETT AS,NO 2,355996.060328662
5455,FAGNE AS,NO 2,37250655.6054688
5455,BKK NETT AS,NO 2,1100465.08772944
5457,FAGNE AS,NO 2,30473159.2931835
5457,BKK NETT AS,NO 2,143205.586867146
5458,FAGNE AS,NO 2,25267033.043402
5459,FAGNE AS,NO 2,60653870.1660529
5460,BKK NETT AS,NO 2,42819751.8912994
5462,BKK NETT AS,NO 2,17867202.5458508
5463,BKK NETT AS,NO 2,107464606.044252
5464,BKK NETT AS,NO 2,45937290.9175513
5470,BKK NETT AS,NO 2,113626068.116751
5472,BKK NETT AS,NO 2,3649437.21824979
5473,BKK NETT AS,NO 2,25546177.8902508
5474,BKK NETT AS,NO 2,39915678.7867998
5475,BKK NETT AS,NO 2,162908577.706147
5476,BKK NETT AS,NO 2,194583965.124077
5476,INDRE HORDALAND KRAFTNETT AS,NO 5,154216.025977207
5498,BKK NETT AS,NO 2,175839715.279939
5498,FAGNE AS,NO 2,46716.2270113947
5499,BKK NETT AS,NO 2,59226606.3718231
5499,FAGNE AS,NO 2,545188.763025714
5499,BKK NETT AS,NO 2,18067.2991003925
5514,FAGNE AS,NO 2,59377723.3949997
5515,FAGNE AS,NO 2,6131314.11379987
5516,FAGNE AS,NO 2,1040570.27875034
5517,FAGNE AS,NO 2,983293.401049834
5518,FAGNE AS,NO 2,10149151.3010502
5519,FAGNE AS,NO 2,1376053.88665016
5521,FAGNE AS,NO 2,599393.318750008
5522,FAGNE AS,NO 2,699652.744600075
5523,FAGNE AS,NO 2,1841771.97009996
5525,FAGNE AS,NO 2,281261.393400014
5527,FAGNE AS,NO 2,1046717.58683984
5528,FAGNE AS,NO 2,308396.524900138
5529,FAGNE AS,NO 2,1303602.94955004
5531,FAGNE AS,NO 2,685510.139450066
5532,FAGNE AS,NO 2,1595537.89095003
5533,FAGNE AS,NO 2,5446721.9960999
5534,FAGNE AS,NO 2,1844311.95569969
5535,FAGNE AS,NO 2,1416292.1904998
5536,FAGNE AS,NO 2,610248.090900039
5537,FAGNE AS,NO 2,959454.588900267
5538,FAGNE AS,NO 2,1533649.04634979
5541,FAGNE AS,NO 2,8322819.46954983
5542,FAGNE AS,NO 2,7691587.90930056
5545,FAGNE AS,NO 2,5160596.4967492
5546,FAGNE AS,NO 2,47457333.8237498
5547,FAGNE AS,NO 2,283137281.892753
5548,FAGNE AS,NO 2,200898313.97125
5549,FAGNE AS,NO 2,172326826.815898
5550,FAGNE AS,NO 2,186147033.912738
5550,BØMLO KRAFTNETT AS,NO 2,236868.385163194
5551,FAGNE AS,NO 2,36544810.141751
5554,FAGNE AS,NO 2,107960862.949299
5555,FAGNE AS,NO 2,38877088.0222488
5560,FAGNE AS,NO 2,250500741.775809
5560,LNETT AS,NO 2,839.384942078607
5561,FAGNE AS,NO 2,189838178.248649
5561,LNETT AS,NO 2,71726.4899014809
5563,FAGNE AS,NO 2,46080313.1605007
5565,FAGNE AS,NO 2,60808546.0244539
5566,FAGNE AS,NO 2,49749747.0958494
5567,FAGNE AS,NO 2,80716724.2546993
5568,FAGNE AS,NO 2,75713094.2769504
5570,FAGNE AS,NO 2,146332968.5236
5574,FAGNE AS,NO 2,102864834.10845
5576,FAGNE AS,NO 2,39896116.3922495
5578,FAGNE AS,NO 2,87564703.209301
5580,FAGNE AS,NO 2,38719372.9301256
5580,BKK NETT AS,NO 2,549724.911524655
5582,FAGNE AS,NO 2,45224377.8070203
5582,BKK NETT AS,NO 2,278226.830779505
5583,FAGNE AS,NO 2,194646525.153947
5583,BKK NETT AS,NO 2,140568.957456464
5584,FAGNE AS,NO 2,95542968.4251429
5584,BKK NETT AS,NO 2,363269.031555517
5585,FAGNE AS,NO 2,88234115.277532
5590,BKK NETT AS,NO 2,343169076.577124
5590,FAGNE AS,NO 2,1988210.03053635
5590,BKK NETT AS,NO 2,7416.06788323197
5593,FAGNE AS,NO 2,98958781.0955218
5593,BKK NETT AS,NO 2,1283695.68347699
5593,BKK NETT AS,NO 2,1198230.11615266
5596,FAGNE AS,NO 2,119912975.100488
5596,BKK NETT AS,NO 2,3822304.20808667
5596,BKK NETT AS,NO 2,12581.6042277457
5598,FAGNE AS,NO 2,240323235.030966
5598,BKK NETT AS,NO 2,3816912.60528866
5598,BKK NETT AS,NO 2,13716.5581665897
5600,KVAM ENERGI NETT AS,NO 5,165547038.432612
5600,INDRE HORDALAND KRAFTNETT AS,NO 5,422597.850632927
5600,BKK NETT AS,NO 5,9357.28650473368
5610,KVAM ENERGI NETT AS,NO 5,179651719.871415
5610,INDRE HORDALAND KRAFTNETT AS,NO 5,67590.1692408618
5610,BKK NETT AS,NO 5,5907.25114331162
5612,KVAM ENERGI NETT AS,NO 5,121898492.971935
5612,VONETT AS,NO 5,1780352.08154108
5612,INDRE HORDALAND KRAFTNETT AS,NO 5,145214.278045319
5612,BKK NETT AS,NO 5,3019.56572965731
5614,KVAM ENERGI NETT AS,NO 5,64529841.5384275
5614,INDRE HORDALAND KRAFTNETT AS,NO 5,1062377.72908467
5614,VONETT AS,NO 5,785.024489313779
5620,KVAM ENERGI NETT AS,NO 5,58023483.1588936
5620,INDRE HORDALAND KRAFTNETT AS,NO 5,2067856.8889054
5626,BKK NETT AS,NO 2,60070132.1173199
5626,INDRE HORDALAND KRAFTNETT AS,NO 5,20334348.5224114
5626,KVAM ENERGI NETT AS,NO 5,319613.357625061
5627,INDRE HORDALAND KRAFTNETT AS,NO 5,191475895.961189
5627,KVAM ENERGI NETT AS,NO 5,2107689.36092089
5627,BKK NETT AS,NO 2,674096.493912926
5628,INDRE HORDALAND KRAFTNETT AS,NO 5,63055135.1652707
5628,KVAM ENERGI NETT AS,NO 5,1800860.32067874
5630,KVAM ENERGI NETT AS,NO 5,90729609.6883616
5630,INDRE HORDALAND KRAFTNETT AS,NO 5,1521964.54645224
5630,LYSNA AS,NO 2,2823.94109699775
5630,BKK NETT AS,NO 5,165.132093800152
5632,KVAM ENERGI NETT AS,NO 5,43065165.9304601
5632,BKK NETT AS,NO 2,35631407.9880942
5632,INDRE HORDALAND KRAFTNETT AS,NO 5,590484.354243559
5632,LYSNA AS,NO 2,12594.9356317104
5635,BKK NETT AS,NO 2,58094951.5266434
5635,LYSNA AS,NO 2,6572.59815693737
5636,BKK NETT AS,NO 2,95249070.9286287
5636,INDRE HORDALAND KRAFTNETT AS,NO 5,1021708.36152046
5636,KVAM ENERGI NETT AS,NO 5,307302.983353013
5637,BKK NETT AS,NO 2,83941597.9150918
5637,LYSNA AS,NO 2,2594.06785677766
5640,LYSNA AS,NO 2,192950232.257666
5640,KVAM ENERGI NETT AS,NO 5,645126.782806717
5640,BKK NETT AS,NO 2,1130.76202479695
5640,BKK NETT AS,NO 5,487.882757624379
5641,LYSNA AS,NO 2,63418403.3846954
5641,BKK NETT AS,NO 2,2562812.89207839
5641,BKK NETT AS,NO 5,513384.920977503
5642,LYSNA AS,NO 2,57310575.4301568
5642,BKK NETT AS,NO 5,468324.822625348
5643,LYSNA AS,NO 2,40341386.6155932
5643,BKK NETT AS,NO 2,339948.414006058
5645,LYSNA AS,NO 2,28663105.5373498
5646,LYSNA AS,NO 2,61042385.3339188
5646,BKK NETT AS,NO 2,7898.24207927348
5647,LYSNA AS,NO 2,56642091.6659498
5647,BKK NETT AS,NO 2,4401.338803187
5650,BKK NETT AS,NO 5,209470801.078425
5650,LYSNA AS,NO 2,55937.961671589
5650,KVAM ENERGI NETT AS,NO 5,8915.97560389096
5652,BKK NETT AS,NO 5,82087228.810728
5652,LYSNA AS,NO 2,190775.994780261
5680,BKK NETT AS,NO 2,74726845.8848989
5683,BKK NETT AS,NO 2,92839708.5421494
5683,HAVNETT AS,NO 2,912774.509531836
5683,FAGNE AS,NO 2,326785.610718923
5683,BKK NETT AS,NO 5,2127.13444747613
5685,BKK NETT AS,NO 2,72143183.8311322
5685,FAGNE AS,NO 2,511107.270219707
5687,BKK NETT AS,NO 2,34555925.1417174
5687,FAGNE AS,NO 2,30298.0852833702
5690,BKK NETT AS,NO 2,56418768.5527993
5690,LYSNA AS,NO 2,8067583.02075049
5693,BKK NETT AS,NO 2,4369958.29485138
5694,BKK NETT AS,NO 2,143217686.900189
5694,FAGNE AS,NO 2,508478.599757412
5700,VONETT AS,NO 5,4798034.41240019
5704,VONETT AS,NO 5,7666040.79670077
5705,VONETT AS,NO 5,7356939.74954937
5706,VONETT AS,NO 5,359425777.934125
5706,INDRE HORDALAND KRAFTNETT AS,NO 5,11685565.8245026
5706,SYGNIR AS,NO 5,3822.68687437701
5707,VONETT AS,NO 5,200982288.244191
5707,BKK NETT AS,NO 5,26314.7724119301
5708,VONETT AS,NO 5,424042139.408471
5708,BKK NETT AS,NO 5,13206009.4954407
5708,KVAM ENERGI NETT AS,NO 5,153910.356869705
5708,INDRE HORDALAND KRAFTNETT AS,NO 5,293.070616622078
5709,VONETT AS,NO 5,44556534.7834766
5709,INDRE HORDALAND KRAFTNETT AS,NO 5,160.563773897201
5710,VONETT AS,NO 5,63718495.0610513
5713,VONETT AS,NO 5,501062231.458761
5713,SYGNIR AS,NO 5,13360.8739108733
5713,BKK NETT AS,NO 5,2961.75327921829
5715,VONETT AS,NO 5,2770091.48205005
5718,SYGNIR AS,NO 5,32680358.6383472
5718,VONETT AS,NO 5,26013306.9644233
5718,INDRE HORDALAND KRAFTNETT AS,NO 5,1197462.12392955
5719,INDRE HORDALAND KRAFTNETT AS,NO 5,17360289.7734862
5719,VONETT AS,NO 5,1872165.92650246
5719,SYGNIR AS,NO 5,1913.47380709044
5719,HALLINGDAL KRAFTNETT A/S,NO 5,324.05770062212
5722,BKK NETT AS,NO 5,164030477.807014
5722,KVAM ENERGI NETT AS,NO 5,40899.7463529219
5722,VONETT AS,NO 5,25837.6793812441
5723,VONETT AS,NO 5,149114919.361658
5723,BKK NETT AS,NO 5,117718.188893272
5724,BKK NETT AS,NO 5,19457701.3317498
5725,BKK NETT AS,NO 5,77872551.2729987
5727,BKK NETT AS,NO 5,142391380.980538
5728,BKK NETT AS,NO 5,319824445.334388
5728,VONETT AS,NO 5,25672253.3693618
5728,MODALEN KRAFTLAG SA,NO 5,7958.7143959579
5729,MODALEN KRAFTLAG SA,NO 5,378500622.313267
5729,BKK NETT AS,NO 5,42280074.7312855
