postnr,nettselskap,prisomraade,intersection_area
2742,GLITRE ENERGI NETT AS,NO 1,26081919.0343484
2743,GLITRE ENERGI NETT AS,NO 1,131544662.012066
2743,ELVIA AS,NO 1,1940732.19634021
2743,FØIE AS,NO 1,9287.30884414569
2750,GLITRE ENERGI NETT AS,NO 1,246712622.533515
2750,ELVIA AS,NO 1,31083.7826321073
2760,GLITRE ENERGI NETT AS,NO 1,204652434.97563
2760,ELVIA AS,NO 1,38931.9324396129
2770,GLITRE ENERGI NETT AS,NO 1,90188289.6929289
2770,ELVIA AS,NO 1,12911.2569213514
2815,ELVIA AS,NO 1,1167352.32665001
2816,ELVIA AS,NO 1,8222613.64645006
2817,ELVIA AS,NO 1,8106442.99469866
2818,ELVIA AS,NO 1,1563751.18254993
2819,ELVIA AS,NO 1,6720673.37425108
2820,ELVIA AS,NO 1,12640540.8344501
2821,ELVIA AS,NO 1,3231218.99460005
2822,ELVIA AS,NO 1,52728534.4732124
2822,ETNA NETT AS,NO 1,221.789809677992
2825,ELVIA AS,NO 1,103806379.716942
2825,ETNA NETT AS,NO 1,1067472.98590511
2827,ELVIA AS,NO 1,74214109.3906018
2827,ETNA NETT AS,NO 1,402.060948436936
2830,ELVIA AS,NO 1,4003027.11415025
2833,ELVIA AS,NO 1,22028489.8812347
2834,ELVIA AS,NO 1,21334468.9128502
2835,ELVIA AS,NO 1,2505869.87880022
2836,ELVIA AS,NO 1,156305505.416537
2836,ETNA NETT AS,NO 1,4788791.01681681
2837,ELVIA AS,NO 1,35767325.6112024
2838,ETNA NETT AS,NO 1,149746121.143456
2838,ELVIA AS,NO 1,7320088.58914273
2839,ETNA NETT AS,NO 1,55859253.9187496
2839,ELVIA AS,NO 1,1514388.5946494
2840,ELVIA AS,NO 1,56305063.0015941
2840,ETNA NETT AS,NO 1,46997483.4233461
2840,GLITRE ENERGI NETT AS,NO 1,291.135659886663
2843,ELVIA AS,NO 1,101595605.388889
2843,GLITRE ENERGI NETT AS,NO 1,30888.1393785592
2843,ETNA NETT AS,NO 1,108.743380990617
2846,ELVIA AS,NO 1,44598431.9214517
2847,ELVIA AS,NO 1,132063808.938153
2848,ELVIA AS,NO 1,283005430.052416
2848,STANGE ENERGI NETT AS,NO 1,33884.1832817774
2849,ELVIA AS,NO 1,37729300.0154983
2850,ELVIA AS,NO 1,73995846.2243019
2860,ETNA NETT AS,NO 1,69705171.6776187
2861,ETNA NETT AS,NO 1,38508492.8596144
2862,ETNA NETT AS,NO 1,42727348.571175
2862,ELVIA AS,NO 1,266.31412525354
2863,ETNA NETT AS,NO 1,250950798.615776
2863,SØR AURDAL ENERGI AS,NO 1,1234.62682302156
2864,ETNA NETT AS,NO 1,78524360.0048617
2866,ETNA NETT AS,NO 1,42570218.9289918
2866,GLITRE ENERGI NETT AS,NO 1,447.523357880139
2870,ETNA NETT AS,NO 1,534447057.197128
2870,SØR AURDAL ENERGI AS,NO 1,6379.02052727364
2879,ETNA NETT AS,NO 1,27421346.1514982
2880,ETNA NETT AS,NO 1,279423398.017937
2880,GRIUG AS,NO 1,2307235.16566756
2880,ELVIA AS,NO 1,5857.49405166354
2881,ETNA NETT AS,NO 1,142630897.909212
2881,ELVIA AS,NO 1,7077.55023531298
2890,ETNA NETT AS,NO 1,457033621.280994
2890,GRIUG AS,NO 1,199243137.651107
2890,SØR AURDAL ENERGI AS,NO 1,22771.0831147772
2890,ELVIA AS,NO 1,822.303904678323
2900,GRIUG AS,NO 1,59354715.4045006
2910,GRIUG AS,NO 1,198894716.528353
2910,ETNA NETT AS,NO 1,12892.5042876955
2910,SØR AURDAL ENERGI AS,NO 1,1193.68780823657
2917,GRIUG AS,NO 1,30507875.0049509
2918,GRIUG AS,NO 1,163033449.11176
2918,HALLINGDAL KRAFTNETT A/S,NO 5,11645.9117812185
2918,HEMSIL NETT AS,NO 5,139.755114293774
2920,GRIUG AS,NO 1,84779224.8036986
2923,GRIUG AS,NO 1,141381100.700865
2923,HALLINGDAL KRAFTNETT A/S,NO 5,1819.08535368131
2930,SØR AURDAL ENERGI AS,NO 1,427435946.312725
2930,ETNA NETT AS,NO 1,2889676.58517567
2930,GRIUG AS,NO 1,780641.221649484
2930,HALLINGDAL KRAFTNETT A/S,NO 5,10233.1866373616
2933,SØR AURDAL ENERGI AS,NO 1,80999037.1533156
2933,GRIUG AS,NO 1,26682412.1259497
2933,HALLINGDAL KRAFTNETT A/S,NO 5,3310.87750697881
2936,SØR AURDAL ENERGI AS,NO 1,26940213.1609517
2937,SØR AURDAL ENERGI AS,NO 1,156204961.351321
2937,ETNA NETT AS,NO 1,22611.4509399209
2937,FØIE AS,NO 1,13724.0295383257
2940,GRIUG AS,NO 1,305364660.200204
2940,ELVIA AS,NO 1,209018.219334888
2940,VANG ENERGIVERK AS,NO 1,76327.7271772186
2943,GRIUG AS,NO 1,239695593.667568
2943,ELVIA AS,NO 1,83798.5125348941
2950,GRIUG AS,NO 1,113685931.478849
2952,GRIUG AS,NO 1,27112762.8559631
2952,VANG ENERGIVERK AS,NO 1,44456.0069372721
2953,GRIUG AS,NO 1,305131457.284261
2953,VANG ENERGIVERK AS,NO 1,6154779.94777356
2953,FJELLNETT AS,NO 3,3298.08139701848
2953,VEVIG AS,NO 1,814.163186594916
2960,GRIUG AS,NO 1,271406068.749785
2960,VANG ENERGIVERK AS,NO 1,1126.42898876343
2960,HEMSIL NETT AS,NO 5,370.640281664557
2966,GRIUG AS,NO 1,29012511.8192505
2967,GRIUG AS,NO 1,122351862.984538
2967,VANG ENERGIVERK AS,NO 1,2134.43685359438
2973,VANG ENERGIVERK AS,NO 1,79725990.729016
2973,GRIUG AS,NO 1,42313201.3548368
2975,VANG ENERGIVERK AS,NO 1,730851380.030683
2975,GRIUG AS,NO 1,6542679.1348077
2975,HEMSIL NETT AS,NO 5,33623.7198000289
2975,FJELLNETT AS,NO 3,1820.71900881595
2977,VANG ENERGIVERK AS,NO 1,145716763.640103
2977,HEMSIL NETT AS,NO 5,941.389449059963
2985,VANG ENERGIVERK AS,NO 1,510333851.596585
2985,STRAUMNETT AS,NO 5,193326.262129804
2985,SYGNIR AS,NO 5,83571.8586248936
2985,BREHEIM NETT AS,NO 5,477.201274987911
2985,FJELLNETT AS,NO 3,359.817663277989
3004,GLITRE ENERGI NETT AS,NO 1,29739.7621999616
3011,GLITRE ENERGI NETT AS,NO 1,359453.837249939
3012,GLITRE ENERGI NETT AS,NO 1,438703.820850187
3013,GLITRE ENERGI NETT AS,NO 1,1703643.5037002
3014,GLITRE ENERGI NETT AS,NO 1,1956142.78654996
3015,GLITRE ENERGI NETT AS,NO 1,450804.142400012
3016,GLITRE ENERGI NETT AS,NO 1,396165.079500038
3017,GLITRE ENERGI NETT AS,NO 1,57478.0952000702
3018,GLITRE ENERGI NETT AS,NO 1,615503.08310006
3019,GLITRE ENERGI NETT AS,NO 1,319433.983650058
3021,GLITRE ENERGI NETT AS,NO 1,15170823.1868008
3022,GLITRE ENERGI NETT AS,NO 1,632775.198800088
3023,GLITRE ENERGI NETT AS,NO 1,790936.028200088
3024,GLITRE ENERGI NETT AS,NO 1,846822.078499941
3025,GLITRE ENERGI NETT AS,NO 1,316976.200750113
3026,GLITRE ENERGI NETT AS,NO 1,1557981.18184978
3027,GLITRE ENERGI NETT AS,NO 1,1309072.69049984
3028,GLITRE ENERGI NETT AS,NO 1,797182.306650188
3029,GLITRE ENERGI NETT AS,NO 1,2073709.96270015
3030,GLITRE ENERGI NETT AS,NO 1,4234985.47954993
3031,GLITRE ENERGI NETT AS,NO 1,9599469.41175022
3032,GLITRE ENERGI NETT AS,NO 1,3952240.02224999
3033,GLITRE ENERGI NETT AS,NO 1,1897023.1944501
3034,GLITRE ENERGI NETT AS,NO 1,1180861.05205016
3035,GLITRE ENERGI NETT AS,NO 1,4532806.69914961
3036,GLITRE ENERGI NETT AS,NO 1,7453537.62279938
3037,GLITRE ENERGI NETT AS,NO 1,5262566.91739544
3037,LEDE AS,NO 2,5764.55265941558
3038,GLITRE ENERGI NETT AS,NO 1,1850234.59375031
3039,GLITRE ENERGI NETT AS,NO 1,61020640.4876672
3039,LEDE AS,NO 2,135079.360806245
3040,GLITRE ENERGI NETT AS,NO 1,2560653.46569984
3041,GLITRE ENERGI NETT AS,NO 1,1146460.17640003
3042,GLITRE ENERGI NETT AS,NO 1,2879587.87524974
3043,GLITRE ENERGI NETT AS,NO 1,703766.774000328
3044,GLITRE ENERGI NETT AS,NO 1,747125.242949604
3045,GLITRE ENERGI NETT AS,NO 1,1352196.5548003
3046,GLITRE ENERGI NETT AS,NO 1,1892935.93514976
3047,GLITRE ENERGI NETT AS,NO 1,1527847.08759975
3048,GLITRE ENERGI NETT AS,NO 1,3779025.64465021
3050,GLITRE ENERGI NETT AS,NO 1,51353564.260401
3050,ELVENETT AS,NO 1,4202.5754979964
3050,LEDE AS,NO 2,259.82467302942
3053,GLITRE ENERGI NETT AS,NO 1,2096151.82368053
3053,ELVENETT AS,NO 1,328005.847669559
3055,GLITRE ENERGI NETT AS,NO 1,37104159.5369049
3055,ELVENETT AS,NO 1,14556.706597161
3057,GLITRE ENERGI NETT AS,NO 1,28231535.3534507
3058,GLITRE ENERGI NETT AS,NO 1,1169905.65460011
3060,LEDE AS,NO 2,68157680.7496949
3060,GLITRE ENERGI NETT AS,NO 1,8411.17842771244
3070,LEDE AS,NO 2,47912750.5819755
3070,GLITRE ENERGI NETT AS,NO 1,109112.666032539
3072,LEDE AS,NO 2,15583512.5125501
3073,LEDE AS,NO 2,25995658.2957598
3073,GLITRE ENERGI NETT AS,NO 1,10460.8821928224
3074,LEDE AS,NO 2,43231725.0936032
3074,GLITRE ENERGI NETT AS,NO 1,26527.4963702675
3075,LEDE AS,NO 2,9416400.28829848
3076,LEDE AS,NO 2,1621782.12560029
3077,LEDE AS,NO 2,65619493.3882988
3080,LEDE AS,NO 2,37000658.8958296
3083,LEDE AS,NO 2,15464175.6547993
3084,LEDE AS,NO 2,797634.068399994
3085,LEDE AS,NO 2,5002122.86879359
3086,LEDE AS,NO 2,4217735.36385095
3089,LEDE AS,NO 2,69232483.41745
3090,LEDE AS,NO 2,113711683.793782
3090,GLITRE ENERGI NETT AS,NO 2,19187.1705795881
3090,ELVENETT AS,NO 1,11464.4165724853
3092,LEDE AS,NO 2,9178624.06710062
3095,LEDE AS,NO 2,39913185.3023022
3095,ELVENETT AS,NO 1,794382.020807277
3095,GLITRE ENERGI NETT AS,NO 1,10221.2523643156
3110,LEDE AS,NO 2,256069.038699776
3111,LEDE AS,NO 2,818128.039749898
3112,LEDE AS,NO 2,1224726.24884987
3113,LEDE AS,NO 2,3141980.80754982
3114,LEDE AS,NO 2,10999020.0910997
3115,LEDE AS,NO 2,716800.085900175
3116,LEDE AS,NO 2,258104.920500062
3117,LEDE AS,NO 2,1655241.84135016
3118,LEDE AS,NO 2,2297307.93555002
3120,LEDE AS,NO 2,3201547.56510002
3121,LEDE AS,NO 2,1488232.72114985
3122,LEDE AS,NO 2,2032370.16094996
3123,LEDE AS,NO 2,3026196.79345018
3124,LEDE AS,NO 2,3677323.72145
3125,LEDE AS,NO 2,4659848.74485016
3126,LEDE AS,NO 2,455417.04134994
3127,LEDE AS,NO 2,392870.377649916
3128,LEDE AS,NO 2,2007124.94014993
3132,LEDE AS,NO 2,51026988.1073487
3133,LEDE AS,NO 2,77187889.77865
3135,LEDE AS,NO 2,26075582.2642015
3138,LEDE AS,NO 2,3668812.88655027
3140,LEDE AS,NO 2,25738449.6568
3142,LEDE AS,NO 2,2586070.03199957
3143,LEDE AS,NO 2,3455685.66350034
3144,LEDE AS,NO 2,8656755.74599972
3145,LEDE AS,NO 2,137371741.359552
3148,LEDE AS,NO 2,314792057.848877
3148,NORGESNETT AS,NO 1,1298112.778579
3150,LEDE AS,NO 2,28767229.1876491
3150,LEDE AS,NO 2,292730.916049916
3151,LEDE AS,NO 2,680650.464399977
3152,LEDE AS,NO 2,1265234.77585
3153,LEDE AS,NO 2,25398279.4369217
3154,LEDE AS,NO 2,2212985.69964978
3157,LEDE AS,NO 2,22660110.731351
3158,LEDE AS,NO 2,154972315.574051
3159,LEDE AS,NO 2,13498632.1084503
3160,LEDE AS,NO 2,84540862.0331553
3170,LEDE AS,NO 2,15942883.0888488
3171,LEDE AS,NO 2,18777428.53075
3172,LEDE AS,NO 2,2498314.36675007
3173,LEDE AS,NO 2,4310710.87915006
3174,LEDE AS,NO 2,60079646.1630012
3175,LEDE AS,NO 2,87164118.4698027
3176,LEDE AS,NO 2,19427253.1101984
3178,LEDE AS,NO 2,39526603.0139003
3179,LEDE AS,NO 2,17460569.4951507
3180,LEDE AS,NO 2,29035218.4548497
3181,LEDE AS,NO 2,537535.581650047
3182,LEDE AS,NO 2,666654.773999878
3183,LEDE AS,NO 2,61883984.0722009
3184,LEDE AS,NO 2,9767382.70014908
3185,LEDE AS,NO 2,16026698.1783003
3186,LEDE AS,NO 2,6550544.28085007
3187,LEDE AS,NO 2,1780902.62534992
3188,LEDE AS,NO 2,1569228.8484499
3189,LEDE AS,NO 2,18753209.1599502
3208,LEDE AS,NO 2,904276.047049798
3209,LEDE AS,NO 2,2130149.87012982
3210,LEDE AS,NO 2,543786.715569235
3211,LEDE AS,NO 2,250649.609528669
3212,LEDE AS,NO 2,1036752.55692037
3213,LEDE AS,NO 2,1992085.21049997
3214,LEDE AS,NO 2,1004967.5104
3215,LEDE AS,NO 2,1126661.07121164
3216,LEDE AS,NO 2,1348581.99014983
3217,LEDE AS,NO 2,493682.902150041
3218,LEDE AS,NO 2,2312102.22609934
3219,LEDE AS,NO 2,1730767.09312101
3220,LEDE AS,NO 2,36392549.4559493
3221,LEDE AS,NO 2,812781.50914999
3222,LEDE AS,NO 2,1988512.16094758
3223,LEDE AS,NO 2,1273845.79135012
3224,LEDE AS,NO 2,569654.026949922
3225,LEDE AS,NO 2,1607739.35674974
3226,LEDE AS,NO 2,1045510.64065021
3227,LEDE AS,NO 2,864900.664000118
3228,LEDE AS,NO 2,2159243.73694998
3229,LEDE AS,NO 2,1159873.24839975
3230,LEDE AS,NO 2,3145105.51954999
3231,LEDE AS,NO 2,6730922.30094973
3232,LEDE AS,NO 2,14464727.2922499
3233,LEDE AS,NO 2,18101984.4307993
3234,LEDE AS,NO 2,48949406.4136432
3235,LEDE AS,NO 2,585316.957299933
3236,LEDE AS,NO 2,1112048.26940009
3237,LEDE AS,NO 2,77977719.2070005
3238,LEDE AS,NO 2,239559.36880011
3239,LEDE AS,NO 2,21046805.7281512
3241,LEDE AS,NO 2,4449854.98090038
3242,LEDE AS,NO 2,6462729.20130013
3243,LEDE AS,NO 2,58331120.5417964
3244,LEDE AS,NO 2,541367.456650265
3256,LEDE AS,NO 2,1922513.6293003
3257,LEDE AS,NO 2,733611.605550021
3258,LEDE AS,NO 2,675946.478999872
3259,LEDE AS,NO 2,318357.165700033
3260,LEDE AS,NO 2,6683753.68295017
3261,LEDE AS,NO 2,18488738.5802504
3262,LEDE AS,NO 2,1748197.53955012
3263,LEDE AS,NO 2,2035728.6136996
3264,LEDE AS,NO 2,2630851.37765027
3265,LEDE AS,NO 2,357658.345700013
3267,LEDE AS,NO 2,41205248.017098
3268,LEDE AS,NO 2,93299564.7421498
3269,LEDE AS,NO 2,2409871.25534992
3270,LEDE AS,NO 2,41406864.9856502
3271,LEDE AS,NO 2,21755662.0402507
3274,LEDE AS,NO 2,1059243.35375005
3275,LEDE AS,NO 2,166084266.275292
3275,GLITRE ENERGI NETT AS,NO 2,1750.0463678003
3277,LEDE AS,NO 2,94682307.0364446
3280,LEDE AS,NO 2,144657485.70365
3282,LEDE AS,NO 2,168449740.718147
3290,LEDE AS,NO 2,10578003.1174007
3292,LEDE AS,NO 2,1464025.91615049
3294,LEDE AS,NO 2,323027646.251246
3295,LEDE AS,NO 2,44849702.1852504
3296,LEDE AS,NO 2,14697494.0055027
3300,ELVENETT AS,NO 1,4929327.39303968
3300,GLITRE ENERGI NETT AS,NO 1,55684.7292101818
3302,ELVENETT AS,NO 1,63473548.9662289
3302,GLITRE ENERGI NETT AS,NO 1,84468.4114649882
3302,MIDTNETT AS,NO 1,2100.19560708909
3303,ELVENETT AS,NO 1,29793819.1168366
3303,GLITRE ENERGI NETT AS,NO 1,45455.1210626747
3320,ELVENETT AS,NO 1,107668762.187041
3320,LEDE AS,NO 2,3412.56525950802
3320,GLITRE ENERGI NETT AS,NO 1,2760.93794312528
3320,MIDTNETT AS,NO 1,1385.39674532763
3322,ELVENETT AS,NO 1,102896822.374471
3322,LEDE AS,NO 2,291197.384392506
3322,GLITRE ENERGI NETT AS,NO 1,14079.072250753
3330,ELVENETT AS,NO 1,126335776.25417
3330,MIDTNETT AS,NO 1,28434367.3893994
3330,GLITRE ENERGI NETT AS,NO 1,306407.777982371
3340,MIDTNETT AS,NO 1,107988030.099409
3340,ELVENETT AS,NO 1,90181.9483645521
3340,GLITRE ENERGI NETT AS,NO 1,26896.5761292772
3350,MIDTNETT AS,NO 1,291088946.868939
3350,NOREFJELL NETT AS,NO 1,208765.247008248
3350,ROLLAG ELEKTRISITETSVERK AS,NO 1,7376.82195191942
3355,MIDTNETT AS,NO 1,70779117.0571513
3358,MIDTNETT AS,NO 1,162183430.908101
3358,ROLLAG ELEKTRISITETSVERK AS,NO 1,14556.0122667745
3359,MIDTNETT AS,NO 1,318235207.195337
3359,NOREFJELL NETT AS,NO 1,18293.3610788786
3359,NORE ENERGI AS,NO 5,7474.98000855212
3359,HALLINGDAL KRAFTNETT A/S,NO 5,3943.49556821277
3360,MIDTNETT AS,NO 1,14015934.7174168
3370,MIDTNETT AS,NO 1,373034527.966311
3370,FØIE AS,NO 1,319725.930644455
3370,GLITRE ENERGI NETT AS,NO 1,2654.88471746661
3370,NOREFJELL NETT AS,NO 1,1961.8290279208
3402,GLITRE ENERGI NETT AS,NO 1,13899805.7895
3403,GLITRE ENERGI NETT AS,NO 1,4919556.89314943
3404,GLITRE ENERGI NETT AS,NO 1,21510369.0446501
3405,GLITRE ENERGI NETT AS,NO 1,73814450.0874183
3405,MIDTNETT AS,NO 1,50805.4340329735
3406,GLITRE ENERGI NETT AS,NO 1,19430820.742222
3406,ELVIA AS,NO 1,2955.66482620185
3408,GLITRE ENERGI NETT AS,NO 1,2980354.12185047
3409,GLITRE ENERGI NETT AS,NO 1,2591580.08185019
3410,GLITRE ENERGI NETT AS,NO 1,116120521.911022
3410,MIDTNETT AS,NO 1,57599.3119902146
3410,FØIE AS,NO 1,13105.8145695768
3410,ELVIA AS,NO 1,4878.36266272529
3413,GLITRE ENERGI NETT AS,NO 1,4182370.35955005
3414,GLITRE ENERGI NETT AS,NO 1,4663810.59959983
3420,GLITRE ENERGI NETT AS,NO 1,20011478.7114222
3420,ELVIA AS,NO 1,9136.61268883279
3425,GLITRE ENERGI NETT AS,NO 1,5946595.49944964
3426,GLITRE ENERGI NETT AS,NO 1,9636901.10482269
3427,GLITRE ENERGI NETT AS,NO 1,7981267.56085253
3427,NORGESNETT AS,NO 1,3862.92329723781
3430,NORGESNETT AS,NO 1,19404666.6019345
3430,GLITRE ENERGI NETT AS,NO 1,3171.40926997535
3440,NORGESNETT AS,NO 1,35865209.6933299
3440,ELVIA AS,NO 1,2505.84576969428
3442,NORGESNETT AS,NO 1,26701316.825738
3442,GLITRE ENERGI NETT AS,NO 1,36155.5622633769
3442,LEDE AS,NO 2,615.079937856936
3470,NORGESNETT AS,NO 1,8189557.56806101
3470,ELVIA AS,NO 1,6091495.37030806
3470,NORGESNETT AS,NO 1,962.443981239645
3472,NORGESNETT AS,NO 1,2374778.66425001
3474,NORGESNETT AS,NO 1,21655627.262629
3474,ASKER NETT AS,NO 1,1962.3844919034
3474,ELVIA AS,NO 1,968.685678601265
3475,ASKER NETT AS,NO 1,53052997.2515839
3475,NORGESNETT AS,NO 1,2529209.38021425
3477,NORGESNETT AS,NO 1,6121645.31959717
3477,ELVIA AS,NO 1,581.487053850531
3478,NORGESNETT AS,NO 1,13379435.704752
3478,ELVIA AS,NO 1,1182.29922944856
3478,NORGESNETT AS,NO 1,293.932067546804
3480,ASKER NETT AS,NO 1,31536310.8290933
3480,ELVIA AS,NO 1,3680.93600666523
3482,ASKER NETT AS,NO 1,52886930.2178917
3482,LEDE AS,NO 2,363.883877549466
3483,ASKER NETT AS,NO 1,21962672.4740995
3484,ASKER NETT AS,NO 1,42075621.2124009
3484,LEDE AS,NO 2,3790.9658370316
3490,ASKER NETT AS,NO 1,59390457.319508
3490,NORGESNETT AS,NO 1,2811.40067059348
3490,LEDE AS,NO 2,2254.82800833341
3510,FØIE AS,NO 1,2872273.33939997
3511,FØIE AS,NO 1,8963837.67504966
3512,FØIE AS,NO 1,150866726.56664
3512,ELVIA AS,NO 1,806.303461153246
3513,FØIE AS,NO 1,3251572.77659988
3514,FØIE AS,NO 1,75261642.1541817
3514,GLITRE ENERGI NETT AS,NO 1,1040954.40802029
3515,FØIE AS,NO 1,4315948.90875006
3516,FØIE AS,NO 1,272765470.934313
3516,GLITRE ENERGI NETT AS,NO 1,8035.07353697298
3517,FØIE AS,NO 1,7544359.95000019
3518,FØIE AS,NO 1,15419085.7814495
3519,FØIE AS,NO 1,69266317.3871514
3520,GLITRE ENERGI NETT AS,NO 1,223046746.30274
3520,FØIE AS,NO 1,13403810.2580173
3522,GLITRE ENERGI NETT AS,NO 1,208198474.673589
3522,ETNA NETT AS,NO 1,131586777.709707
3522,FØIE AS,NO 1,974023.819117895
3522,SØR AURDAL ENERGI AS,NO 1,327.745736000621
3524,FØIE AS,NO 1,224899068.381583
3524,ETNA NETT AS,NO 1,12242.5400700485
3524,SØR AURDAL ENERGI AS,NO 1,5361.17254472907
3524,GLITRE ENERGI NETT AS,NO 1,2587.79898372528
3525,FØIE AS,NO 1,152805487.448103
3525,GLITRE ENERGI NETT AS,NO 1,150491.069997387
3528,SØR AURDAL ENERGI AS,NO 1,418261634.823659
3528,HALLINGDAL KRAFTNETT A/S,NO 5,31589.6730010353
3528,FØIE AS,NO 1,2859.44238388203
3530,FØIE AS,NO 1,63736736.3719398
3530,MIDTNETT AS,NO 1,1804381.36146183
3531,FØIE AS,NO 1,99655506.2619305
3531,MIDTNETT AS,NO 1,309240.611208018
3531,ELVIA AS,NO 1,29042.2535083795
3533,FØIE AS,NO 1,111880803.333699
3533,MIDTNETT AS,NO 1,40576.0999505522
3534,FØIE AS,NO 1,425693292.79692
3534,NOREFJELL NETT AS,NO 1,6023401.68480053
3534,HALLINGDAL KRAFTNETT A/S,NO 5,13212.8658831774
3534,MIDTNETT AS,NO 1,1913.43173708586
3535,NOREFJELL NETT AS,NO 1,155052116.541885
3535,MIDTNETT AS,NO 1,136395.646320965
3535,FØIE AS,NO 1,216.001243620971
3536,NOREFJELL NETT AS,NO 1,213679507.373087
3536,MIDTNETT AS,NO 1,138822.020298833
3536,FØIE AS,NO 1,35600.2370580831
3536,HALLINGDAL KRAFTNETT A/S,NO 5,1209.28344295233
3538,FØIE AS,NO 1,15689328.2932196
3538,GLITRE ENERGI NETT AS,NO 1,26072.0737503261
3538,MIDTNETT AS,NO 1,1823.06174696219
3538,ELVIA AS,NO 1,158.389932639489
3539,HALLINGDAL KRAFTNETT A/S,NO 5,705317591.369229
3539,SØR AURDAL ENERGI AS,NO 1,126270.733595601
3539,MIDTNETT AS,NO 1,36249.7120514588
3539,NORE ENERGI AS,NO 5,4035.71564720456
3539,NOREFJELL NETT AS,NO 1,796.430376627313
3539,FØIE AS,NO 1,768.340384494651
3540,HALLINGDAL KRAFTNETT A/S,NO 5,810813223.693708
3540,NORE ENERGI AS,NO 5,34032.3762198774
3540,SØR AURDAL ENERGI AS,NO 1,437.296524973872
3544,NORE ENERGI AS,NO 5,109389901.249208
3544,UVDAL KRAFTFORSYNING SA,NO 5,967507.820849925
3544,HALLINGDAL KRAFTNETT A/S,NO 5,235399.738592581
3550,HALLINGDAL KRAFTNETT A/S,NO 5,531861765.479643
3550,GRIUG AS,NO 1,2068628.0300631
3550,HEMSIL NETT AS,NO 5,8561.0513130651
3550,SØR AURDAL ENERGI AS,NO 1,1891.47157621954
3560,HEMSIL NETT AS,NO 5,755180667.853571
3560,VANG ENERGIVERK AS,NO 1,270124.026340402
3560,HALLINGDAL KRAFTNETT A/S,NO 5,33387.238682347
3560,SYGNIR AS,NO 5,3268.92423356361
3560,GRIUG AS,NO 1,2455.55972089011
3570,HALLINGDAL KRAFTNETT A/S,NO 5,1002112300.59335
3570,SYGNIR AS,NO 5,29932.7113864873
3570,HEMSIL NETT AS,NO 5,1262.13943068395
3570,NORE ENERGI AS,NO 5,221.943640716723
3576,HALLINGDAL KRAFTNETT A/S,NO 5,78672221.4044483
3577,HALLINGDAL KRAFTNETT A/S,NO 5,763539998.405041
3577,SYGNIR AS,NO 5,31786.8453823743
3579,HALLINGDAL KRAFTNETT A/S,NO 5,173276947.690461
3579,HEMSIL NETT AS,NO 5,2600.55553742731
3580,HALLINGDAL KRAFTNETT A/S,NO 5,423217853.122155
3580,NORE ENERGI AS,NO 5,7016162.72039414
3588,HALLINGDAL KRAFTNETT A/S,NO 5,166436116.292439
3588,UVDAL KRAFTFORSYNING SA,NO 5,5336.49137025612
3593,HALLINGDAL KRAFTNETT A/S,NO 5,46821231.0264979
3595,HALLINGDAL KRAFTNETT A/S,NO 5,384786818.454836
3595,INDRE HORDALAND KRAFTNETT AS,NO 5,19586.0354039925
3595,UVDAL KRAFTFORSYNING SA,NO 5,5942.83900981255
3608,GLITRE ENERGI NETT AS,NO 1,6237140.8195493
3610,GLITRE ENERGI NETT AS,NO 1,5217310.27314352
3611,GLITRE ENERGI NETT AS,NO 1,1442116.45465011
3612,GLITRE ENERGI NETT AS,NO 1,6414572.99523646
3612,ELVENETT AS,NO 1,614440.128463552
3613,GLITRE ENERGI NETT AS,NO 1,971508.824299756
3614,GLITRE ENERGI NETT AS,NO 1,216181292.127247
3614,MIDTNETT AS,NO 1,57219858.5304301
3614,ELVENETT AS,NO 1,18736195.5075787
3614,EVERKET AS,NO 2,16434136.8539632
3614,EVERKET AS,NO 1,6732638.41258872
3615,GLITRE ENERGI NETT AS,NO 1,3539697.36169796
3616,GLITRE ENERGI NETT AS,NO 1,10927964.8929034
3617,GLITRE ENERGI NETT AS,NO 1,2471950.64959988
3618,GLITRE ENERGI NETT AS,NO 1,248329659.410881
3618,LEDE AS,NO 2,2534.2862984149
3618,ELVENETT AS,NO 1,2225.57204983951
3618,FØRE AS,NO 2,1487.87030611992
3618,EVERKET AS,NO 1,808.634267915114
3619,GLITRE ENERGI NETT AS,NO 1,27308353.3278759
3619,ELVENETT AS,NO 1,1566860.54322499
3620,MIDTNETT AS,NO 1,164030931.623431
3620,ROLLAG ELEKTRISITETSVERK AS,NO 1,35764969.8649794
3620,EVERKET AS,NO 2,7319.09823081244
3620,STANNUM AS,NO 2,4055.20270903216
3622,MIDTNETT AS,NO 1,88018230.5308371
3622,GLITRE ENERGI NETT AS,NO 1,2952.3668903205
3622,ELVENETT AS,NO 1,112.594520910134
3623,MIDTNETT AS,NO 1,140887740.501631
3623,ELVENETT AS,NO 1,5044.2417543165
3623,GLITRE ENERGI NETT AS,NO 1,940.361076641909
3623,EVERKET AS,NO 2,219.32919694446
3624,MIDTNETT AS,NO 1,107849223.115394
3624,ROLLAG ELEKTRISITETSVERK AS,NO 1,1280.66002600669
3624,ELVENETT AS,NO 1,565.107132532648
3626,ROLLAG ELEKTRISITETSVERK AS,NO 1,166165474.364266
3626,MIDTNETT AS,NO 1,5866.34533775388
3626,STANNUM AS,NO 2,2567.87037865345
3628,ROLLAG ELEKTRISITETSVERK AS,NO 1,245764031.374627
3628,NORE ENERGI AS,NO 5,4281693.67901623
